gid,platenum,platecol,ownpro,industry,owncity,comcode,locpro,tms,devtime,rectime,lon,lat,locspd,devspd,tlmile,direct,altitu,situation,alarm,extra,dist_meter,time_diff,calkmh
1,辽BK4058,2,210000,30,210211,2159337,210000,1523289703,2018-04-10 00:01:43,2018-04-10 00:03:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
2,辽BK4058,2,210000,30,210211,2159337,210000,1523290003,2018-04-10 00:06:43,2018-04-10 00:08:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
3,辽BK4058,2,210000,30,210211,2159337,210000,1523290303,2018-04-10 00:11:43,2018-04-10 00:13:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
4,辽BK4058,2,210000,30,210211,2159337,210000,1523290603,2018-04-10 00:16:43,2018-04-10 00:18:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
5,辽BK4058,2,210000,30,210211,2159337,210000,1523290903,2018-04-10 00:21:43,2018-04-10 00:23:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
6,辽BK4058,2,210000,30,210211,2159337,210000,1523291203,2018-04-10 00:26:43,2018-04-10 00:28:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
7,辽BK4058,2,210000,30,210211,2159337,210000,1523291503,2018-04-10 00:31:43,2018-04-10 00:33:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
8,辽BK4058,2,210000,30,210211,2159337,210000,1523291803,2018-04-10 00:36:43,2018-04-10 00:38:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
9,辽BK4058,2,210000,30,210211,2159337,210000,1523292103,2018-04-10 00:41:43,2018-04-10 00:43:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
10,辽BK4058,2,210000,30,210211,2159337,210000,1523292403,2018-04-10 00:46:43,2018-04-10 00:48:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
11,辽BK4058,2,210000,30,210211,2159337,210000,1523292703,2018-04-10 00:51:43,2018-04-10 00:53:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
12,辽BK4058,2,210000,30,210211,2159337,210000,1523293003,2018-04-10 00:56:43,2018-04-10 00:58:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
13,辽BK4058,2,210000,30,210211,2159337,210000,1523293303,2018-04-10 01:01:43,2018-04-10 01:03:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
14,辽BK4058,2,210000,30,210211,2159337,210000,1523293603,2018-04-10 01:06:43,2018-04-10 01:08:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
15,辽BK4058,2,210000,30,210211,2159337,210000,1523293903,2018-04-10 01:11:43,2018-04-10 01:13:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
16,辽BK4058,2,210000,30,210211,2159337,210000,1523294203,2018-04-10 01:16:43,2018-04-10 01:18:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
17,辽BK4058,2,210000,30,210211,2159337,210000,1523294503,2018-04-10 01:21:43,2018-04-10 01:23:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
18,辽BK4058,2,210000,30,210211,2159337,210000,1523294803,2018-04-10 01:26:43,2018-04-10 01:28:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
19,辽BK4058,2,210000,30,210211,2159337,210000,1523295103,2018-04-10 01:31:43,2018-04-10 01:33:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
20,辽BK4058,2,210000,30,210211,2159337,210000,1523295403,2018-04-10 01:36:43,2018-04-10 01:38:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
21,辽BK4058,2,210000,30,210211,2159337,210000,1523295703,2018-04-10 01:41:43,2018-04-10 01:43:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
22,辽BK4058,2,210000,30,210211,2159337,210000,1523296003,2018-04-10 01:46:43,2018-04-10 01:48:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
23,辽BK4058,2,210000,30,210211,2159337,210000,1523296303,2018-04-10 01:51:43,2018-04-10 01:53:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
24,辽BK4058,2,210000,30,210211,2159337,210000,1523296603,2018-04-10 01:56:43,2018-04-10 01:58:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
25,辽BK4058,2,210000,30,210211,2159337,210000,1523296903,2018-04-10 02:01:43,2018-04-10 02:03:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
26,辽BK4058,2,210000,30,210211,2159337,210000,1523297203,2018-04-10 02:06:43,2018-04-10 02:08:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
27,辽BK4058,2,210000,30,210211,2159337,210000,1523297503,2018-04-10 02:11:43,2018-04-10 02:13:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
28,辽BK4058,2,210000,30,210211,2159337,210000,1523297803,2018-04-10 02:16:43,2018-04-10 02:18:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
29,辽BK4058,2,210000,30,210211,2159337,210000,1523298103,2018-04-10 02:21:43,2018-04-10 02:23:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
30,辽BK4058,2,210000,30,210211,2159337,210000,1523298403,2018-04-10 02:26:43,2018-04-10 02:28:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
31,辽BK4058,2,210000,30,210211,2159337,210000,1523298703,2018-04-10 02:31:43,2018-04-10 02:33:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
32,辽BK4058,2,210000,30,210211,2159337,210000,1523299003,2018-04-10 02:36:43,2018-04-10 02:38:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
33,辽BK4058,2,210000,30,210211,2159337,210000,1523299303,2018-04-10 02:41:43,2018-04-10 02:43:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
34,辽BK4058,2,210000,30,210211,2159337,210000,1523299603,2018-04-10 02:46:43,2018-04-10 02:48:09,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
35,辽BK4058,2,210000,30,210211,2159337,210000,1523299903,2018-04-10 02:51:43,2018-04-10 02:53:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
36,辽BK4058,2,210000,30,210211,2159337,210000,1523300203,2018-04-10 02:56:43,2018-04-10 02:58:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
37,辽BK4058,2,210000,30,210211,2159337,210000,1523300503,2018-04-10 03:01:43,2018-04-10 03:03:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
38,辽BK4058,2,210000,30,210211,2159337,210000,1523300803,2018-04-10 03:06:43,2018-04-10 03:08:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
39,辽BK4058,2,210000,30,210211,2159337,210000,1523301103,2018-04-10 03:11:43,2018-04-10 03:13:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
40,辽BK4058,2,210000,30,210211,2159337,210000,1523301403,2018-04-10 03:16:43,2018-04-10 03:18:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
41,辽BK4058,2,210000,30,210211,2159337,210000,1523301703,2018-04-10 03:21:43,2018-04-10 03:23:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
42,辽BK4058,2,210000,30,210211,2159337,210000,1523302003,2018-04-10 03:26:43,2018-04-10 03:28:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
43,辽BK4058,2,210000,30,210211,2159337,210000,1523302303,2018-04-10 03:31:43,2018-04-10 03:33:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
44,辽BK4058,2,210000,30,210211,2159337,210000,1523302603,2018-04-10 03:36:43,2018-04-10 03:38:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,600.0,0.0
45,辽BK4058,2,210000,30,210211,2159337,210000,1523303203,2018-04-10 03:46:43,2018-04-10 03:48:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
46,辽BK4058,2,210000,30,210211,2159337,210000,1523303503,2018-04-10 03:51:43,2018-04-10 03:53:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
47,辽BK4058,2,210000,30,210211,2159337,210000,1523303803,2018-04-10 03:56:43,2018-04-10 03:58:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
48,辽BK4058,2,210000,30,210211,2159337,210000,1523304103,2018-04-10 04:01:43,2018-04-10 04:03:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
49,辽BK4058,2,210000,30,210211,2159337,210000,1523304403,2018-04-10 04:06:43,2018-04-10 04:08:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
50,辽BK4058,2,210000,30,210211,2159337,210000,1523304703,2018-04-10 04:11:43,2018-04-10 04:13:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
51,辽BK4058,2,210000,30,210211,2159337,210000,1523305003,2018-04-10 04:16:43,2018-04-10 04:18:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
52,辽BK4058,2,210000,30,210211,2159337,210000,1523305303,2018-04-10 04:21:43,2018-04-10 04:23:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
53,辽BK4058,2,210000,30,210211,2159337,210000,1523305603,2018-04-10 04:26:43,2018-04-10 04:28:11,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
54,辽BK4058,2,210000,30,210211,2159337,210000,1523305903,2018-04-10 04:31:43,2018-04-10 04:33:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
55,辽BK4058,2,210000,30,210211,2159337,210000,1523306203,2018-04-10 04:36:43,2018-04-10 04:38:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
56,辽BK4058,2,210000,30,210211,2159337,210000,1523306503,2018-04-10 04:41:43,2018-04-10 04:43:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
57,辽BK4058,2,210000,30,210211,2159337,210000,1523306803,2018-04-10 04:46:43,2018-04-10 04:48:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
58,辽BK4058,2,210000,30,210211,2159337,210000,1523307103,2018-04-10 04:51:43,2018-04-10 04:53:10,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
59,辽BK4058,2,210000,30,210211,2159337,210000,1523307403,2018-04-10 04:56:43,2018-04-10 04:58:07,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
60,辽BK4058,2,210000,30,210211,2159337,210000,1523307703,2018-04-10 05:01:43,2018-04-10 05:03:07,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,300.0,0.0
61,辽BK4058,2,210000,30,210211,2159337,210000,1523308003,2018-04-10 05:06:43,2018-04-10 05:08:07,122.262901,40.909231,0,0,310480,0,4,786434,0,0,0.0,98.0,0.0
62,辽BK4058,2,210000,30,210211,2159337,210000,1523308101,2018-04-10 05:08:21,2018-04-10 05:09:46,122.262901,40.909231,0,0,310480,0,4,786435,0,0,0.0,25.0,0.0
63,辽BK4058,2,210000,30,210211,2159337,210000,1523308126,2018-04-10 05:08:46,2018-04-10 05:10:10,122.262901,40.909231,0,0,310480,0,4,786435,0,0,0.0,25.0,0.0
64,辽BK4058,2,210000,30,210211,2159337,210000,1523308151,2018-04-10 05:09:11,2018-04-10 05:10:37,122.262901,40.909231,0,0,310480,0,4,786435,0,0,8.32,25.0,1.2
65,辽BK4058,2,210000,30,210211,2159337,210000,1523308176,2018-04-10 05:09:36,2018-04-10 05:11:01,122.26298,40.909276,0,0,310480,41,30,786435,0,0,0.17,25.0,0.02
66,辽BK4058,2,210000,30,210211,2159337,210000,1523308201,2018-04-10 05:10:01,2018-04-10 05:11:25,122.262978,40.909276,0,0,310480,41,30,786435,0,0,0.17,25.0,0.02
67,辽BK4058,2,210000,30,210211,2159337,210000,1523308226,2018-04-10 05:10:26,2018-04-10 05:11:52,122.26298,40.909276,0,0,310480,41,30,786435,0,0,0.17,25.0,0.02
68,辽BK4058,2,210000,30,210211,2159337,210000,1523308251,2018-04-10 05:10:51,2018-04-10 05:12:16,122.262978,40.909276,0,0,310480,41,30,786435,0,0,0.17,25.0,0.02
69,辽BK4058,2,210000,30,210211,2159337,210000,1523308276,2018-04-10 05:11:16,2018-04-10 05:12:40,122.26298,40.909276,0,0,310480,41,30,786435,0,0,0.22,25.0,0.03
70,辽BK4058,2,210000,30,210211,2159337,210000,1523308301,2018-04-10 05:11:41,2018-04-10 05:13:07,122.26298,40.909278,0,0,310480,0,31,786434,0,0,0.0,25.0,0.0
71,辽BK4058,2,210000,30,210211,2159337,210000,1523308326,2018-04-10 05:12:06,2018-04-10 05:13:31,122.26298,40.909278,0,0,310480,0,31,786434,0,0,0.0,300.0,0.0
72,辽BK4058,2,210000,30,210211,2159337,210000,1523308626,2018-04-10 05:17:06,2018-04-10 05:18:31,122.26298,40.909278,0,0,310480,0,31,786434,0,0,0.0,189.0,0.0
73,辽BK4058,2,210000,30,210211,2159337,210000,1523308815,2018-04-10 05:20:15,2018-04-10 05:21:40,122.26298,40.909278,0,0,310480,0,31,786435,0,0,0.0,25.0,0.0
74,辽BK4058,2,210000,30,210211,2159337,210000,1523308840,2018-04-10 05:20:40,2018-04-10 05:22:04,122.26298,40.909278,0,0,310480,0,31,786435,0,0,0.0,25.0,0.0
75,辽BK4058,2,210000,30,210211,2159337,210000,1523308865,2018-04-10 05:21:05,2018-04-10 05:22:31,122.26298,40.909278,0,0,310480,0,31,786435,0,0,176.46,25.0,25.41
76,辽BK4058,2,210000,30,210211,2159337,210000,1523308890,2018-04-10 05:21:30,2018-04-10 05:22:55,122.261748,40.910563,25,25,310480,330,22,786435,0,0,170.77,25.0,24.59
77,辽BK4058,2,210000,30,210211,2159337,210000,1523308915,2018-04-10 05:21:55,2018-04-10 05:23:19,122.26068,40.91187,29,29,310480,327,15,786435,0,0,273.56,25.0,39.39
78,辽BK4058,2,210000,30,210211,2159337,210000,1523308940,2018-04-10 05:22:20,2018-04-10 05:23:46,122.259095,40.91402,47,47,310480,332,9,786435,0,0,358.82,25.0,51.67
79,辽BK4058,2,210000,30,210211,2159337,210000,1523308965,2018-04-10 05:22:45,2018-04-10 05:24:10,122.257141,40.916891,55,55,310481,332,7,786435,0,0,406.23,25.0,58.5
80,辽BK4058,2,210000,30,210211,2159337,210000,1523308990,2018-04-10 05:23:10,2018-04-10 05:24:34,122.25488,40.920122,60,60,310481,330,7,786435,0,0,438.45,25.0,63.14
81,辽BK4058,2,210000,30,210211,2159337,210000,1523309015,2018-04-10 05:23:35,2018-04-10 05:25:01,122.252136,40.923477,63,63,310482,325,6,786435,0,0,411.35,25.0,59.23
82,辽BK4058,2,210000,30,210211,2159337,210000,1523309040,2018-04-10 05:24:00,2018-04-10 05:25:25,122.249266,40.926474,57,57,310482,321,8,786435,0,0,414.5,25.0,59.69
83,辽BK4058,2,210000,30,210211,2159337,210000,1523309065,2018-04-10 05:24:25,2018-04-10 05:25:49,122.246068,40.929311,63,63,310482,317,11,786435,0,0,443.79,25.0,63.91
84,辽BK4058,2,210000,30,210211,2159337,210000,1523309090,2018-04-10 05:24:50,2018-04-10 05:26:16,122.242349,40.932142,65,65,310483,313,13,786435,0,0,463.25,25.0,66.71
85,辽BK4058,2,210000,30,210211,2159337,210000,1523309115,2018-04-10 05:25:15,2018-04-10 05:26:40,122.238346,40.935003,70,70,310483,313,13,786435,0,0,4004.13,200.0,72.07
86,辽BK4058,2,210000,30,210211,2159337,210000,1523309315,2018-04-10 05:28:35,2018-04-10 05:30:01,122.20826,40.962926,70,70,310487,314,13,786435,0,0,507.47,25.0,73.08
87,辽BK4058,2,210000,30,210211,2159337,210000,1523309340,2018-04-10 05:29:00,2018-04-10 05:30:25,122.203765,40.965971,74,74,310488,308,15,786435,0,0,529.23,25.0,76.21
88,辽BK4058,2,210000,30,210211,2159337,210000,1523309365,2018-04-10 05:29:25,2018-04-10 05:30:49,122.198731,40.968826,75,75,310488,304,15,786435,0,0,500.37,25.0,72.05
89,辽BK4058,2,210000,30,210211,2159337,210000,1523309390,2018-04-10 05:29:50,2018-04-10 05:31:16,122.193639,40.971151,69,69,310489,298,13,786435,0,0,478.03,25.0,68.84
90,辽BK4058,2,210000,30,210211,2159337,210000,1523309415,2018-04-10 05:30:15,2018-04-10 05:31:40,122.188626,40.973174,68,68,310489,298,11,786435,0,0,461.46,25.0,66.45
91,辽BK4058,2,210000,30,210211,2159337,210000,1523309440,2018-04-10 05:30:40,2018-04-10 05:32:04,122.183818,40.975171,63,63,310490,300,10,786435,0,0,456.46,25.0,65.73
92,辽BK4058,2,210000,30,210211,2159337,210000,1523309465,2018-04-10 05:31:05,2018-04-10 05:32:31,122.179217,40.977347,69,69,310490,304,6,786435,0,0,482.37,25.0,69.46
93,辽BK4058,2,210000,30,210211,2159337,210000,1523309490,2018-04-10 05:31:30,2018-04-10 05:32:55,122.174616,40.979937,68,68,310491,308,8,786435,0,0,468.22,25.0,67.42
94,辽BK4058,2,210000,30,210211,2159337,210000,1523309515,2018-04-10 05:31:55,2018-04-10 05:33:19,122.170416,40.982702,67,67,310491,313,7,786435,0,0,488.47,25.0,70.34
95,辽BK4058,2,210000,30,210211,2159337,210000,1523309540,2018-04-10 05:32:20,2018-04-10 05:33:46,122.16635,40.985841,70,70,310492,316,9,786435,0,0,490.69,25.0,70.66
96,辽BK4058,2,210000,30,210211,2159337,210000,1523309565,2018-04-10 05:32:45,2018-04-10 05:34:10,122.16235,40.989056,69,69,310492,316,11,786435,0,0,469.45,25.0,67.6
97,辽BK4058,2,210000,30,210211,2159337,210000,1523309590,2018-04-10 05:33:10,2018-04-10 05:34:34,122.158543,40.992146,65,65,310493,317,12,786435,0,0,459.16,25.0,66.12
98,辽BK4058,2,210000,30,210211,2159337,210000,1523309615,2018-04-10 05:33:35,2018-04-10 05:35:01,122.154816,40.995166,68,68,310493,317,11,786435,0,0,488.82,25.0,70.39
99,辽BK4058,2,210000,30,210211,2159337,210000,1523309640,2018-04-10 05:34:00,2018-04-10 05:35:25,122.150831,40.998369,72,72,310494,317,10,786435,0,0,485.04,25.0,69.85
100,辽BK4058,2,210000,30,210211,2159337,210000,1523309665,2018-04-10 05:34:25,2018-04-10 05:35:51,122.146843,41.001523,68,68,310494,313,11,786435,0,0,498.47,25.0,71.78
101,辽BK4058,2,210000,30,210211,2159337,210000,1523309690,2018-04-10 05:34:50,2018-04-10 05:36:16,122.142424,41.004513,74,74,310495,309,11,786435,0,0,526.06,25.0,75.75
102,辽BK4058,2,210000,30,210211,2159337,210000,1523309715,2018-04-10 05:35:15,2018-04-10 05:36:40,122.137388,41.007321,74,74,310495,303,11,786435,0,0,532.8,25.0,76.72
103,辽BK4058,2,210000,30,210211,2159337,210000,1523309740,2018-04-10 05:35:40,2018-04-10 05:37:04,122.131952,41.009783,78,78,310496,297,11,786435,0,0,539.34,25.0,77.66
104,辽BK4058,2,210000,30,210211,2159337,210000,1523309765,2018-04-10 05:36:05,2018-04-10 05:37:31,122.126154,41.011856,75,75,310496,292,9,786435,0,0,519.66,25.0,74.83
105,辽BK4058,2,210000,30,210211,2159337,210000,1523309790,2018-04-10 05:36:30,2018-04-10 05:37:55,122.120352,41.013463,75,75,310497,287,7,786435,0,0,528.6,25.0,76.12
106,辽BK4058,2,210000,30,210211,2159337,210000,1523309815,2018-04-10 05:36:55,2018-04-10 05:38:19,122.11437,41.014921,74,74,310497,287,7,786435,0,0,518.57,25.0,74.67
107,辽BK4058,2,210000,30,210211,2159337,210000,1523309840,2018-04-10 05:37:20,2018-04-10 05:38:46,122.1085,41.016348,75,75,310498,287,8,786435,0,0,519.49,25.0,74.81
108,辽BK4058,2,210000,30,210211,2159337,210000,1523309865,2018-04-10 05:37:45,2018-04-10 05:39:10,122.102623,41.017786,74,74,310498,288,10,786435,0,0,533.28,25.0,76.79
109,辽BK4058,2,210000,30,210211,2159337,210000,1523309890,2018-04-10 05:38:10,2018-04-10 05:39:34,122.096598,41.019281,77,77,310499,290,11,786435,0,0,535.22,25.0,77.07
110,辽BK4058,2,210000,30,210211,2159337,210000,1523309915,2018-04-10 05:38:35,2018-04-10 05:40:01,122.090709,41.021107,76,76,310499,295,10,786435,0,0,530.67,25.0,76.42
111,辽BK4058,2,210000,30,210211,2159337,210000,1523309940,2018-04-10 05:39:00,2018-04-10 05:40:25,122.085128,41.023336,76,76,310500,301,9,786435,0,0,519.57,25.0,74.82
112,辽BK4058,2,210000,30,210211,2159337,210000,1523309965,2018-04-10 05:39:25,2018-04-10 05:40:49,122.079971,41.025912,77,77,310500,305,9,786435,0,0,521.83,25.0,75.14
113,辽BK4058,2,210000,30,210211,2159337,210000,1523309990,2018-04-10 05:39:50,2018-04-10 05:41:16,122.075117,41.028839,72,72,310501,311,10,786435,0,0,516.55,25.0,74.38
114,辽BK4058,2,210000,30,210211,2159337,210000,1523310015,2018-04-10 05:40:15,2018-04-10 05:41:40,122.070577,41.031972,75,75,310501,311,14,786435,0,0,535.64,25.0,77.13
115,辽BK4058,2,210000,30,210211,2159337,210000,1523310040,2018-04-10 05:40:40,2018-04-10 05:42:04,122.065601,41.034983,78,78,310502,305,13,786435,0,0,534.54,25.0,76.97
116,辽BK4058,2,210000,30,210211,2159337,210000,1523310065,2018-04-10 05:41:05,2018-04-10 05:42:31,122.06029,41.037628,77,77,310502,300,13,786435,0,0,522.05,25.0,75.18
117,辽BK4058,2,210000,30,210211,2159337,210000,1523310090,2018-04-10 05:41:30,2018-04-10 05:42:55,122.0549,41.039961,74,74,310503,299,11,786435,0,0,515.47,25.0,74.23
118,辽BK4058,2,210000,30,210211,2159337,210000,1523310115,2018-04-10 05:41:55,2018-04-10 05:43:19,122.049621,41.042321,76,76,310503,302,10,786435,0,0,539.55,25.0,77.7
119,辽BK4058,2,210000,30,210211,2159337,210000,1523310140,2018-04-10 05:42:20,2018-04-10 05:43:46,122.044388,41.045133,77,77,310504,307,10,786435,0,0,540.24,25.0,77.79
120,辽BK4058,2,210000,30,210211,2159337,210000,1523310165,2018-04-10 05:42:45,2018-04-10 05:44:10,122.039514,41.048303,78,78,310505,313,7,786435,0,0,551.93,25.0,79.48
121,辽BK4058,2,210000,30,210211,2159337,210000,1523310190,2018-04-10 05:43:10,2018-04-10 05:44:34,122.034988,41.051903,76,76,310505,319,8,786435,0,0,497.06,25.0,71.58
122,辽BK4058,2,210000,30,210211,2159337,210000,1523310215,2018-04-10 05:43:35,2018-04-10 05:45:01,122.031311,41.055408,69,69,310506,323,8,786435,0,0,507.06,25.0,73.02
123,辽BK4058,2,210000,30,210211,2159337,210000,1523310240,2018-04-10 05:44:00,2018-04-10 05:45:25,122.027647,41.059035,76,76,310506,322,9,786435,0,0,533.44,25.0,76.82
124,辽BK4058,2,210000,30,210211,2159337,210000,1523310265,2018-04-10 05:44:25,2018-04-10 05:45:49,122.023831,41.062873,77,77,310507,323,11,786435,0,0,511.68,25.0,73.68
125,辽BK4058,2,210000,30,210211,2159337,210000,1523310290,2018-04-10 05:44:50,2018-04-10 05:46:16,122.020354,41.066655,70,70,310507,327,16,786435,0,0,479.76,25.0,69.09
126,辽BK4058,2,210000,30,210211,2159337,210000,1523310315,2018-04-10 05:45:15,2018-04-10 05:46:40,122.017581,41.070431,70,70,310508,332,7,786435,0,0,492.24,25.0,70.88
127,辽BK4058,2,210000,30,210211,2159337,210000,1523310340,2018-04-10 05:45:40,2018-04-10 05:47:04,122.01508,41.074439,71,71,310508,333,5,786435,0,0,486.23,25.0,70.02
128,辽BK4058,2,210000,30,210211,2159337,210000,1523310365,2018-04-10 05:46:05,2018-04-10 05:47:31,122.012576,41.078386,69,69,310509,334,2,786435,0,0,489.07,25.0,70.43
129,辽BK4058,2,210000,30,210211,2159337,210000,1523310390,2018-04-10 05:46:30,2018-04-10 05:47:55,122.010071,41.082361,71,71,310509,334,0,786435,0,0,489.26,25.0,70.45
130,辽BK4058,2,210000,30,210211,2159337,210000,1523310415,2018-04-10 05:46:55,2018-04-10 05:48:19,122.007566,41.086338,65,65,310510,333,4,786435,0,0,472.01,25.0,67.97
131,辽BK4058,2,210000,30,210211,2159337,210000,1523310440,2018-04-10 05:47:20,2018-04-10 05:48:46,122.005106,41.090159,69,69,310510,332,2,786435,0,0,478.1,25.0,68.85
132,辽BK4058,2,210000,30,210211,2159337,210000,1523310465,2018-04-10 05:47:45,2018-04-10 05:49:10,122.002368,41.093933,66,66,310511,329,0,786435,0,0,456.98,25.0,65.81
133,辽BK4058,2,210000,30,210211,2159337,210000,1523310490,2018-04-10 05:48:10,2018-04-10 05:49:34,121.999514,41.097436,64,64,310511,326,1,786435,0,0,461.1,25.0,66.4
134,辽BK4058,2,210000,30,210211,2159337,210000,1523310515,2018-04-10 05:48:35,2018-04-10 05:50:01,121.996478,41.100895,68,68,310512,326,1,786435,0,0,491.35,25.0,70.75
135,辽BK4058,2,210000,30,210211,2159337,210000,1523310540,2018-04-10 05:49:00,2018-04-10 05:50:25,121.993223,41.104571,71,71,310512,326,2,786435,0,0,499.13,25.0,71.87
136,辽BK4058,2,210000,30,210211,2159337,210000,1523310565,2018-04-10 05:49:25,2018-04-10 05:50:49,121.989908,41.108301,71,71,310512,326,1,786435,0,0,478.82,25.0,68.95
137,辽BK4058,2,210000,30,210211,2159337,210000,1523310590,2018-04-10 05:49:50,2018-04-10 05:51:16,121.986751,41.111891,67,67,310513,326,2,786435,0,0,484.43,25.0,69.76
138,辽BK4058,2,210000,30,210211,2159337,210000,1523310615,2018-04-10 05:50:15,2018-04-10 05:51:40,121.983533,41.115511,71,71,310513,326,3,786435,0,0,489.4,25.0,70.47
139,辽BK4058,2,210000,30,210211,2159337,210000,1523310640,2018-04-10 05:50:40,2018-04-10 05:52:04,121.980562,41.119302,68,68,310514,331,0,786435,0,0,460.85,25.0,66.36
140,辽BK4058,2,210000,30,210211,2159337,210000,1523310665,2018-04-10 05:51:05,2018-04-10 05:52:31,121.978101,41.123011,65,65,310514,334,3,786435,0,0,470.24,25.0,67.71
141,辽BK4058,2,210000,30,210211,2159337,210000,1523310690,2018-04-10 05:51:30,2018-04-10 05:52:55,121.975952,41.126921,70,70,310515,339,2,786435,0,0,493.42,25.0,71.05
142,辽BK4058,2,210000,30,210211,2159337,210000,1523310715,2018-04-10 05:51:55,2018-04-10 05:53:19,121.974094,41.131136,72,72,310515,344,2,786435,0,0,497.27,25.0,71.61
143,辽BK4058,2,210000,30,210211,2159337,210000,1523310740,2018-04-10 05:52:20,2018-04-10 05:53:46,121.972674,41.135483,70,70,310516,348,3,786435,0,0,469.23,25.0,67.57
