gid,platenum,platecol,ownpro,industry,owncity,comcode,locpro,tms,devtime,rectime,lon,lat,locspd,devspd,tlmile,direct,altitu,situation,alarm,extra,dist_meter,time_diff,calkmh
817,辽BK4058,2,210000,30,210211,2159337,130000,1523332792,2018-04-10 11:59:52,2018-04-10 12:01:18,118.671024,39.329204,71,71,310901,270,0,786435,0,1,505.65,25.0,72.81
818,辽BK4058,2,210000,30,210211,2159337,130000,1523332817,2018-04-10 12:00:17,2018-04-10 12:01:42,118.66516,39.329257,75,75,310902,271,0,786435,0,1,514.68,25.0,74.11
819,辽BK4058,2,210000,30,210211,2159337,130000,1523332842,2018-04-10 12:00:42,2018-04-10 12:02:09,118.659191,39.329294,70,70,310902,270,1,786435,0,1,477.51,25.0,68.76
820,辽BK4058,2,210000,30,210211,2159337,130000,1523332867,2018-04-10 12:01:07,2018-04-10 12:02:33,118.653653,39.329316,71,71,310903,270,4,786435,0,1,517.77,25.0,74.56
821,辽BK4058,2,210000,30,210211,2159337,130000,1523332892,2018-04-10 12:01:32,2018-04-10 12:02:57,118.647648,39.329331,76,76,310903,268,4,786435,0,1,534.17,25.0,76.92
822,辽BK4058,2,210000,30,210211,2159337,130000,1523332917,2018-04-10 12:01:57,2018-04-10 12:03:24,118.641453,39.329296,79,79,310904,268,3,786435,0,1,565.97,25.0,81.5
823,辽BK4058,2,210000,30,210211,2159337,130000,1523332942,2018-04-10 12:02:22,2018-04-10 12:03:48,118.634904,39.328952,81,81,310905,264,2,786435,0,1,575.99,25.0,82.94
824,辽BK4058,2,210000,30,210211,2159337,130000,1523332967,2018-04-10 12:02:47,2018-04-10 12:04:12,118.628286,39.328246,80,80,310905,259,1,786435,0,1,543.87,25.0,78.32
825,辽BK4058,2,210000,30,210211,2159337,130000,1523332992,2018-04-10 12:03:12,2018-04-10 12:04:39,118.622082,39.327362,77,77,310906,260,1,786435,0,1,530.25,25.0,76.36
826,辽BK4058,2,210000,30,210211,2159337,130000,1523333017,2018-04-10 12:03:37,2018-04-10 12:05:03,118.616033,39.326502,73,73,310906,259,1,786435,0,1,474.67,25.0,68.35
827,辽BK4058,2,210000,30,210211,2159337,130000,1523333042,2018-04-10 12:04:02,2018-04-10 12:05:27,118.61062,39.325724,68,68,310907,259,0,786435,0,1,480.43,25.0,69.18
828,辽BK4058,2,210000,30,210211,2159337,130000,1523333067,2018-04-10 12:04:27,2018-04-10 12:05:54,118.605138,39.324951,69,69,310907,259,0,786435,0,1,3927.5,200.0,70.7
829,辽BK4058,2,210000,30,210211,2159337,130000,1523333267,2018-04-10 12:07:47,2018-04-10 12:09:12,118.559828,39.328567,73,73,310911,286,6,786435,0,1,502.83,25.0,72.41
830,辽BK4058,2,210000,30,210211,2159337,130000,1523333292,2018-04-10 12:08:12,2018-04-10 12:09:39,118.554251,39.329891,74,74,310912,286,5,786435,0,1,537.06,25.0,77.34
831,辽BK4058,2,210000,30,210211,2159337,130000,1523333317,2018-04-10 12:08:37,2018-04-10 12:10:03,118.548241,39.331162,77,77,310912,283,2,786435,0,1,512.84,25.0,73.85
832,辽BK4058,2,210000,30,210211,2159337,130000,1523333342,2018-04-10 12:09:02,2018-04-10 12:10:27,118.542408,39.332066,72,72,310913,278,2,786435,0,1,525.29,25.0,75.64
833,辽BK4058,2,210000,30,210211,2159337,130000,1523333367,2018-04-10 12:09:27,2018-04-10 12:10:54,118.536378,39.332742,72,72,310913,278,4,786435,0,1,499.22,25.0,71.89
834,辽BK4058,2,210000,30,210211,2159337,130000,1523333392,2018-04-10 12:09:52,2018-04-10 12:11:18,118.530649,39.333394,73,73,310914,277,4,786435,0,1,1022.1,50.0,73.59
835,辽BK4058,2,210000,30,210211,2159337,130000,1523333442,2018-04-10 12:10:42,2018-04-10 12:12:09,118.518916,39.334711,75,75,310915,277,6,786435,0,1,537.99,25.0,77.47
836,辽BK4058,2,210000,30,210211,2159337,130000,1523333467,2018-04-10 12:11:07,2018-04-10 12:12:33,118.51274,39.335403,76,76,310915,278,3,786435,0,1,516.38,25.0,74.36
837,辽BK4058,2,210000,30,210211,2159337,130000,1523333492,2018-04-10 12:11:32,2018-04-10 12:12:57,118.5068,39.335999,72,72,310916,275,2,786435,0,1,502.81,25.0,72.4
838,辽BK4058,2,210000,30,210211,2159337,130000,1523333517,2018-04-10 12:11:57,2018-04-10 12:13:24,118.500973,39.336188,72,72,310916,269,3,786435,0,1,474.41,25.0,68.32
839,辽BK4058,2,210000,30,210211,2159337,130000,1523333542,2018-04-10 12:12:22,2018-04-10 12:13:48,118.495476,39.335994,67,67,310917,264,4,786435,0,1,501.85,25.0,72.27
840,辽BK4058,2,210000,30,210211,2159337,130000,1523333567,2018-04-10 12:12:47,2018-04-10 12:14:12,118.489711,39.335369,75,75,310917,259,2,786435,0,1,517.15,25.0,74.47
841,辽BK4058,2,210000,30,210211,2159337,130000,1523333592,2018-04-10 12:13:12,2018-04-10 12:14:39,118.483874,39.334296,73,73,310918,253,3,786435,0,1,507.76,25.0,73.12
842,辽BK4058,2,210000,30,210211,2159337,130000,1523333617,2018-04-10 12:13:37,2018-04-10 12:15:03,118.478219,39.333019,70,70,310918,253,3,786435,0,1,501.27,25.0,72.18
843,辽BK4058,2,210000,30,210211,2159337,130000,1523333642,2018-04-10 12:14:02,2018-04-10 12:15:27,118.472641,39.331746,76,76,310919,253,4,786435,0,1,490.9,25.0,70.69
844,辽BK4058,2,210000,30,210211,2159337,130000,1523333667,2018-04-10 12:14:27,2018-04-10 12:15:54,118.467176,39.330506,68,68,310919,253,2,786435,0,1,479.84,25.0,69.1
845,辽BK4058,2,210000,30,210211,2159337,130000,1523333692,2018-04-10 12:14:52,2018-04-10 12:16:18,118.461833,39.329297,69,69,310920,253,5,786435,0,1,505.08,25.0,72.73
846,辽BK4058,2,210000,30,210211,2159337,130000,1523333717,2018-04-10 12:15:17,2018-04-10 12:16:42,118.456213,39.328014,74,74,310920,253,6,786435,0,1,538.16,25.0,77.5
847,辽BK4058,2,210000,30,210211,2159337,130000,1523333742,2018-04-10 12:15:42,2018-04-10 12:17:09,118.450235,39.326621,80,80,310921,253,5,786435,0,1,561.86,25.0,80.91
848,辽BK4058,2,210000,30,210211,2159337,130000,1523333767,2018-04-10 12:16:07,2018-04-10 12:17:33,118.443914,39.325392,79,79,310921,260,2,786435,0,1,520.06,25.0,74.89
849,辽BK4058,2,210000,30,210211,2159337,130000,1523333792,2018-04-10 12:16:32,2018-04-10 12:17:57,118.437963,39.324631,73,73,310922,262,3,786435,0,1,506.82,25.0,72.98
850,辽BK4058,2,210000,30,210211,2159337,130000,1523333817,2018-04-10 12:16:57,2018-04-10 12:18:24,118.432112,39.324197,74,74,310922,266,4,786435,0,1,511.03,25.0,73.59
851,辽BK4058,2,210000,30,210211,2159337,130000,1523333842,2018-04-10 12:17:22,2018-04-10 12:18:48,118.426187,39.324099,74,74,310923,271,5,786435,0,1,510.21,25.0,73.47
852,辽BK4058,2,210000,30,210211,2159337,130000,1523333867,2018-04-10 12:17:47,2018-04-10 12:19:12,118.420279,39.324351,73,73,310923,274,4,786435,0,1,501.05,25.0,72.15
853,辽BK4058,2,210000,30,210211,2159337,130000,1523333892,2018-04-10 12:18:12,2018-04-10 12:19:39,118.414515,39.324922,69,69,310924,278,6,786435,0,1,500.25,25.0,72.04
854,辽BK4058,2,210000,30,210211,2159337,130000,1523333917,2018-04-10 12:18:37,2018-04-10 12:20:03,118.408781,39.325607,74,74,310924,278,3,786435,0,1,497.84,25.0,71.69
855,辽BK4058,2,210000,30,210211,2159337,130000,1523333942,2018-04-10 12:19:02,2018-04-10 12:20:27,118.403075,39.326291,71,71,310925,279,0,786435,0,1,514.46,25.0,74.08
856,辽BK4058,2,210000,30,210211,2159337,130000,1523333967,2018-04-10 12:19:27,2018-04-10 12:20:54,118.397151,39.326842,72,72,310925,274,0,786435,0,1,503.54,25.0,72.51
857,辽BK4058,2,210000,30,210211,2159337,130000,1523333992,2018-04-10 12:19:52,2018-04-10 12:21:18,118.391313,39.326952,72,72,310926,268,0,786435,0,1,501.87,25.0,72.27
858,辽BK4058,2,210000,30,210211,2159337,130000,1523334017,2018-04-10 12:20:17,2018-04-10 12:21:42,118.385504,39.326669,72,72,310926,265,2,786435,0,1,519.55,25.0,74.82
859,辽BK4058,2,210000,30,210211,2159337,130000,1523334042,2018-04-10 12:20:42,2018-04-10 12:22:09,118.379501,39.326266,72,72,310927,264,2,786435,0,1,502.23,25.0,72.32
860,辽BK4058,2,210000,30,210211,2159337,130000,1523334067,2018-04-10 12:21:07,2018-04-10 12:22:33,118.373699,39.325869,72,72,310927,265,0,786435,0,1,500.92,25.0,72.13
861,辽BK4058,2,210000,30,210211,2159337,130000,1523334092,2018-04-10 12:21:32,2018-04-10 12:22:57,118.367912,39.325474,72,72,310928,264,0,786435,0,1,511.84,25.0,73.7
862,辽BK4058,2,210000,30,210211,2159337,130000,1523334117,2018-04-10 12:21:57,2018-04-10 12:23:24,118.362,39.325061,75,75,310928,265,0,786435,0,1,536.57,25.0,77.27
863,辽BK4058,2,210000,30,210211,2159337,130000,1523334142,2018-04-10 12:22:22,2018-04-10 12:23:48,118.355791,39.324741,76,76,310929,268,2,786435,0,1,525.23,25.0,75.63
864,辽BK4058,2,210000,30,210211,2159337,130000,1523334167,2018-04-10 12:22:47,2018-04-10 12:24:12,118.349701,39.324831,77,77,310930,273,4,786435,0,1,504.7,25.0,72.68
865,辽BK4058,2,210000,30,210211,2159337,130000,1523334192,2018-04-10 12:23:12,2018-04-10 12:24:39,118.343856,39.325069,69,69,310930,271,3,786435,0,1,461.4,25.0,66.44
866,辽BK4058,2,210000,30,210211,2159337,130000,1523334217,2018-04-10 12:23:37,2018-04-10 12:25:03,118.338506,39.324991,65,65,310930,266,3,786435,0,1,463.77,25.0,66.78
867,辽BK4058,2,210000,30,210211,2159337,130000,1523334242,2018-04-10 12:24:02,2018-04-10 12:25:27,118.333152,39.324594,68,68,310931,261,6,786435,0,1,500.22,25.0,72.03
868,辽BK4058,2,210000,30,210211,2159337,130000,1523334267,2018-04-10 12:24:27,2018-04-10 12:25:54,118.327442,39.323799,75,75,310931,257,2,786435,0,1,523.27,25.0,75.35
869,辽BK4058,2,210000,30,210211,2159337,130000,1523334292,2018-04-10 12:24:52,2018-04-10 12:26:18,118.321584,39.322569,71,71,310932,252,0,786435,0,1,3388.8,175.0,69.71
870,辽BK4058,2,210000,30,210211,2159337,130000,1523334467,2018-04-10 12:27:47,2018-04-10 12:29:12,118.282969,39.316906,74,74,310935,263,2,786435,0,1,520.34,25.0,74.93
871,辽BK4058,2,210000,30,210211,2159337,130000,1523334492,2018-04-10 12:28:12,2018-04-10 12:29:39,118.277009,39.316176,74,74,310936,258,1,786435,0,1,544.11,25.0,78.35
872,辽BK4058,2,210000,30,210211,2159337,130000,1523334517,2018-04-10 12:28:37,2018-04-10 12:30:03,118.270852,39.315106,77,77,310936,256,1,786435,0,1,502.21,25.0,72.32
873,辽BK4058,2,210000,30,210211,2159337,130000,1523334542,2018-04-10 12:29:02,2018-04-10 12:30:27,118.265176,39.314095,70,70,310937,257,1,786435,0,1,463.02,25.0,66.67
874,辽BK4058,2,210000,30,210211,2159337,130000,1523334567,2018-04-10 12:29:27,2018-04-10 12:30:54,118.259955,39.313123,65,65,310937,256,0,786435,0,1,465.54,25.0,67.04
875,辽BK4058,2,210000,30,210211,2159337,130000,1523334592,2018-04-10 12:29:52,2018-04-10 12:31:18,118.254701,39.312161,67,67,310938,256,0,786435,0,1,440.25,25.0,63.4
876,辽BK4058,2,210000,30,210211,2159337,130000,1523334617,2018-04-10 12:30:17,2018-04-10 12:31:42,118.249713,39.311318,66,66,310938,259,1,786435,0,1,496.12,25.0,71.44
877,辽BK4058,2,210000,30,210211,2159337,130000,1523334642,2018-04-10 12:30:42,2018-04-10 12:32:09,118.244019,39.310683,72,72,310939,264,0,786435,0,1,494.61,25.0,71.22
878,辽BK4058,2,210000,30,210211,2159337,130000,1523334667,2018-04-10 12:31:07,2018-04-10 12:32:33,118.238293,39.310436,68,68,310939,269,0,786435,0,1,471.92,25.0,67.96
879,辽BK4058,2,210000,30,210211,2159337,130000,1523334692,2018-04-10 12:31:32,2018-04-10 12:32:57,118.232822,39.310508,67,67,310940,271,2,786435,0,1,480.61,25.0,69.21
880,辽BK4058,2,210000,30,210211,2159337,130000,1523334717,2018-04-10 12:31:57,2018-04-10 12:33:24,118.227251,39.31061,71,71,310940,270,0,786435,0,1,497.49,25.0,71.64
881,辽BK4058,2,210000,30,210211,2159337,130000,1523334742,2018-04-10 12:32:22,2018-04-10 12:33:48,118.221484,39.310701,71,71,310941,271,0,786435,0,1,493.24,25.0,71.03
882,辽BK4058,2,210000,30,210211,2159337,130000,1523334767,2018-04-10 12:32:47,2018-04-10 12:34:12,118.215766,39.310781,71,71,310941,269,0,786435,0,1,507.09,25.0,73.02
883,辽BK4058,2,210000,30,210211,2159337,130000,1523334792,2018-04-10 12:33:12,2018-04-10 12:34:39,118.209895,39.310535,75,75,310942,264,0,786435,0,1,525.92,25.0,75.73
884,辽BK4058,2,210000,30,210211,2159337,130000,1523334817,2018-04-10 12:33:37,2018-04-10 12:35:03,118.20387,39.309805,75,75,310942,258,0,786435,0,1,514.52,25.0,74.09
885,辽BK4058,2,210000,30,210211,2159337,130000,1523334842,2018-04-10 12:34:02,2018-04-10 12:35:27,118.198089,39.308661,71,71,310943,253,0,786435,0,1,459.86,25.0,66.22
886,辽BK4058,2,210000,30,210211,2159337,130000,1523334867,2018-04-10 12:34:27,2018-04-10 12:35:54,118.193061,39.307283,66,66,310943,248,2,786435,0,1,3953.14,200.0,71.16
887,辽BK4058,2,210000,30,210211,2159337,130000,1523335067,2018-04-10 12:37:47,2018-04-10 12:39:12,118.157835,39.284508,70,70,310947,222,4,786435,0,1,512.26,25.0,73.77
888,辽BK4058,2,210000,30,210211,2159337,130000,1523335092,2018-04-10 12:38:12,2018-04-10 12:39:39,118.153851,39.281087,77,77,310948,222,1,786435,0,1,558.25,25.0,80.39
889,辽BK4058,2,210000,30,210211,2159337,130000,1523335117,2018-04-10 12:38:37,2018-04-10 12:40:03,118.149449,39.277402,80,80,310948,224,1,786435,0,1,561.44,25.0,80.85
890,辽BK4058,2,210000,30,210211,2159337,130000,1523335142,2018-04-10 12:39:02,2018-04-10 12:40:27,118.144711,39.273936,82,82,310949,228,1,786435,0,1,556.83,25.0,80.18
891,辽BK4058,2,210000,30,210211,2159337,130000,1523335167,2018-04-10 12:39:27,2018-04-10 12:40:54,118.139699,39.270777,72,72,310949,231,0,786435,0,1,473.08,25.0,68.12
892,辽BK4058,2,210000,30,210211,2159337,130000,1523335192,2018-04-10 12:39:52,2018-04-10 12:41:18,118.135404,39.268129,68,68,310950,231,1,786435,0,1,494.21,25.0,71.17
893,辽BK4058,2,210000,30,210211,2159337,130000,1523335217,2018-04-10 12:40:17,2018-04-10 12:41:42,118.130914,39.265366,74,74,310950,231,3,786435,0,1,526.11,25.0,75.76
894,辽BK4058,2,210000,30,210211,2159337,130000,1523335242,2018-04-10 12:40:42,2018-04-10 12:42:09,118.126134,39.262425,75,75,310951,231,3,786435,0,1,494.44,25.0,71.2
895,辽BK4058,2,210000,30,210211,2159337,130000,1523335267,2018-04-10 12:41:07,2018-04-10 12:42:33,118.121642,39.259661,66,66,310951,230,0,786435,0,1,456.07,25.0,65.67
896,辽BK4058,2,210000,30,210211,2159337,130000,1523335292,2018-04-10 12:41:32,2018-04-10 12:42:57,118.117654,39.256966,65,65,310952,227,1,786435,0,1,458.74,25.0,66.06
897,辽BK4058,2,210000,30,210211,2159337,130000,1523335317,2018-04-10 12:41:57,2018-04-10 12:43:24,118.113891,39.254048,59,59,310952,219,1,786435,0,1,492.06,25.0,70.86
898,辽BK4058,2,210000,30,210211,2159337,130000,1523335342,2018-04-10 12:42:22,2018-04-10 12:43:48,118.1101,39.250738,76,76,310953,220,0,786435,0,1,523.43,25.0,75.37
899,辽BK4058,2,210000,30,210211,2159337,130000,1523335367,2018-04-10 12:42:47,2018-04-10 12:44:12,118.10635,39.247033,72,72,310953,217,0,786435,0,1,518.77,25.0,74.7
900,辽BK4058,2,210000,30,210211,2159337,130000,1523335392,2018-04-10 12:43:12,2018-04-10 12:44:39,118.102645,39.243354,75,75,310954,218,0,786435,0,1,470.53,25.0,67.76
901,辽BK4058,2,210000,30,210211,2159337,130000,1523335417,2018-04-10 12:43:37,2018-04-10 12:45:03,118.099249,39.240039,61,61,310954,218,1,786435,0,1,454.08,25.0,65.39
902,辽BK4058,2,210000,30,210211,2159337,130000,1523335442,2018-04-10 12:44:02,2018-04-10 12:45:27,118.095781,39.236964,67,67,310955,223,2,786435,0,1,432.4,25.0,62.27
903,辽BK4058,2,210000,30,210211,2159337,130000,1523335467,2018-04-10 12:44:27,2018-04-10 12:45:54,118.092093,39.234329,55,55,310955,227,2,786435,0,1,421.11,25.0,60.64
904,辽BK4058,2,210000,30,210211,2159337,130000,1523335492,2018-04-10 12:44:52,2018-04-10 12:46:18,118.088118,39.232131,64,64,310956,237,2,786435,0,1,469.64,25.0,67.63
905,辽BK4058,2,210000,30,210211,2159337,130000,1523335517,2018-04-10 12:45:17,2018-04-10 12:46:42,118.083351,39.230094,68,68,310956,244,2,786435,0,1,474.26,25.0,68.29
906,辽BK4058,2,210000,30,210211,2159337,130000,1523335542,2018-04-10 12:45:42,2018-04-10 12:47:09,118.078252,39.228506,69,69,310957,251,1,786435,0,1,483.23,25.0,69.59
907,辽BK4058,2,210000,30,210211,2159337,130000,1523335567,2018-04-10 12:46:07,2018-04-10 12:47:33,118.072837,39.227407,70,70,310957,259,0,786435,0,1,483.86,25.0,69.68
908,辽BK4058,2,210000,30,210211,2159337,130000,1523335592,2018-04-10 12:46:32,2018-04-10 12:47:57,118.067276,39.226871,69,69,310958,266,0,786435,0,1,458.36,25.0,66.0
909,辽BK4058,2,210000,30,210211,2159337,130000,1523335617,2018-04-10 12:46:57,2018-04-10 12:48:24,118.06197,39.226751,56,56,310958,269,0,786435,0,1,399.28,25.0,57.5
910,辽BK4058,2,210000,30,210211,2159337,130000,1523335642,2018-04-10 12:47:22,2018-04-10 12:48:48,118.057346,39.226747,51,51,310958,275,1,786435,0,1,213.55,25.0,30.75
911,辽BK4058,2,210000,30,210211,2159337,130000,1523335667,2018-04-10 12:47:47,2018-04-10 12:49:12,118.05491,39.227079,12,12,310959,273,0,786435,0,1,7.38,25.0,1.06
912,辽BK4058,2,210000,30,210211,2159337,130000,1523335692,2018-04-10 12:48:12,2018-04-10 12:49:39,118.054825,39.227086,0,0,310959,266,0,786435,0,1,12.09,25.0,1.74
913,辽BK4058,2,210000,30,210211,2159337,130000,1523335717,2018-04-10 12:48:37,2018-04-10 12:50:03,118.054685,39.227084,0,0,310959,256,1,786435,0,1,11.42,25.0,1.64
914,辽BK4058,2,210000,30,210211,2159337,130000,1523335742,2018-04-10 12:49:02,2018-04-10 12:50:27,118.054553,39.227091,0,0,310959,258,3,786435,0,1,0.26,25.0,0.04
915,辽BK4058,2,210000,30,210211,2159337,130000,1523335767,2018-04-10 12:49:27,2018-04-10 12:50:54,118.05455,39.227091,0,0,310959,258,3,786435,0,1,8.56,25.0,1.23
916,辽BK4058,2,210000,30,210211,2159337,120000,1523335792,2018-04-10 12:49:52,2018-04-10 12:51:18,118.054451,39.227094,0,0,310959,263,2,786435,0,1,0.78,25.0,0.11
917,辽BK4058,2,210000,30,210211,2159337,120000,1523335817,2018-04-10 12:50:17,2018-04-10 12:51:42,118.05446,39.227094,0,0,310959,263,2,786435,0,1,9.41,25.0,1.36
918,辽BK4058,2,210000,30,210211,2159337,120000,1523335842,2018-04-10 12:50:42,2018-04-10 12:52:09,118.054351,39.227092,0,0,310959,267,1,786435,0,1,39.38,25.0,5.67
919,辽BK4058,2,210000,30,210211,2159337,120000,1523335867,2018-04-10 12:51:07,2018-04-10 12:52:33,118.053895,39.227097,0,0,310959,267,9,786435,0,1,0.28,25.0,0.04
920,辽BK4058,2,210000,30,210211,2159337,120000,1523335892,2018-04-10 12:51:32,2018-04-10 12:52:57,118.053893,39.227099,0,0,310959,267,9,786435,0,1,0.58,25.0,0.08
921,辽BK4058,2,210000,30,210211,2159337,120000,1523335917,2018-04-10 12:51:57,2018-04-10 12:53:24,118.053891,39.227094,0,0,310959,267,10,786435,0,1,0.41,25.0,0.06
922,辽BK4058,2,210000,30,210211,2159337,120000,1523335942,2018-04-10 12:52:22,2018-04-10 12:53:48,118.053895,39.227096,0,0,310959,267,10,786435,0,1,20.9,25.0,3.01
923,辽BK4058,2,210000,30,210211,2159337,120000,1523335967,2018-04-10 12:52:47,2018-04-10 12:54:17,118.053653,39.227099,15,15,310959,262,9,786435,0,1,157.53,25.0,22.68
924,辽BK4058,2,210000,30,210211,2159337,120000,1523335992,2018-04-10 12:53:12,2018-04-10 12:54:39,118.0519,39.226706,20,20,310959,258,0,786435,0,1,137.31,25.0,19.77
925,辽BK4058,2,210000,30,210211,2159337,120000,1523336017,2018-04-10 12:53:37,2018-04-10 12:55:08,118.05031,39.226691,0,0,310959,266,1,786435,0,1,0.26,25.0,0.04
926,辽BK4058,2,210000,30,210211,2159337,120000,1523336042,2018-04-10 12:54:02,2018-04-10 12:55:27,118.050313,39.226691,0,0,310959,266,1,786435,0,1,1312.18,202.0,23.39
927,辽BK4058,2,210000,30,210211,2159337,120000,1523336244,2018-04-10 12:57:24,2018-04-10 12:58:51,118.035118,39.226542,55,55,310960,269,5,786435,0,1,395.69,25.0,56.98
928,辽BK4058,2,210000,30,210211,2159337,120000,1523336269,2018-04-10 12:57:49,2018-04-10 12:59:15,118.030536,39.226494,58,58,310961,269,6,786435,0,1,387.09,25.0,55.74
929,辽BK4058,2,210000,30,210211,2159337,120000,1523336294,2018-04-10 12:58:14,2018-04-10 12:59:39,118.026054,39.226426,52,52,310961,268,4,786435,0,1,377.25,25.0,54.32
930,辽BK4058,2,210000,30,210211,2159337,120000,1523336319,2018-04-10 12:58:39,2018-04-10 13:00:06,118.021687,39.226326,54,54,310962,267,3,786435,0,1,386.97,25.0,55.72
931,辽BK4058,2,210000,30,210211,2159337,120000,1523336344,2018-04-10 12:59:04,2018-04-10 13:00:30,118.017207,39.226237,57,57,310962,269,3,786435,0,1,398.25,25.0,57.35
932,辽BK4058,2,210000,30,210211,2159337,120000,1523336369,2018-04-10 12:59:29,2018-04-10 13:00:54,118.012595,39.226257,57,57,310962,270,3,786435,0,1,407.34,25.0,58.66
933,辽BK4058,2,210000,30,210211,2159337,120000,1523336394,2018-04-10 12:59:54,2018-04-10 13:01:21,118.007878,39.226297,61,61,310963,269,2,786435,0,1,439.63,25.0,63.31
934,辽BK4058,2,210000,30,210211,2159337,120000,1523336419,2018-04-10 13:00:19,2018-04-10 13:01:45,118.002808,39.225936,65,65,310963,259,4,786435,0,1,470.01,25.0,67.68
935,辽BK4058,2,210000,30,210211,2159337,120000,1523336444,2018-04-10 13:00:44,2018-04-10 13:02:09,117.997543,39.224862,70,70,310964,253,5,786435,0,1,479.24,25.0,69.01
936,辽BK4058,2,210000,30,210211,2159337,120000,1523336469,2018-04-10 13:01:09,2018-04-10 13:02:36,117.992169,39.223784,70,70,310964,256,4,786435,0,1,489.26,25.0,70.45
937,辽BK4058,2,210000,30,210211,2159337,120000,1523336494,2018-04-10 13:01:34,2018-04-10 13:03:00,117.986651,39.222784,70,70,310965,256,5,786435,0,1,490.71,25.0,70.66
938,辽BK4058,2,210000,30,210211,2159337,120000,1523336519,2018-04-10 13:01:59,2018-04-10 13:03:24,117.981121,39.221767,72,72,310965,257,4,786435,0,1,489.06,25.0,70.42
939,辽BK4058,2,210000,30,210211,2159337,120000,1523336544,2018-04-10 13:02:24,2018-04-10 13:03:51,117.975607,39.220762,69,69,310966,256,5,786435,0,1,460.25,25.0,66.28
940,辽BK4058,2,210000,30,210211,2159337,120000,1523336569,2018-04-10 13:02:49,2018-04-10 13:04:15,117.970537,39.219484,63,63,310966,247,4,786435,0,1,450.19,25.0,64.83
941,辽BK4058,2,210000,30,210211,2159337,120000,1523336594,2018-04-10 13:03:14,2018-04-10 13:04:39,117.9657,39.217972,68,68,310967,249,2,786435,0,1,3129.48,175.0,64.38
942,辽BK4058,2,210000,30,210211,2159337,120000,1523336769,2018-04-10 13:06:09,2018-04-10 13:07:36,117.930541,39.211151,64,64,310970,262,3,786435,0,1,441.87,25.0,63.63
943,辽BK4058,2,210000,30,210211,2159337,120000,1523336794,2018-04-10 13:06:34,2018-04-10 13:08:00,117.925442,39.210826,63,63,310970,265,3,786435,0,1,801.31,50.0,57.69
944,辽BK4058,2,210000,30,210211,2159337,120000,1523336844,2018-04-10 13:07:24,2018-04-10 13:08:51,117.918481,39.215598,68,68,310971,339,4,786435,0,1,484.09,25.0,69.71
945,辽BK4058,2,210000,30,210211,2159337,120000,1523336869,2018-04-10 13:07:49,2018-04-10 13:09:15,117.916483,39.219672,69,69,310971,339,6,786435,0,1,470.23,25.0,67.71
946,辽BK4058,2,210000,30,210211,2159337,120000,1523336894,2018-04-10 13:08:14,2018-04-10 13:09:39,117.914575,39.223639,64,64,310972,339,7,786435,0,1,451.38,25.0,65.0
947,辽BK4058,2,210000,30,210211,2159337,120000,1523336919,2018-04-10 13:08:39,2018-04-10 13:10:06,117.912723,39.227441,63,63,310972,339,4,786435,0,1,430.07,25.0,61.93
948,辽BK4058,2,210000,30,210211,2159337,120000,1523336944,2018-04-10 13:09:04,2018-04-10 13:10:30,117.910953,39.231062,62,62,310973,338,2,786435,0,1,466.69,25.0,67.2
949,辽BK4058,2,210000,30,210211,2159337,120000,1523336969,2018-04-10 13:09:29,2018-04-10 13:10:54,117.909021,39.234988,71,71,310973,338,7,786435,0,1,482.36,25.0,69.46
950,辽BK4058,2,210000,30,210211,2159337,120000,1523336994,2018-04-10 13:09:54,2018-04-10 13:11:21,117.906998,39.239038,67,67,310974,338,7,786435,0,1,450.2,25.0,64.83
951,辽BK4058,2,210000,30,210211,2159337,120000,1523337019,2018-04-10 13:10:19,2018-04-10 13:11:45,117.90513,39.242824,65,65,310974,338,5,786435,0,1,445.56,25.0,64.16
952,辽BK4058,2,210000,30,210211,2159337,120000,1523337044,2018-04-10 13:10:44,2018-04-10 13:12:09,117.903288,39.246573,61,61,310975,338,5,786435,0,1,427.67,25.0,61.58
953,辽BK4058,2,210000,30,210211,2159337,120000,1523337069,2018-04-10 13:11:09,2018-04-10 13:12:36,117.901508,39.250168,61,61,310975,338,5,786435,0,1,430.33,25.0,61.97
954,辽BK4058,2,210000,30,210211,2159337,120000,1523337094,2018-04-10 13:11:34,2018-04-10 13:13:00,117.899719,39.253786,62,62,310975,339,4,786435,0,1,435.59,25.0,62.72
955,辽BK4058,2,210000,30,210211,2159337,120000,1523337119,2018-04-10 13:11:59,2018-04-10 13:13:24,117.897683,39.257376,66,66,310976,333,5,786435,0,1,458.43,25.0,66.01
956,辽BK4058,2,210000,30,210211,2159337,120000,1523337144,2018-04-10 13:12:24,2018-04-10 13:13:51,117.895156,39.261008,65,65,310976,329,5,786435,0,1,426.77,25.0,61.45
957,辽BK4058,2,210000,30,210211,2159337,120000,1523337169,2018-04-10 13:12:49,2018-04-10 13:14:15,117.892461,39.264231,55,55,310977,324,1,786435,0,1,587.33,35.0,60.41
958,辽BK4058,2,210000,30,210211,2159337,120000,1523337204,2018-04-10 13:13:24,2018-04-10 13:14:50,117.888229,39.268374,65,65,310977,318,1,786435,0,1,574.95,31.0,66.77
959,辽BK4058,2,210000,30,210211,2159337,120000,1523337235,2018-04-10 13:13:55,2018-04-10 13:15:21,117.883574,39.272079,68,68,310978,313,4,786435,0,1,523.74,28.0,67.34
