"PersonID","LocationID","TimeInt","Gender","Helmet","Passenger","OnSidewalk"
"1",1,"07:30:00","Female","Yes","No","No"
"2",1,"07:30:00","Male","No","No","No"
"3",1,"07:45:00","Male","Yes","No","No"
"4",1,"08:00:00","Male","Yes","No","No"
"5",1,"08:00:00","Female","Yes","No","No"
"6",1,"08:45:00","Female","No","No","No"
"7",1,"08:45:00","Female","No","No","No"
"8",1,"08:45:00","Male","Yes","No","No"
"9",1,"08:45:00","Male","No","No","No"
"10",1,"08:45:00","Female","No","No","No"
"11",1,"09:00:00","Female","No","No","No"
"12",1,"09:00:00","Male","No","No","No"
"13",1,"09:00:00","Female","No","No","No"
"14",1,"09:00:00","Female","Yes","No","No"
"15",1,"09:15:00","Female","Yes","No","No"
"16",1,"09:30:00","Male","No","No","No"
"17",1,"09:30:00","Female","No","No","No"
"18",1,"09:45:00","Male","No","No","No"
"19",1,"09:45:00","Female","Yes","No","No"
"20",1,"10:15:00","Male","No","No","No"
"21",1,"10:15:00","Male","No","No","No"
"22",1,"10:30:00","Male","No","No","No"
"23",1,"10:30:00","Female","No","No","No"
"24",1,"10:30:00","Female","Yes","No","No"
"25",1,"10:45:00","Male","No","No","No"
"26",1,"10:45:00","Male","Yes","No","No"
"27",1,"11:00:00","Male","No","No","No"
"28",1,"11:15:00","Male","No","No","No"
"29",1,"11:15:00","Male","No","No","No"
"30",1,"11:15:00","Male","Yes","No","No"
"31",1,"11:15:00","Male","Yes","No","No"
"32",1,"11:30:00","Male","No","No","No"
"33",1,"11:45:00","Female","No","No","No"
"34",1,"12:00:00","Male","No","No","No"
"35",1,"12:00:00","Female","Yes","No","No"
"36",1,"12:15:00","Male","Yes","No","No"
"37",1,"12:15:00","Male","No","No","No"
"38",1,"12:30:00","Male","No","No","No"
"39",1,"12:30:00","Female","Yes","No","No"
"40",1,"12:30:00","Female","No","No","No"
"41",1,"12:45:00","Male","No","No","No"
"42",1,"13:00:00","Female","No","No","No"
"43",1,"13:15:00","Male","No","No","No"
"44",1,"13:30:00","Male","Yes","No","No"
"45",1,"13:30:00","Female","Yes","No","No"
"46",1,"13:30:00","Male","Yes","No","No"
"47",1,"13:30:00","Male","No","No","No"
"48",1,"13:30:00","Male","Yes","No","No"
"49",1,"13:30:00","Male","No","No","No"
"50",1,"13:30:00","Female","Yes","No","No"
"51",1,"13:30:00","Female","Yes","No","No"
"52",1,"13:45:00","Female","No","No","No"
"53",1,"13:45:00","Male","No","No","No"
"54",1,"14:00:00","Male","Yes","No","No"
"55",1,"14:00:00","Male","Yes","No","No"
"56",1,"14:00:00","Male","No","No","No"
"57",1,"14:00:00","Male","Yes","No","No"
"58",1,"14:00:00","Female","No","No","No"
"59",1,"14:00:00","Male","No","No","No"
"60",1,"14:15:00","Male","No","No","No"
"61",1,"14:15:00","Male","Yes","Yes","No"
"62",1,"14:15:00","Female","Yes","No","No"
"63",1,"14:15:00","Male","No","No","No"
"64",1,"14:15:00","Female","No","No","No"
"65",1,"14:45:00","Female","No","No","No"
"66",1,"14:45:00","Male","No","No","No"
"67",1,"14:45:00","Male","No","No","No"
"68",1,"14:45:00","Male","Yes","No","No"
"69",1,"14:45:00","Male","No","No","No"
"70",1,"15:00:00","Male","Yes","No","No"
"71",1,"15:00:00","Female","No","No","No"
"72",1,"15:00:00","Male","No","No","No"
"73",1,"15:00:00","Male","No","No","No"
"74",1,"15:00:00","Male","Yes","No","No"
"75",1,"15:15:00","Female","No","No","No"
"76",1,"15:15:00","Female","No","No","No"
"77",1,"15:15:00","Male","Yes","No","No"
"78",1,"15:30:00","Male","No","No","No"
"79",1,"15:30:00","Female","No","No","No"
"80",1,"15:30:00","Female","No","No","No"
"81",1,"15:30:00","Female","Yes","No","No"
"82",1,"15:30:00","Male","Yes","No","No"
"83",1,"15:45:00","Male","No","No","No"
"84",1,"15:45:00","Male","No","No","No"
"85",1,"15:45:00","Female","Yes","No","No"
"86",1,"15:45:00","Female","No","No","No"
"87",1,"15:45:00","Male","No","No","No"
"88",1,"15:45:00","Male","No","No","No"
"89",1,"16:00:00","Male","No","No","No"
"90",1,"16:00:00","Female","No","No","No"
"91",1,"16:00:00","Male","No","No","No"
"92",1,"16:00:00","Male","No","No","No"
"93",1,"16:00:00","Female","No","No","No"
"94",1,"16:00:00","Male","No","No","No"
"95",1,"16:00:00","Male","No","No","No"
"96",1,"16:00:00","Male","Yes","No","No"
"97",1,"16:00:00","Female","Yes","No","No"
"98",1,"16:15:00","Male","No","No","No"
"99",1,"16:15:00","Male","Yes","No","No"
"100",1,"16:15:00","Male","Yes","No","No"
"101",1,"16:15:00","Male","No","No","No"
"102",1,"16:30:00","Male","No","No","No"
"103",1,"16:30:00","Female","No","No","No"
"104",1,"16:30:00","Female","No","No","No"
"105",1,"16:30:00","Male","No","No","No"
"106",1,"16:30:00","Female","No","No","No"
"107",1,"16:30:00","Male","No","No","No"
"108",1,"16:30:00","Male","Yes","No","No"
"109",1,"16:30:00","Male","Yes","No","No"
"110",1,"16:30:00","Female","Yes","No","No"
"111",1,"16:45:00","Male","Yes","No","No"
"112",1,"16:45:00","Male","No","No","No"
"113",1,"16:45:00","Female","No","No","No"
"114",1,"16:45:00","Female","Yes","No","No"
"115",1,"16:45:00","Female","Yes","No","No"
"116",1,"16:45:00","Male","No","No","No"
"117",1,"16:45:00","Male","Yes","No","No"
"118",1,"16:45:00","Female","No","No","No"
"119",1,"16:45:00","Male","Yes","No","No"
"120",1,"16:45:00","Female","No","No","No"
"121",1,"17:00:00","Male","Yes","No","No"
"122",1,"17:00:00","Male","Yes","No","No"
"123",1,"17:00:00","Male","No","No","No"
"124",1,"17:00:00","Female","No","No","No"
"125",1,"17:00:00","Male","Yes","No","No"
"126",1,"17:00:00","Male","Yes","No","No"
"127",1,"17:00:00","Female","Yes","No","No"
"128",1,"17:00:00","Female","Yes","No","No"
"129",1,"17:00:00","Female","Yes","No","No"
"130",1,"17:00:00","Female","No","No","No"
"131",1,"17:00:00","Female","Yes","No","No"
"132",1,"17:15:00","Male","No","No","No"
"133",1,"17:15:00","Male","No","No","No"
"134",1,"17:15:00","Female","Yes","No","No"
"135",1,"17:15:00","Male","No","No","No"
"136",1,"17:15:00","Female","Yes","No","No"
"137",1,"17:15:00","Male","Yes","No","No"
"138",1,"17:15:00","Female","No","No","No"
"139",1,"17:15:00","Female","Yes","No","No"
"140",1,"17:30:00","Female","Yes","No","No"
"141",1,"17:30:00","Female","No","No","No"
"142",1,"17:30:00","Male","No","No","No"
"143",1,"17:30:00","Male","No","No","No"
"144",1,"17:30:00","Male","No","No","No"
"145",1,"17:30:00","Male","No","No","No"
"146",1,"17:30:00","Male","Yes","No","No"
"147",1,"17:30:00","Female","No","Yes","No"
"148",1,"17:30:00","Female","No","Yes","No"
"149",1,"17:30:00","Male","Yes","Yes","No"
"150",1,"17:30:00","Male","No","No","No"
"151",1,"17:30:00","Female","Yes","No","No"
"152",1,"17:30:00","Female","No","Yes","No"
"153",1,"17:30:00","Female","Yes","No","No"
"154",1,"17:30:00","Male","No","No","No"
"155",1,"17:30:00","Male","No","No","No"
"156",1,"17:45:00","Female","Yes","No","No"
"157",1,"17:45:00","Female","No","No","No"
"158",1,"17:45:00","Female","No","No","No"
"159",1,"17:45:00","Female","No","No","No"
"160",1,"17:45:00","Female","No","No","No"
"161",1,"17:45:00","Female","Yes","No","No"
"162",1,"17:45:00","Male","No","No","No"
"163",1,"17:45:00","Male","Yes","No","No"
"164",1,"17:45:00","Male","Yes","No","No"
"165",1,"17:45:00","Male","No","No","No"
"166",1,"18:00:00","Male","No","No","No"
"167",1,"18:00:00","Female","No","No","No"
"168",1,"18:00:00","Male","Yes","No","No"
"169",1,"18:00:00","Female","No","No","No"
"170",1,"18:00:00","Male","No","No","No"
"171",1,"18:00:00","Male","No","No","No"
"172",1,"18:00:00","Male","No","No","No"
"173",1,"18:00:00","Female","Yes","No","No"
"174",1,"18:00:00","Male","Yes","No","No"
"175",1,"18:15:00","Male","Yes","No","No"
"176",1,"18:15:00","Male","No","No","No"
"177",1,"18:15:00","Female","Yes","No","No"
"178",1,"18:15:00","Male","No","No","No"
"179",1,"18:15:00","Female","No","No","No"
"180",1,"18:15:00","Female","Yes","No","No"
"181",1,"18:15:00","Male","Yes","No","No"
"182",1,"18:15:00","Male","No","No","No"
"183",1,"18:15:00","Male","No","No","No"
"184",1,"18:15:00","Female","Yes","No","No"
"185",1,"18:15:00","Male","No","No","No"
"186",1,"18:15:00","Male","No","No","No"
"187",1,"18:15:00","Male","No","No","No"
"188",1,"18:30:00","Male","Yes","No","No"
"189",1,"18:30:00","Female","No","No","No"
"190",1,"18:30:00","Male","No","No","No"
"191",1,"18:30:00","Female","No","No","No"
"192",1,"18:30:00","Female","Yes","No","No"
"193",1,"18:30:00","Male","No","No","No"
"194",1,"18:30:00","Male","Yes","No","No"
"195",1,"18:30:00","Male","Yes","No","No"
"196",1,"18:45:00","Female","No","Yes","No"
"197",1,"18:45:00","Female","No","No","No"
"198",1,"18:45:00","Female","No","No","No"
"199",1,"18:45:00","Male","No","No","No"
"200",1,"18:45:00","Male","Yes","No","No"
"201",1,"18:45:00","Male","Yes","No","No"
"202",1,"18:45:00","Female","No","No","No"
"203",1,"18:45:00","Female","Yes","No","No"
"204",1,"18:45:00","Male","Yes","No","No"
"205",2,"07:15:00","Female","No","No","No"
"206",2,"07:15:00","Male","No","No","No"
"207",2,"07:30:00","Female","Yes","No","No"
"208",2,"07:30:00","Female","Yes","No","No"
"209",2,"07:30:00","Female","Yes","No","No"
"210",2,"07:30:00","Male","No","No","No"
"211",2,"07:45:00","Female","Yes","No","No"
"212",2,"07:45:00","Male","Yes","No","No"
"213",2,"07:45:00","Female","No","No","No"
"214",2,"07:45:00","Male","Yes","No","No"
"215",2,"07:45:00","Male","No","No","No"
"216",2,"07:45:00","Female","No","No","No"
"217",2,"07:45:00","Male","No","No","No"
"218",2,"07:45:00","Female","No","Yes","No"
"219",2,"08:00:00","Female","Yes","No","No"
"220",2,"08:00:00","Male","No","No","No"
"221",2,"08:00:00","Male","No","No","No"
"222",2,"08:00:00","Male","Yes","No","No"
"223",2,"08:00:00","Female","No","No","No"
"224",2,"08:00:00","Male","Yes","No","No"
"225",2,"08:15:00","Male","No","No","No"
"226",2,"08:15:00","Female","No","No","No"
"227",2,"08:15:00","Male","No","No","No"
"228",2,"08:15:00","Female","No","No","No"
"229",2,"08:15:00","Male","No","No","No"
"230",2,"08:15:00","Male","Yes","No","No"
"231",2,"08:15:00","Female","Yes","Yes","No"
"232",2,"08:15:00","Female","Yes","No","No"
"233",2,"08:15:00","Female","Yes","No","No"
"234",2,"08:15:00","Female","No","No","No"
"235",2,"08:15:00","Female","Yes","No","No"
"236",2,"08:30:00","Male","No","No","No"
"237",2,"08:30:00","Male","Yes","No","No"
"238",2,"08:30:00","Female","Yes","No","No"
"239",2,"08:30:00","Female","Yes","No","No"
"240",2,"08:30:00","Female","Yes","No","No"
"241",2,"08:30:00","Male","No","No","No"
"242",2,"08:30:00","Male","No","No","No"
"243",2,"08:30:00","Female","Yes","No","No"
"244",2,"08:30:00","Male","Yes","No","No"
"245",2,"08:30:00","Female","Yes","No","No"
"246",2,"08:45:00","Male","Yes","No","No"
"247",2,"08:45:00","Male","Yes","No","No"
"248",2,"08:45:00","Female","Yes","No","No"
"249",2,"08:45:00","Female","No","No","No"
"250",2,"08:45:00","Male","Yes","No","No"
"251",2,"08:45:00","Female","No","No","No"
"252",2,"08:45:00","Male","Yes","No","No"
"253",2,"08:45:00","Female","No","No","No"
"254",2,"08:45:00","Female","Yes","No","No"
"255",2,"08:45:00","Female","Yes","No","No"
"256",2,"08:45:00","Male","Yes","Yes","No"
"257",2,"08:45:00","Female","No","No","No"
"258",2,"08:45:00","Male","Yes","No","No"
"259",2,"08:45:00","Female","No","No","No"
"260",2,"08:45:00","Female","Yes","No","No"
"261",2,"08:45:00","Female","Yes","No","No"
"262",2,"08:45:00","Male","No","No","No"
"263",2,"08:45:00","Female","Yes","Yes","No"
"264",2,"08:45:00","Female","No","No","No"
"265",2,"09:00:00","Male","Yes","No","No"
"266",2,"09:00:00","Female","No","No","No"
"267",2,"09:00:00","Female","No","No","No"
"268",2,"09:00:00","Female","No","No","No"
"269",2,"09:00:00","Male","No","No","No"
"270",2,"09:00:00","Female","Yes","No","No"
"271",2,"09:00:00","Male","No","No","No"
"272",2,"09:00:00","Male","Yes","No","No"
"273",2,"09:00:00","Male","Yes","No","No"
"274",2,"09:15:00","Male","No","No","No"
"275",2,"09:15:00","Female","No","No","No"
"276",2,"09:15:00","Female","Yes","No","No"
"277",2,"09:15:00","Male","No","No","No"
"278",2,"09:15:00","Male","No","No","No"
"279",2,"09:15:00","Female","Yes","No","No"
"280",2,"09:15:00","Female","No","No","No"
"281",2,"09:15:00","Female","No","No","No"
"282",2,"09:15:00","Male","Yes","No","No"
"283",2,"09:30:00","Female","No","No","No"
"284",2,"09:30:00","Female","Yes","No","No"
"285",2,"09:30:00","Male","Yes","No","No"
"286",2,"09:30:00","Female","Yes","No","No"
"287",2,"09:30:00","Female","No","No","No"
"288",2,"09:30:00","Female","No","No","No"
"289",2,"09:30:00","Male","No","No","No"
"290",2,"09:30:00","Male","Yes","No","No"
"291",2,"09:45:00","Male","Yes","No","No"
"292",2,"09:45:00","Female","No","No","No"
"293",2,"09:45:00","Female","Yes","No","No"
"294",2,"09:45:00","Female","No","No","No"
"295",2,"09:45:00","Male","No","No","No"
"296",2,"09:45:00","Female","Yes","No","No"
"297",2,"09:45:00","Male","Yes","No","No"
"298",2,"10:00:00","Male","Yes","No","No"
"299",2,"10:00:00","Female","No","No","No"
"300",2,"10:15:00","Male","No","No","No"
"301",2,"10:15:00","Male","No","No","No"
"302",2,"10:15:00","Male","No","No","No"
"303",2,"10:15:00","Male","No","No","No"
"304",2,"10:15:00","Female","Yes","No","No"
"305",2,"10:15:00","Female","No","No","No"
"306",2,"10:15:00","Male","No","No","No"
"307",2,"10:30:00","Male","No","No","No"
"308",2,"10:30:00","Male","No","No","No"
"309",2,"10:30:00","Female","No","No","No"
"310",2,"10:30:00","Female","No","No","No"
"311",2,"10:30:00","Female","Yes","No","No"
"312",2,"10:45:00","Male","No","No","No"
"313",2,"10:45:00","Male","Yes","No","No"
"314",2,"11:00:00","Male","Yes","No","No"
"315",2,"11:00:00","Male","No","No","No"
"316",2,"11:00:00","Male","Yes","No","No"
"317",2,"11:00:00","Male","Yes","No","No"
"318",2,"11:00:00","Male","No","No","No"
"319",2,"11:15:00","Male","Yes","No","No"
"320",2,"11:15:00","Female","Yes","No","No"
"321",2,"11:15:00","Female","No","No","No"
"322",2,"11:30:00","Male","Yes","No","No"
"323",2,"11:30:00","Male","No","No","No"
"324",2,"11:30:00","Male","No","No","No"
"325",2,"11:30:00","Female","No","No","No"
"326",2,"11:30:00","Male","Yes","No","No"
"327",2,"11:30:00","Male","No","No","No"
"328",2,"11:30:00","Male","Yes","No","No"
"329",2,"12:00:00","Male","Yes","No","No"
"330",2,"12:00:00","Male","No","No","No"
"331",2,"12:00:00","Female","No","No","No"
"332",2,"12:00:00","Male","No","No","No"
"333",2,"12:00:00","Male","No","No","No"
"334",2,"12:15:00","Male","Yes","No","No"
"335",2,"12:15:00","Female","Yes","No","No"
"336",2,"12:15:00","Female","No","No","No"
"337",2,"12:30:00","Male","No","No","No"
"338",2,"12:30:00","Male","Yes","No","No"
"339",2,"12:30:00","Female","No","No","No"
"340",2,"12:45:00","Male","Yes","No","No"
"341",2,"12:45:00","Female","Yes","No","No"
"342",2,"13:15:00","Male","No","No","No"
"343",2,"13:15:00","Male","No","No","No"
"344",2,"13:15:00","Male","Yes","No","No"
"345",2,"13:15:00","Female","Yes","No","No"
"346",2,"13:15:00","Female","Yes","No","No"
"347",2,"13:15:00","Male","Yes","No","No"
"348",2,"13:30:00","Male","No","No","No"
"349",2,"13:30:00","Male","No","No","No"
"350",2,"13:30:00","Male","No","No","No"
"351",2,"13:30:00","Female","No","No","No"
"352",2,"13:30:00","Male","No","No","No"
"353",2,"13:30:00","Male","No","No","No"
"354",2,"13:30:00","Female","No","No","No"
"355",2,"13:30:00","Male","No","No","No"
"356",2,"13:30:00","Male","No","No","No"
"357",2,"13:45:00","Female","Yes","No","No"
"358",2,"13:45:00","Male","No","No","No"
"359",2,"13:45:00","Male","No","No","No"
"360",2,"13:45:00","Male","No","No","No"
"361",2,"13:45:00","Male","No","No","No"
"362",2,"14:00:00","Female","No","No","No"
"363",2,"14:00:00","Female","No","No","No"
"364",2,"14:00:00","Male","No","No","No"
"365",2,"14:15:00","Female","No","No","No"
"366",2,"14:30:00","Male","No","No","No"
"367",2,"14:30:00","Male","Yes","No","No"
"368",2,"14:45:00","Female","Yes","No","No"
"369",2,"14:45:00","Female","No","No","No"
"370",2,"14:45:00","Female","Yes","No","No"
"371",2,"14:45:00","Male","No","No","No"
"372",2,"14:45:00","Female","No","No","No"
"373",2,"14:45:00","Male","Yes","No","No"
"374",2,"14:45:00","Male","Yes","No","No"
"375",2,"14:45:00","Male","No","No","No"
"376",2,"14:45:00","Female","No","No","No"
"377",2,"15:00:00","Female","No","No","No"
"378",2,"15:00:00","Female","No","No","No"
"379",2,"15:00:00","Male","No","No","No"
"380",2,"15:00:00","Male","Yes","No","No"
"381",2,"15:00:00","Female","No","No","No"
"382",2,"15:00:00","Female","No","No","No"
"383",2,"15:15:00","Female","Yes","No","No"
"384",2,"15:15:00","Female","Yes","No","No"
"385",2,"15:15:00","Male","No","No","No"
"386",2,"15:30:00","Male","Yes","No","No"
"387",2,"15:30:00","Female","No","No","No"
"388",2,"15:30:00","Female","No","No","No"
"389",2,"15:30:00","Male","No","No","No"
"390",2,"15:30:00","Female","Yes","No","No"
"391",2,"15:45:00","Female","No","No","No"
"392",2,"15:45:00","Male","Yes","No","No"
"393",2,"15:45:00","Female","Yes","No","No"
"394",2,"15:45:00","Male","No","No","No"
"395",2,"16:00:00","Male","No","No","No"
"396",2,"16:00:00","Male","No","No","No"
"397",2,"16:15:00","Female","No","No","No"
"398",2,"16:15:00","Female","No","No","No"
"399",2,"16:15:00","Female","Yes","Yes","No"
"400",2,"16:15:00","Male","No","No","No"
"401",2,"16:30:00","Female","No","No","No"
"402",2,"16:30:00","Male","No","No","No"
"403",2,"16:45:00","Female","Yes","No","No"
"404",2,"16:45:00","Male","No","No","No"
"405",2,"16:45:00","Male","No","No","No"
"406",2,"16:45:00","Female","No","No","No"
"407",2,"16:45:00","Male","No","No","No"
"408",2,"16:45:00","Female","No","No","No"
"409",2,"16:45:00","Male","No","No","No"
"410",2,"16:45:00","Female","Yes","No","No"
"411",2,"17:00:00","Female","Yes","No","No"
"412",2,"17:00:00","Male","No","No","No"
"413",2,"17:15:00","Male","Yes","No","No"
"414",2,"17:15:00","Female","No","No","No"
"415",2,"17:45:00","Male","No","No","No"
"416",2,"17:45:00","Female","No","No","No"
"417",2,"17:45:00","Male","Yes","No","No"
"418",2,"17:45:00","Male","No","No","No"
"419",2,"18:00:00","Female","No","No","No"
"420",2,"18:00:00","Female","Yes","No","No"
"421",2,"18:15:00","Male","No","No","No"
"422",2,"18:15:00","Female","Yes","No","No"
"423",2,"18:15:00","Female","Yes","No","No"
"424",2,"18:30:00","Male","No","No","No"
"425",2,"18:30:00","Female","No","No","No"
"426",2,"18:30:00","Male","No","No","No"
"427",2,"18:45:00","Female","Yes","No","No"
"428",2,"18:45:00","Female","No","No","No"
"1855",4,"07:00:00","Female","No","No","No"
"1856",4,"07:00:00","Female","Yes","No","No"
"1857",4,"07:00:00","Female","Yes","No","No"
"1858",4,"07:00:00","Male","Yes","No","No"
"1859",4,"07:00:00","Male","Yes","No","No"
"1860",4,"07:00:00","Male","No","No","No"
"1861",4,"07:15:00","Male","Yes","No","No"
"1862",4,"07:15:00","Male","No","No","No"
"1863",4,"07:15:00","Male","Yes","No","No"
"1864",4,"07:15:00","Male","No","No","No"
"1865",4,"07:15:00","Female","Yes","No","No"
"1866",4,"07:15:00","Male","Yes","No","No"
"1867",4,"07:15:00","Male","No","No","No"
"1868",4,"07:15:00","Female","Yes","No","No"
"1869",4,"07:15:00","Male","Yes","No","No"
"1870",4,"07:15:00","Male","Yes","No","No"
"1871",4,"07:15:00","Female","No","No","No"
"1872",4,"07:15:00","Female","Yes","No","No"
"1873",4,"07:15:00","Male","Yes","No","No"
"1874",4,"07:15:00","Female","Yes","No","No"
"1875",4,"07:15:00","Male","Yes","No","No"
"1876",4,"07:15:00","Male","No","No","No"
"1877",4,"07:15:00","Female","Yes","No","No"
"1878",4,"07:15:00","Male","No","No","No"
"1879",4,"07:15:00","Male","Yes","No","No"
"1880",4,"07:15:00","Female","No","No","No"
"1881",4,"07:15:00","Male","No","No","No"
"1882",4,"07:15:00","Female","Yes","No","No"
"1883",4,"07:15:00","Female","No","No","No"
"1884",4,"07:30:00","Male","Yes","No","No"
"1885",4,"07:30:00","Female","Yes","No","No"
"1886",4,"07:30:00","Male","Yes","No","No"
"1887",4,"07:30:00","Female","Yes","No","No"
"1888",4,"07:30:00","Female","No","No","No"
"1889",4,"07:30:00","Male","Yes","No","No"
"1890",4,"07:30:00","Male","Yes","No","No"
"1891",4,"07:30:00","Female","No","No","No"
"1892",4,"07:30:00","Male","Yes","No","No"
"1893",4,"07:30:00","Male","No","No","No"
"1894",4,"07:30:00","Female","Yes","No","No"
"1895",4,"07:30:00","Female","No","No","No"
"1896",4,"07:30:00","Male","No","No","No"
"1897",4,"07:30:00","Male","No","No","No"
"1898",4,"07:30:00","Male","Yes","No","No"
"1899",4,"07:30:00","Female","No","No","No"
"1900",4,"07:30:00","Female","Yes","No","No"
"1901",4,"07:30:00","Male","No","No","No"
"1902",4,"07:30:00","Female","No","No","No"
"1903",4,"07:30:00","Female","Yes","No","No"
"1904",4,"07:30:00","Female","Yes","No","No"
"1905",4,"07:30:00","Male","Yes","No","No"
"1906",4,"07:30:00","Female","Yes","No","No"
"1907",4,"07:30:00","Male","No","No","No"
"1908",4,"07:30:00","Male","No","No","No"
"1909",4,"07:30:00","Male","Yes","No","No"
"1910",4,"07:30:00","Female","Yes","No","No"
"1911",4,"07:30:00","Female","Yes","No","No"
"1912",4,"07:30:00","Male","No","No","No"
"1913",4,"07:30:00","Male","No","No","No"
"1914",4,"07:30:00","Female","No","No","No"
"1915",4,"07:30:00","Female","No","No","No"
"1916",4,"07:30:00","Female","Yes","No","No"
"1917",4,"07:30:00","Male","Yes","No","No"
"1918",4,"07:30:00","Female","Yes","No","No"
"1919",4,"07:30:00","Male","Yes","No","No"
"1920",4,"07:30:00","Female","Yes","No","No"
"1921",4,"07:30:00","Male","No","No","No"
"1922",4,"07:30:00","Male","No","No","No"
"1923",4,"07:30:00","Male","Yes","No","No"
"1924",4,"07:30:00","Male","No","No","No"
"1925",4,"07:30:00","Female","No","No","No"
"1926",4,"07:30:00","Female","No","No","No"
"1927",4,"07:30:00","Male","Yes","No","No"
"1928",4,"07:30:00","Female","Yes","No","No"
"1929",4,"07:30:00","Male","No","No","No"
"1930",4,"07:30:00","Male","No","No","No"
"1931",4,"07:45:00","Male","Yes","No","No"
"1932",4,"07:45:00","Male","No","No","No"
"1933",4,"07:45:00","Male","No","No","No"
"1934",4,"07:45:00","Female","No","No","No"
"1935",4,"07:45:00","Female","Yes","No","No"
"1936",4,"07:45:00","Female","Yes","No","No"
"1937",4,"07:45:00","Female","Yes","No","No"
"1938",4,"07:45:00","Male","Yes","No","No"
"1939",4,"07:45:00","Male","No","No","No"
"1940",4,"07:45:00","Male","No","No","No"
"1941",4,"07:45:00","Male","No","No","No"
"1942",4,"07:45:00","Male","No","No","No"
"1943",4,"07:45:00","Male","Yes","No","No"
"1944",4,"07:45:00","Female","No","No","No"
"1945",4,"07:45:00","Female","Yes","No","No"
"1946",4,"07:45:00","Female","No","No","No"
"1947",4,"07:45:00","Female","No","No","No"
"1948",4,"07:45:00","Male","No","No","No"
"1949",4,"07:45:00","Female","Yes","No","No"
"1950",4,"07:45:00","Male","Yes","No","No"
"1951",4,"07:45:00","Male","Yes","No","No"
"1952",4,"07:45:00","Male","No","No","No"
"1953",4,"07:45:00","Female","Yes","No","No"
"1954",4,"07:45:00","Female","No","No","No"
"1955",4,"07:45:00","Female","Yes","No","No"
"1956",4,"07:45:00","Female","Yes","No","No"
"1957",4,"07:45:00","Male","No","No","No"
"1958",4,"07:45:00","Male","Yes","No","No"
"1959",4,"07:45:00","Female","No","No","Yes"
"1960",4,"07:45:00","Male","No","No","No"
"1961",4,"07:45:00","Female","Yes","No","No"
"1962",4,"07:45:00","Female","Yes","No","No"
"1963",4,"07:45:00","Male","No","No","No"
"1964",4,"07:45:00","Male","No","No","No"
"1965",4,"07:45:00","Male","No","No","No"
"1966",4,"07:45:00","Female","No","No","No"
"1967",4,"07:45:00","Male","Yes","No","No"
"1968",4,"07:45:00","Female","No","No","No"
"1969",4,"07:45:00","Female","Yes","No","No"
"1970",4,"07:45:00","Male","No","No","No"
"1971",4,"07:45:00","Female","Yes","No","No"
"1972",4,"07:45:00","Female","Yes","No","No"
"1973",4,"07:45:00","Female","No","No","No"
"1974",4,"08:00:00","Female","Yes","No","No"
"1975",4,"08:00:00","Male","No","No","No"
"1976",4,"08:00:00","Male","Yes","No","No"
"1977",4,"08:00:00","Male","No","No","No"
"1978",4,"08:00:00","Male","No","No","No"
"1979",4,"08:00:00","Female","No","No","No"
"1980",4,"08:00:00","Female","Yes","No","No"
"1981",4,"08:00:00","Male","Yes","No","No"
"1982",4,"08:00:00","Male","No","No","No"
"1983",4,"08:00:00","Male","Yes","No","No"
"1984",4,"08:00:00","Female","Yes","No","No"
"1985",4,"08:00:00","Female","No","No","No"
"1986",4,"08:00:00","Male","No","No","No"
"1987",4,"08:00:00","Male","Yes","No","No"
"1988",4,"08:00:00","Male","Yes","No","No"
"1989",4,"08:00:00","Male","Yes","No","No"
"1990",4,"08:00:00","Male","Yes","No","No"
"1991",4,"08:00:00","Male","Yes","No","No"
"1992",4,"08:00:00","Female","No","No","No"
"1993",4,"08:00:00","Male","Yes","No","No"
"1994",4,"08:00:00","Male","Yes","No","No"
"1995",4,"08:00:00","Male","Yes","No","No"
"1996",4,"08:00:00","Male","No","No","No"
"1997",4,"08:00:00","Male","Yes","No","No"
"1998",4,"08:00:00","Female","Yes","No","No"
"1999",4,"08:00:00","Female","No","No","No"
"2000",4,"08:00:00","Female","No","No","No"
"2001",4,"08:00:00","Female","No","No","No"
"2002",4,"08:00:00","Male","Yes","No","No"
"2003",4,"08:00:00","Female","Yes","No","No"
"2004",4,"08:00:00","Female","Yes","No","No"
"2005",4,"08:00:00","Female","No","No","No"
"2006",4,"08:00:00","Male","No","No","No"
"2007",4,"08:00:00","Female","Yes","No","No"
"2008",4,"08:00:00","Female","Yes","No","No"
"2009",4,"08:00:00","Female","Yes","No","No"
"2010",4,"08:00:00","Female","No","No","No"
"2011",4,"08:00:00","Female","Yes","No","No"
"2012",4,"08:00:00","Female","No","No","No"
"2013",4,"08:00:00","Female","Yes","No","No"
"2014",4,"08:00:00","Female","Yes","No","No"
"2015",4,"08:00:00","Male","Yes","No","No"
"2016",4,"08:00:00","Male","No","No","No"
"2017",4,"08:00:00","Male","No","No","No"
"2018",4,"08:00:00","Male","No","No","No"
"2019",4,"08:00:00","Female","No","No","No"
"2020",4,"08:00:00","Male","Yes","No","No"
"2021",4,"08:00:00","Female","No","No","No"
"2022",4,"08:00:00","Female","No","No","No"
"2023",4,"08:00:00","Female","No","No","No"
"2024",4,"08:00:00","Male","Yes","No","No"
"2025",4,"08:00:00","Female","Yes","No","No"
"2026",4,"08:00:00","Male","Yes","No","No"
"2027",4,"08:00:00","Female","Yes","No","No"
