"LOOPID","STAMP","FLAGS","FLAG2","SPEED","LENGTH","BIN1","BIN2","BIN3","BIN4"
8889,2012/6/13 0:01:40,0,8,620.00,0.00,2,0,0,0
8889,2012/6/13 0:02:00,0,8,682.00,0.00,3,0,0,0
8889,2012/6/13 0:02:20,0,8,673.00,0.00,1,0,0,0
8889,2012/6/13 0:02:40,0,8,634.00,0.00,1,0,0,0
8889,2012/6/13 0:03:00,0,8,630.00,0.00,2,0,0,0
8889,2012/6/13 0:03:20,0,8,655.00,0.00,2,0,0,0
8889,2012/6/13 0:03:40,0,8,648.00,0.00,2,1,0,0
8889,2012/6/13 0:04:00,0,8,690.00,0.00,3,0,0,0
8889,2012/6/13 0:04:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:04:40,0,8,635.00,0.00,4,0,0,0
8889,2012/6/13 0:05:00,0,8,649.00,0.00,4,0,0,0
8889,2012/6/13 0:05:20,0,8,634.00,0.00,2,0,0,0
8889,2012/6/13 0:05:40,0,8,637.00,0.00,1,0,0,0
8889,2012/6/13 0:06:00,0,8,602.00,0.00,2,0,0,0
8889,2012/6/13 0:06:20,0,8,649.00,0.00,1,0,0,0
8889,2012/6/13 0:06:40,0,8,605.00,0.00,3,0,0,0
8889,2012/6/13 0:07:00,0,8,646.00,0.00,1,0,0,0
8889,2012/6/13 0:07:20,0,8,665.00,0.00,3,0,0,0
8889,2012/6/13 0:07:40,0,8,642.00,0.00,1,0,0,0
8889,2012/6/13 0:08:00,0,8,675.00,0.00,2,0,0,0
8889,2012/6/13 0:08:20,0,8,690.00,0.00,2,0,0,0
8889,2012/6/13 0:08:40,0,8,653.00,0.00,0,1,0,0
8889,2012/6/13 0:09:00,0,8,672.00,0.00,1,1,0,0
8889,2012/6/13 0:09:20,0,8,692.00,0.00,1,0,0,0
8889,2012/6/13 0:09:40,0,8,640.00,0.00,1,2,0,0
8889,2012/6/13 0:10:00,0,8,572.00,0.00,0,1,0,0
8889,2012/6/13 0:10:20,0,8,581.00,0.00,2,1,0,0
8889,2012/6/13 0:10:40,0,8,578.00,0.00,2,0,0,0
8889,2012/6/13 0:11:00,0,8,636.00,0.00,3,0,0,0
8889,2012/6/13 0:11:20,0,8,614.00,0.00,2,0,0,0
8889,2012/6/13 0:11:40,0,8,704.00,0.00,4,0,0,0
8889,2012/6/13 0:12:00,0,8,697.00,0.00,2,2,0,0
8889,2012/6/13 0:12:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:12:40,0,8,660.00,0.00,1,0,0,0
8889,2012/6/13 0:13:00,0,8,659.00,0.00,2,0,0,0
8889,2012/6/13 0:13:20,0,8,668.00,0.00,2,0,0,0
8889,2012/6/13 0:13:40,0,8,655.00,0.00,2,0,0,0
8889,2012/6/13 0:14:00,0,8,669.00,0.00,1,0,0,0
8889,2012/6/13 0:14:20,0,8,619.00,0.00,3,0,0,0
8889,2012/6/13 0:14:40,0,8,613.00,0.00,2,0,0,1
8889,2012/6/13 0:15:00,0,8,622.00,0.00,4,0,0,0
8889,2012/6/13 0:15:20,0,8,626.00,0.00,1,0,0,0
8889,2012/6/13 0:15:40,0,8,581.00,0.00,0,1,0,0
8889,2012/6/13 0:16:00,0,8,635.00,0.00,2,0,0,0
8889,2012/6/13 0:16:20,0,8,648.00,0.00,2,0,1,0
8889,2012/6/13 0:16:40,0,8,666.00,0.00,2,0,0,0
8889,2012/6/13 0:17:00,0,8,671.00,0.00,3,0,0,0
8889,2012/6/13 0:17:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:17:40,0,8,633.00,0.00,1,0,0,0
8889,2012/6/13 0:18:00,0,8,669.00,0.00,2,0,0,0
8889,2012/6/13 0:18:20,0,8,658.00,0.00,2,1,0,0
8889,2012/6/13 0:18:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:19:00,0,8,687.00,0.00,0,1,0,0
8889,2012/6/13 0:19:20,0,8,677.00,0.00,1,0,0,0
8889,2012/6/13 0:19:40,0,8,669.00,0.00,3,0,0,0
8889,2012/6/13 0:20:00,0,8,656.00,0.00,1,0,0,0
8889,2012/6/13 0:20:20,0,8,670.00,0.00,2,0,0,0
8889,2012/6/13 0:20:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:21:00,0,8,646.00,0.00,2,0,0,0
8889,2012/6/13 0:21:20,0,8,645.00,0.00,1,0,0,0
8889,2012/6/13 0:21:40,0,8,656.00,0.00,2,0,0,0
8889,2012/6/13 0:22:00,0,8,637.00,0.00,4,0,0,0
8889,2012/6/13 0:22:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:22:40,0,8,683.00,0.00,3,0,0,0
8889,2012/6/13 0:23:00,0,8,659.00,0.00,2,1,0,0
8889,2012/6/13 0:23:20,0,8,569.00,0.00,1,0,0,0
8889,2012/6/13 0:23:40,0,8,663.00,0.00,1,0,0,0
8889,2012/6/13 0:24:00,0,8,675.00,0.00,0,1,0,0
8889,2012/6/13 0:24:20,0,8,678.00,0.00,4,0,0,0
8889,2012/6/13 0:24:40,0,8,616.00,0.00,1,0,0,0
8889,2012/6/13 0:25:00,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:25:20,0,8,625.00,0.00,1,0,0,0
8889,2012/6/13 0:25:40,0,8,697.00,0.00,1,0,0,0
8889,2012/6/13 0:26:00,0,8,661.00,0.00,1,0,0,0
8889,2012/6/13 0:26:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:26:40,0,8,630.00,0.00,1,0,0,0
8889,2012/6/13 0:27:00,0,8,653.00,0.00,3,0,0,1
8889,2012/6/13 0:27:20,0,8,678.00,0.00,1,0,0,0
8889,2012/6/13 0:27:40,0,8,666.00,0.00,1,0,0,0
8889,2012/6/13 0:28:00,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:28:20,0,8,700.00,0.00,1,1,0,0
8889,2012/6/13 0:28:40,0,8,683.00,0.00,0,1,0,0
8889,2012/6/13 0:29:00,0,8,608.00,0.00,2,0,0,0
8889,2012/6/13 0:29:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:29:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:30:00,0,8,595.00,0.00,3,0,0,0
8889,2012/6/13 0:30:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:30:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:31:00,0,8,600.00,0.00,1,0,0,0
8889,2012/6/13 0:31:20,0,8,673.00,0.00,2,0,0,0
8889,2012/6/13 0:31:40,0,8,652.00,0.00,3,0,0,0
8889,2012/6/13 0:32:00,0,8,622.00,0.00,2,0,0,0
8889,2012/6/13 0:32:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:32:40,0,8,659.00,0.00,2,0,0,0
8889,2012/6/13 0:33:00,0,8,662.00,0.00,3,0,0,0
8889,2012/6/13 0:33:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:33:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:34:00,0,8,661.00,0.00,2,0,0,0
8889,2012/6/13 0:34:20,0,8,675.00,0.00,1,0,0,0
8889,2012/6/13 0:34:40,0,8,651.00,0.00,0,2,0,0
8889,2012/6/13 0:35:00,0,8,662.00,0.00,2,1,0,0
8889,2012/6/13 0:35:20,0,8,626.00,0.00,2,0,0,0
8889,2012/6/13 0:35:40,0,8,671.00,0.00,1,0,0,0
8889,2012/6/13 0:36:00,0,8,651.00,0.00,1,0,0,0
8889,2012/6/13 0:36:20,0,8,680.00,0.00,1,0,0,1
8889,2012/6/13 0:36:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:37:00,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:37:20,0,8,658.00,0.00,3,0,0,0
8889,2012/6/13 0:37:40,0,8,623.00,0.00,0,1,0,0
8889,2012/6/13 0:38:00,0,8,634.00,0.00,1,0,0,0
8889,2012/6/13 0:38:20,0,8,558.00,0.00,3,0,0,0
8889,2012/6/13 0:38:40,0,8,644.00,0.00,0,1,0,0
8889,2012/6/13 0:39:00,0,8,658.00,0.00,1,0,0,0
8889,2012/6/13 0:39:20,0,8,669.00,0.00,1,0,0,0
8876,2012/6/13 2:38:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:39:00,0,8,605.00,0.00,1,0,0,0
8876,2012/6/13 2:39:20,0,8,676.00,0.00,1,0,0,0
8876,2012/6/13 2:39:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:40:00,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:40:20,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:40:40,0,8,642.00,0.00,2,0,0,0
8876,2012/6/13 2:41:00,0,8,588.00,0.00,3,0,0,0
8876,2012/6/13 2:41:20,0,8,617.00,0.00,2,0,1,0
8876,2012/6/13 2:41:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:42:00,0,8,667.00,0.00,1,0,0,0
8876,2012/6/13 2:42:20,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:42:40,0,8,582.00,0.00,2,0,0,0
8876,2012/6/13 2:43:00,0,8,542.00,0.00,0,1,1,0
8876,2012/6/13 2:43:20,0,8,764.00,0.00,0,1,0,0
8876,2012/6/13 2:43:40,0,8,716.00,0.00,1,0,0,0
8876,2012/6/13 2:44:00,0,8,687.00,0.00,1,0,0,0
8876,2012/6/13 2:44:20,0,8,507.00,0.00,0,0,0,1
8876,2012/6/13 2:44:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:45:00,0,8,641.00,0.00,0,1,0,0
8876,2012/6/13 2:45:20,0,8,657.00,0.00,1,0,0,0
8876,2012/6/13 2:45:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:46:00,0,8,721.00,0.00,1,0,0,0
8876,2012/6/13 2:46:20,0,8,573.00,0.00,1,0,0,0
8876,2012/6/13 2:46:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:47:00,0,8,643.00,0.00,3,0,0,0
8876,2012/6/13 2:47:20,0,8,636.00,0.00,3,0,0,0
8876,2012/6/13 2:47:40,0,8,584.00,0.00,1,0,0,0
8876,2012/6/13 2:48:00,0,8,676.00,0.00,0,1,1,0
8876,2012/6/13 2:48:20,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:48:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:49:00,0,8,642.00,0.00,1,0,0,0
8876,2012/6/13 2:49:20,0,8,629.00,0.00,1,0,0,0
8876,2012/6/13 2:49:40,0,8,645.00,0.00,1,0,1,0
8876,2012/6/13 2:50:00,0,8,622.00,0.00,0,1,0,0
8876,2012/6/13 2:50:20,0,8,584.00,0.00,0,0,0,1
8876,2012/6/13 2:50:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:51:00,0,8,649.00,0.00,2,0,0,0
8876,2012/6/13 2:51:20,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:51:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:52:00,0,8,636.00,0.00,1,1,0,0
8876,2012/6/13 2:52:20,0,8,753.00,0.00,1,0,0,0
8876,2012/6/13 2:52:40,0,8,587.00,0.00,0,0,2,0
8876,2012/6/13 2:53:00,0,8,551.00,0.00,0,0,1,0
8876,2012/6/13 2:53:20,0,8,657.00,0.00,1,0,0,0
8876,2012/6/13 2:53:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:54:00,0,8,619.00,0.00,1,0,0,1
8876,2012/6/13 2:54:20,0,8,587.00,0.00,1,0,0,0
8876,2012/6/13 2:54:40,0,8,628.00,0.00,0,0,1,0
8876,2012/6/13 2:55:00,0,8,682.00,0.00,1,0,0,0
8876,2012/6/13 2:55:20,0,8,675.00,0.00,1,1,0,0
8876,2012/6/13 2:55:40,0,8,551.00,0.00,2,0,0,1
8876,2012/6/13 2:56:00,0,8,595.00,0.00,1,0,0,1
8876,2012/6/13 2:56:20,0,8,610.00,0.00,1,0,0,0
8876,2012/6/13 2:56:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:57:00,0,8,579.00,0.00,1,0,1,0
8876,2012/6/13 2:57:20,0,8,654.00,0.00,1,0,0,0
8876,2012/6/13 2:57:40,0,8,662.00,0.00,2,0,0,0
8876,2012/6/13 2:58:00,0,8,637.00,0.00,1,0,0,0
8876,2012/6/13 2:58:20,0,8,623.00,0.00,2,0,0,0
8876,2012/6/13 2:58:40,0,8,644.00,0.00,0,0,0,1
8876,2012/6/13 2:59:00,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 2:59:20,0,8,589.00,0.00,1,0,0,0
8876,2012/6/13 2:59:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:00:00,0,8,584.00,0.00,1,0,0,0
8876,2012/6/13 3:00:20,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:00:40,0,8,736.00,0.00,2,0,0,1
8876,2012/6/13 3:01:00,0,8,625.00,0.00,1,1,0,1
8876,2012/6/13 3:01:20,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:01:40,0,8,658.00,0.00,1,0,0,1
8876,2012/6/13 3:02:00,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:02:20,0,8,621.00,0.00,2,0,0,0
8876,2012/6/13 3:02:40,0,8,738.00,0.00,1,0,0,0
8876,2012/6/13 3:03:00,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:03:20,0,8,610.00,0.00,1,0,0,0
8876,2012/6/13 3:03:40,0,8,546.00,0.00,0,0,1,0
8876,2012/6/13 3:04:00,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:04:20,0,8,588.00,0.00,0,0,0,1
8876,2012/6/13 3:04:40,0,8,636.00,0.00,1,1,0,0
8876,2012/6/13 3:05:00,0,8,611.00,0.00,1,0,0,0
8876,2012/6/13 3:05:20,0,8,583.00,0.00,1,1,0,0
8876,2012/6/13 3:05:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:06:00,0,8,651.00,0.00,1,0,0,0
8876,2012/6/13 3:06:20,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:06:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:07:00,0,8,627.00,0.00,2,0,0,0
8876,2012/6/13 3:07:20,0,8,674.00,0.00,1,0,0,0
8876,2012/6/13 3:07:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:08:00,0,8,537.00,0.00,0,1,0,0
8876,2012/6/13 3:08:20,0,8,625.00,0.00,0,0,0,1
8876,2012/6/13 3:08:40,0,8,594.00,0.00,0,0,0,1
8876,2012/6/13 3:09:00,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:09:20,0,8,691.00,0.00,0,1,0,0
8876,2012/6/13 3:09:40,0,8,593.00,0.00,1,0,0,0
8876,2012/6/13 3:10:00,0,8,645.00,0.00,0,2,0,0
8876,2012/6/13 3:10:20,0,8,600.00,0.00,1,0,0,0
8876,2012/6/13 3:10:40,0,8,677.00,0.00,1,0,0,0
8876,2012/6/13 3:11:00,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:11:20,0,8,535.00,0.00,0,0,0,1
8876,2012/6/13 3:11:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:12:00,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:12:20,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:12:40,0,8,603.00,0.00,2,0,0,1
8876,2012/6/13 3:13:00,0,8,645.00,0.00,0,0,0,1
8876,2012/6/13 3:13:20,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:13:40,0,8,662.00,0.00,1,0,0,0
8876,2012/6/13 3:14:00,0,8,635.00,0.00,1,0,0,0
8876,2012/6/13 3:14:20,0,8,626.00,0.00,1,0,0,1
8876,2012/6/13 3:14:40,0,8,770.00,0.00,1,0,0,0
8876,2012/6/13 3:15:00,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:15:20,0,8,544.00,0.00,1,0,0,0
8876,2012/6/13 3:15:40,0,8,583.00,0.00,1,0,0,1
8876,2012/6/13 3:16:00,0,8,590.00,0.00,2,1,0,0
8876,2012/6/13 3:16:20,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:16:40,0,8,586.00,0.00,2,0,0,0
8876,2012/6/13 3:17:00,0,8,708.00,0.00,2,0,0,0
8876,2012/6/13 3:17:20,0,8,579.00,0.00,2,0,0,0
8876,2012/6/13 3:17:40,0,8,601.00,0.00,1,1,0,1
8876,2012/6/13 3:18:00,0,8,633.00,0.00,0,0,0,1
8889,2012/6/13 0:39:40,0,8,657.00,0.00,1,0,0,0
8889,2012/6/13 0:40:00,0,8,605.00,0.00,2,0,0,0
8889,2012/6/13 0:40:20,0,8,599.00,0.00,1,0,0,0
8889,2012/6/13 0:40:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:41:00,0,8,600.00,0.00,4,0,0,0
8889,2012/6/13 0:41:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:41:40,0,8,624.00,0.00,1,0,0,0
8889,2012/6/13 0:42:00,0,8,658.00,0.00,1,0,0,0
8889,2012/6/13 0:42:20,0,8,629.00,0.00,2,0,0,0
8889,2012/6/13 0:42:40,0,8,695.00,0.00,2,0,0,0
8889,2012/6/13 0:43:00,0,8,599.00,0.00,3,0,0,0
8889,2012/6/13 0:43:20,0,8,630.00,0.00,1,1,0,0
8889,2012/6/13 0:43:40,0,8,721.00,0.00,0,1,0,0
8889,2012/6/13 0:44:00,0,8,651.00,0.00,2,0,0,0
8889,2012/6/13 0:44:20,0,8,592.00,0.00,2,0,0,0
8889,2012/6/13 0:44:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:45:00,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:45:20,0,8,740.00,0.00,2,0,0,0
8889,2012/6/13 0:45:40,0,8,618.00,0.00,2,0,0,0
8889,2012/6/13 0:46:00,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:46:20,0,8,726.00,0.00,1,0,0,0
8889,2012/6/13 0:46:40,0,8,611.00,0.00,3,0,0,0
8889,2012/6/13 0:47:00,0,8,634.00,0.00,1,0,0,0
8889,2012/6/13 0:47:20,0,8,715.00,0.00,1,0,0,0
8889,2012/6/13 0:47:40,0,8,618.00,0.00,1,0,0,0
8889,2012/6/13 0:48:00,0,8,642.00,0.00,4,0,0,0
8889,2012/6/13 0:48:20,0,8,658.00,0.00,1,0,0,0
8889,2012/6/13 0:48:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:49:00,0,8,614.00,0.00,3,1,0,0
8889,2012/6/13 0:49:20,0,8,655.00,0.00,1,0,0,0
8889,2012/6/13 0:49:40,0,8,586.00,0.00,0,1,0,0
8889,2012/6/13 0:50:00,0,8,686.00,0.00,1,0,0,0
8889,2012/6/13 0:50:20,0,8,724.00,0.00,2,0,0,0
8889,2012/6/13 0:50:40,0,8,658.00,0.00,2,0,0,0
8889,2012/6/13 0:51:00,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:51:20,0,8,526.00,0.00,1,0,0,0
8889,2012/6/13 0:51:40,0,8,637.00,0.00,1,0,0,0
8889,2012/6/13 0:52:00,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:52:20,0,8,645.00,0.00,0,1,0,0
8889,2012/6/13 0:52:40,0,8,564.00,0.00,1,0,0,0
8889,2012/6/13 0:53:00,0,8,714.00,0.00,1,1,0,0
8889,2012/6/13 0:53:20,0,8,614.00,0.00,3,0,0,0
8889,2012/6/13 0:53:40,0,8,759.00,0.00,1,0,0,0
8889,2012/6/13 0:54:00,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:54:20,0,8,693.00,0.00,1,0,0,0
8889,2012/6/13 0:54:40,0,8,638.00,0.00,1,0,1,0
8889,2012/6/13 0:55:00,0,8,695.00,0.00,1,0,0,0
8889,2012/6/13 0:55:20,0,8,698.00,0.00,1,0,0,0
8889,2012/6/13 0:55:40,0,8,636.00,0.00,2,0,0,0
8889,2012/6/13 0:56:00,0,8,625.00,0.00,2,0,0,0
8889,2012/6/13 0:56:20,0,8,602.00,0.00,1,1,0,0
8889,2012/6/13 0:56:40,0,8,694.00,0.00,2,0,0,0
8889,2012/6/13 0:57:00,0,8,631.00,0.00,1,0,0,0
8889,2012/6/13 0:57:20,0,8,628.00,0.00,1,1,0,0
8889,2012/6/13 0:57:40,0,8,682.00,0.00,2,1,0,0
8889,2012/6/13 0:58:00,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:58:20,0,8,617.00,0.00,3,0,0,0
8889,2012/6/13 0:58:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:59:00,0,8,686.00,0.00,2,0,0,0
8889,2012/6/13 0:59:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 0:59:40,0,8,624.00,0.00,1,0,0,0
8889,2012/6/13 1:00:00,0,8,616.00,0.00,1,1,0,2
8889,2012/6/13 1:00:20,0,8,673.00,0.00,1,0,0,0
8889,2012/6/13 1:00:40,0,8,606.00,0.00,3,0,0,0
8889,2012/6/13 1:01:00,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:01:20,0,8,675.00,0.00,1,0,0,0
8889,2012/6/13 1:01:40,0,8,632.00,0.00,1,0,0,0
8889,2012/6/13 1:02:00,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:02:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:02:40,0,8,706.00,0.00,1,0,0,0
8889,2012/6/13 1:03:00,0,8,663.00,0.00,1,0,0,0
8889,2012/6/13 1:03:20,0,8,589.00,0.00,2,0,0,0
8889,2012/6/13 1:03:40,0,8,628.00,0.00,1,0,0,0
8889,2012/6/13 1:04:00,0,8,615.00,0.00,0,1,0,0
8889,2012/6/13 1:04:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:04:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:05:00,0,8,608.00,0.00,1,0,0,0
8889,2012/6/13 1:05:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:05:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:06:00,0,8,585.00,0.00,1,1,0,0
8889,2012/6/13 1:06:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:06:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:07:00,0,8,624.00,0.00,2,0,0,0
8889,2012/6/13 1:07:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:07:40,0,8,685.00,0.00,1,0,0,0
8889,2012/6/13 1:08:00,0,8,690.00,0.00,0,1,0,0
8889,2012/6/13 1:08:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:08:40,0,8,681.00,0.00,1,0,0,0
8889,2012/6/13 1:09:00,0,8,743.00,0.00,1,0,0,0
8889,2012/6/13 1:09:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:09:40,0,8,629.00,0.00,2,0,0,0
8889,2012/6/13 1:10:00,0,8,667.00,0.00,1,0,0,0
8889,2012/6/13 1:10:20,0,8,612.00,0.00,2,1,0,0
8889,2012/6/13 1:10:40,0,8,589.00,0.00,3,0,0,0
8889,2012/6/13 1:11:00,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:11:20,0,8,664.00,0.00,1,0,0,0
8889,2012/6/13 1:11:40,0,8,602.00,0.00,2,0,0,0
8889,2012/6/13 1:12:00,0,8,672.00,0.00,2,0,0,0
8889,2012/6/13 1:12:20,0,8,664.00,0.00,1,0,0,0
8889,2012/6/13 1:12:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:13:00,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:13:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:13:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:14:00,0,8,570.00,0.00,1,0,0,0
8889,2012/6/13 1:14:20,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:14:40,0,8,691.00,0.00,1,0,0,0
8889,2012/6/13 1:15:00,0,8,495.00,0.00,1,0,0,0
8889,2012/6/13 1:15:20,0,8,643.00,0.00,1,0,0,0
8889,2012/6/13 1:15:40,0,8,640.00,0.00,2,0,0,0
8889,2012/6/13 1:16:00,0,8,619.00,0.00,2,0,0,0
8889,2012/6/13 1:16:20,0,8,624.00,0.00,2,0,0,0
8889,2012/6/13 1:16:40,0,8,701.00,0.00,1,1,0,0
8889,2012/6/13 1:17:00,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:17:20,0,8,685.00,0.00,2,0,0,0
8889,2012/6/13 1:17:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:18:00,0,8,619.00,0.00,2,0,0,0
8889,2012/6/13 1:18:20,0,8,632.00,0.00,1,0,0,0
8889,2012/6/13 1:18:40,12,8,0.00,0.00,0,0,0,0
8889,2012/6/13 1:19:00,0,8,622.00,0.00,1,0,0,0
8876,2012/6/13 3:18:20,0,8,624.00,0.00,2,0,0,0
8876,2012/6/13 3:18:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:19:00,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:19:20,0,8,595.00,0.00,3,0,0,0
8876,2012/6/13 3:19:40,0,8,572.00,0.00,0,1,0,0
8876,2012/6/13 3:20:00,0,8,619.00,0.00,2,0,1,0
8876,2012/6/13 3:20:20,0,8,668.00,0.00,1,1,0,0
8876,2012/6/13 3:20:40,0,8,663.00,0.00,1,0,0,0
8876,2012/6/13 3:21:00,0,8,611.00,0.00,2,0,0,0
8876,2012/6/13 3:21:20,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:21:40,0,8,690.00,0.00,2,0,0,0
8876,2012/6/13 3:22:00,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:22:20,0,8,627.00,0.00,1,0,0,0
8876,2012/6/13 3:22:40,0,8,646.00,0.00,2,0,0,0
8876,2012/6/13 3:23:00,0,8,629.00,0.00,0,1,0,1
8876,2012/6/13 3:23:20,0,8,601.00,0.00,0,0,1,0
8876,2012/6/13 3:23:40,0,8,640.00,0.00,1,0,0,0
8876,2012/6/13 3:24:00,0,8,638.00,0.00,0,0,0,1
8876,2012/6/13 3:24:20,0,8,587.00,0.00,1,0,0,0
8876,2012/6/13 3:24:40,0,8,689.00,0.00,1,0,0,0
8876,2012/6/13 3:25:00,0,8,674.00,0.00,2,0,0,0
8876,2012/6/13 3:25:20,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:25:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:26:00,0,8,699.00,0.00,1,0,0,0
8876,2012/6/13 3:26:20,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:26:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:27:00,0,8,628.00,0.00,0,2,0,0
8876,2012/6/13 3:27:20,0,8,620.00,0.00,1,0,0,0
8876,2012/6/13 3:27:40,12,8,0.00,0.00,0,0,0,0
8876,2012/6/13 3:28:00,0,8,607.00,0.00,0,1,0,1
8876,2012/6/13 3:28:20,0,8,667.00,0.00,1,0,0,0
8876,2012/6/13 3:28:40,0,8,607.00,0.00,0,1,0,0
8876,2012/6/13 3:29:00,0,8,728.00,0.00,2,0,0,0
8876,2012/6/13 3:29:20,0,8,638.00,0.00,1,1,0,0
8876,2012/6/13 3:29:40,0,8,592.00,0.00,1,0,0,0
