REPORT,ACCTYPE,TIME,WEEKDAY,RDSURF,LIGHT,weather,deg_curv,pct_grad,AADT,trkpcts,mvmt,RURURB,MED_TYPE,MEDWID,LSHL_TYP,LSHL_TY2,LSHLDWID,LSHL_WD2,RSHL_TYP,RSHL_TY2,RSHLDWID,RSHL_WD2,SURF_TYP,SURF_TY2,lanewid,rdwy_wid,FUNC_CLS,sex,young,old,drink,truck,old_car
1,33,127,7,2.0,4.0,3,43.74,3.87,23213.0,3.75,0.17,U,O,350,A,A,4,8,C,A,0,8,A,A,13,52,52.0,0,0,0,0,0,1
2,33,2115,4,2.0,3.0,2,43.74,0.19,21132.0,0.0,0.15,U,O,350,A,A,4,8,A,A,10,8,A,A,12,48,52.0,1,0,0,0,0,1
1,33,1829,2,2.0,1.0,3,17.739999999999995,0.19,21132.0,0.0,0.31,U,O,350,A,A,4,8,A,A,10,8,A,A,16,48,52.0,0,1,0,0,0,0
2,33,1815,7,1.0,1.0,1,0.93,2.76,21132.0,0.0,0.23000000000000004,U,O,350,A,C,4,0,A,C,10,0,A,A,18,54,52.0,0,0,0,0,1,0
1,33,151,7,1.0,4.0,1,0.93,2.76,21132.0,0.0,0.23000000000000004,U,O,350,A,C,4,0,A,C,10,0,A,A,18,54,52.0,1,1,0,0,0,0
1,33,1431,1,2.0,1.0,3,0.93,5.0,74427.0,5.44,2.44,U,O,350,W,C,0,0,W,C,0,0,P,A,17,68,52.0,0,1,0,0,0,1
1,33,1457,3,1.0,1.0,1,0.93,3.5,74427.0,5.44,5.16,U,O,50,W,C,0,0,W,C,0,0,P,A,17,68,52.0,0,0,0,0,0,1
2,33,2355,7,1.0,6.0,5,0.0,3.5,74427.0,5.44,0.8100000000000002,U,O,50,W,C,0,0,W,C,0,0,P,A,17,68,52.0,1,0,0,0,0,1
2,33,1356,4,1.0,1.0,2,0.0,3.5,74427.0,5.44,0.8100000000000002,U,O,50,W,C,0,0,W,C,0,0,P,A,17,68,52.0,1,0,0,0,0,0
2,33,1457,3,1.0,1.0,1,0.0,3.5,74427.0,5.44,0.8100000000000002,U,O,50,W,C,0,0,W,C,0,0,P,A,17,68,52.0,1,0,0,0,0,0
1,33,1015,4,1.0,1.0,1,0.0,0.9399999999999998,74427.0,0.0,2.99,U,O,50,W,C,0,0,W,C,0,0,P,A,17,68,52.0,0,1,0,0,0,1
1,33,1245,2,1.0,1.0,1,0.0,0.9399999999999998,74427.0,0.0,2.44,U,O,50,W,C,0,0,W,C,0,0,P,A,17,68,52.0,1,0,0,1,0,0
1,33,1029,6,1.0,1.0,1,0.0,0.14,74427.0,0.0,12.5,U,O,50,W,C,0,0,W,C,0,0,P,A,17,68,52.0,0,0,0,0,0,0
2,33,1510,4,1.0,1.0,1,0.0,0.14,72714.0,0.0,9.019999999999998,U,O,50,W,C,0,0,W,C,0,0,P,A,17,68,52.0,1,1,0,0,0,0
1,33,843,2,2.0,1.0,1,0.0,0.22,72882.0,0.0,1.6,U,O,50,W,C,0,0,W,C,0,0,P,A,17,68,52.0,0,0,0,0,0,1
1,33,1052,1,2.0,1.0,3,0.95,3.8,30648.0,0.0,5.71,U,,0,A,,8,0,A,,8,0,A,,12,36,52.0,0,0,0,0,1,0
2,33,1420,7,1.0,1.0,1,0.0,3.16,20489.0,0.0,3.96,U,,0,A,,8,0,A,,8,0,A,,12,24,52.0,1,0,0,0,0,0
1,33,956,5,1.0,1.0,2,0.0,0.19,20489.0,0.0,8.53,U,,0,A,,8,0,A,,8,0,A,,12,24,52.0,0,0,0,0,0,0
1,33,2330,6,2.0,6.0,3,1.0,0.15,25023.0,0.0,6.03,R,,0,A,,8,0,A,,8,0,A,,12,24,43.0,1,0,0,0,1,0
2,33,1929,5,1.0,1.0,1,1.0,0.38,25023.0,0.0,6.03,R,,0,A,,8,0,A,,8,0,A,,12,24,43.0,0,1,0,0,0,0
1,33,918,1,1.0,1.0,2,0.0,0.0,23578.0,0.0,6.63,R,,0,A,,8,0,A,,8,0,A,,12,24,43.0,0,0,0,0,0,0
1,33,844,7,2.0,1.0,1,0.0,0.08,23578.0,0.0,0.6,U,,0,A,,8,0,A,,8,0,A,,12,24,53.0,0,1,0,0,0,1
2,33,206,7,1.0,6.0,1,0.0,0.48,21561.0,0.0,0.08,U,,0,A,,8,0,A,,7,0,A,,12,36,53.0,0,0,0,1,0,0
2,33,1119,6,1.0,1.0,1,1.08,0.48,25273.0,0.0,0.55,U,,0,C,,0,0,A,,6,0,A,,12,60,53.0,0,0,0,0,1,1
2,33,707,5,3.0,4.0,4,0.0,1.0,30530.0,0.0,0.11,U,,0,C,,0,0,C,,0,0,A,,14,56,53.0,1,1,0,0,0,0
1,33,442,7,2.0,4.0,2,0.0,2.44,18325.0,11.32,0.6,R,,0,A,,4,0,A,,6,0,A,,11,22,43.0,0,1,0,0,0,0
2,33,1735,1,1.0,1.0,1,1.0,1.57,18325.0,11.32,8.49,R,,0,A,,8,0,A,,8,0,A,,11,22,43.0,0,0,1,0,0,0
1,33,709,7,2.0,1.0,3,0.0,3.38,13899.0,0.0,1.27,U,,0,A,,8,0,A,,8,0,A,,12,24,53.0,0,0,0,0,0,1
1,33,1650,4,3.0,1.0,3,0.0,0.8299999999999998,11705.0,12.53,1.92,U,,0,A,,7,0,A,,7,0,A,,12,24,53.0,1,1,0,0,0,1
1,33,1509,3,1.0,1.0,1,0.0,4.21,7573.0,14.66,0.33,R,,0,C,,0,0,C,,0,0,A,,12,24,43.0,0,0,1,0,0,0
1,33,1450,5,1.0,1.0,1,2.0,0.1,6252.0,13.14,0.27,R,,0,A,,5,0,A,,5,0,A,,11,22,43.0,0,0,1,0,0,0
2,33,455,7,2.0,6.0,3,8.0,0.8299999999999998,6193.0,13.14,1.0600000000000005,R,,0,A,,3,0,A,,3,0,A,,11,22,43.0,1,0,0,1,0,0
1,33,1137,4,1.0,1.0,1,7.16,5.22,5899.0,12.69,0.71,R,,0,A,,4,0,A,,4,0,A,,12,24,43.0,0,1,0,0,0,0
1,33,118,1,3.0,6.0,4,0.0,1.99,5144.0,12.69,0.71,R,,0,A,,4,0,A,,4,0,A,,12,24,43.0,0,0,0,0,0,0
1,33,657,5,4.0,1.0,1,3.18,0.39,6237.0,13.63,0.61,R,,0,A,,8,0,A,,8,0,A,,12,24,43.0,0,0,0,0,0,0
1,33,2238,6,3.0,6.0,4,4.0,0.34,6050.0,13.38,0.64,R,,0,A,,4,0,A,,4,0,A,,11,22,43.0,0,1,0,0,0,0
1,33,940,1,3.0,1.0,4,4.0,0.97,5594.0,11.69,0.25,R,,0,A,,4,0,,,0,0,A,,11,22,43.0,1,0,0,0,0,0
1,33,1057,6,4.0,1.0,1,0.0,4.509999999999999,4949.0,10.29,1.66,R,,0,A,,4,0,A,,4,0,A,,12,24,43.0,0,0,0,0,0,0
1,33,2115,6,3.0,6.0,4,3.0,0.4,5014.0,13.38,0.26,R,,0,A,,3,0,A,,3,0,A,,11,22,43.0,1,0,0,0,0,0
1,33,708,6,2.0,1.0,1,0.0,1.15,4961.0,13.38,0.27,R,,0,A,,6,0,,,0,0,A,,12,36,42.0,0,0,0,0,0,0
2,33,850,7,3.0,1.0,4,0.0,1.15,4961.0,13.38,0.27,R,,0,A,,6,0,,,0,0,A,,12,36,42.0,0,1,0,0,0,1
2,33,905,5,4.0,1.0,1,0.0,3.42,4961.0,13.38,0.07000000000000002,R,,0,W,,0,0,W,,0,0,A,,16,49,42.0,1,0,0,0,0,0
1,33,1901,2,2.0,6.0,1,3.37,5.71,4961.0,13.38,0.58,R,,0,A,,6,0,A,,6,0,A,,12,36,42.0,0,0,0,0,0,0
1,33,2300,4,1.0,6.0,1,9.35,4.1,5013.0,13.38,0.02,R,A,20,,,0,0,A,W,6,0,A,A,14,42,42.0,0,0,0,0,0,0
1,33,1235,5,3.0,1.0,3,0.0,6.13,5013.0,13.38,0.53,R,A,4,,,0,0,A,A,6,7,A,A,12,48,43.0,1,0,0,0,0,0
2,33,1835,1,3.0,3.0,4,2.6,6.24,5013.0,13.38,0.4600000000000001,R,A,4,,,0,0,A,A,6,17,A,A,12,48,43.0,1,1,0,0,0,1
1,33,1235,6,1.0,1.0,1,1.5,0.32,3951.0,8.89,0.12,R,,0,A,,4,0,A,,33,0,A,,12,24,43.0,0,0,0,0,1,0
2,33,1930,3,1.0,6.0,1,6.0,3.13,3951.0,8.89,0.52,R,,0,A,,4,0,A,,4,0,A,,12,24,43.0,1,0,0,0,0,0
2,33,1510,2,1.0,1.0,1,0.0,0.35,4069.0,12.15,0.31,R,,0,A,,7,0,A,,7,0,A,,12,24,43.0,1,0,0,0,0,0
1,33,1935,5,4.0,6.0,1,3.0,0.35,4069.0,12.15,0.33,R,,0,A,,3,0,A,,8,0,A,,12,24,43.0,1,0,0,0,0,1
1,33,1330,3,2.0,1.0,2,6.0,0.11,5040.0,15.19,1.16,R,,0,A,,4,0,A,,4,0,A,,12,24,43.0,0,0,0,0,0,0
1,33,1748,5,3.0,1.0,4,0.0,1.4,5040.0,15.19,1.16,R,,0,A,,4,0,A,,4,0,A,,12,24,43.0,0,0,0,0,1,0
1,33,1754,5,1.0,1.0,2,0.0,0.03,5040.0,15.19,1.47,R,,0,A,,4,0,A,,4,0,A,,12,24,43.0,0,0,0,1,0,0
2,33,1825,6,1.0,1.0,1,1.5,5.92,11277.0,13.75,3.58,R,,0,A,,4,0,A,,4,0,A,,12,24,43.0,0,0,0,1,0,0
1,33,345,6,1.0,4.0,1,5.0,0.04,11277.0,13.75,3.58,R,,0,A,,4,0,A,,4,0,A,,12,24,43.0,1,0,0,0,0,1
1,33,1205,4,1.0,1.0,1,0.0,0.05,14042.0,13.220000000000002,4.5600000000000005,R,A,14,,,0,0,A,A,10,10,A,A,12,48,42.0,0,0,0,0,0,0
2,33,1624,2,1.0,1.0,1,1.0,0.27,14042.0,13.220000000000002,0.15,R,A,14,,,0,0,A,A,10,10,A,A,12,48,42.0,1,0,0,0,1,0
1,33,1327,3,4.0,1.0,4,5.5,0.27,15347.0,13.220000000000002,0.9,R,A,14,,,0,0,A,A,10,10,A,A,12,48,42.0,0,0,0,0,0,0
1,33,1255,3,3.0,1.0,4,6.0,1.08,15347.0,13.220000000000002,2.3000000000000003,R,A,14,,,0,0,A,A,10,10,A,A,12,48,42.0,0,0,0,0,0,0
1,33,215,2,1.0,6.0,1,3.5,0.33,14751.0,13.220000000000002,3.02,R,A,15,,,0,0,A,A,10,10,A,A,12,48,42.0,1,1,0,0,0,0
1,33,1447,5,1.0,1.0,2,1.5,1.6599999999999997,20737.0,11.4,2.65,R,A,15,,,0,0,A,A,10,10,A,A,12,48,42.0,0,0,0,1,0,1
2,33,1410,2,1.0,1.0,1,1.0,0.57,20737.0,11.4,1.0600000000000005,U,A,15,,,0,0,A,A,10,10,A,A,12,48,52.0,1,0,0,0,0,0
3,33,1230,4,1.0,1.0,1,1.0,0.57,20737.0,11.4,0.53,U,A,15,,,0,0,A,A,10,10,A,A,12,48,52.0,1,0,1,0,0,1
1,33,735,6,1.0,1.0,1,1.0,0.57,20737.0,11.4,0.53,U,A,15,,,0,0,A,A,10,10,A,A,12,48,52.0,0,1,0,1,0,0
2,33,1739,7,2.0,1.0,2,0.0,5.0,20737.0,11.4,1.14,U,A,15,,,0,0,A,A,10,10,A,A,12,48,52.0,0,1,0,0,0,0
1,33,240,2,1.0,4.0,1,2.0,0.14,17961.0,9.980000000000002,0.52,U,A,15,,,0,0,A,A,10,10,A,A,12,48,52.0,0,0,0,0,0,0
1,33,1746,6,4.0,6.0,1,0.0,0.65,20613.0,11.4,0.38,U,A,10,,,0,0,A,A,10,10,A,A,12,48,52.0,0,0,0,0,0,1
1,33,1805,2,1.0,6.0,1,2.5,5.29,7291.0,18.54,3.19,U,,0,A,,4,0,A,,4,0,A,,12,24,53.0,0,0,0,0,0,0
2,33,1620,6,1.0,1.0,1,0.0,2.85,6718.0,17.66,0.91,R,,0,A,,9,0,A,,7,0,A,,12,36,43.0,0,0,0,0,1,0
1,33,450,4,3.0,6.0,1,9.26,3.5,1575.0,17.91,0.37,R,,0,A,,6,0,,,0,0,A,,12,24,43.0,0,0,0,0,0,1
3,33,615,1,1.0,9.0,1,0.0,1.5,772.0,23.3,0.13,R,,0,B,,8,0,B,,8,0,B,,12,24,43.0,1,0,0,1,0,1
1,33,700,7,1.0,9.0,0,10.0,0.54,2274.0,26.78,0.33,R,,0,B,,7,0,B,,7,0,B,,12,24,43.0,0,1,0,0,0,1
1,33,1300,7,9.0,1.0,0,0.0,0.26,3007.0,22.37,1.13,R,,0,A,,7,0,A,,7,0,A,,12,24,43.0,1,1,0,0,0,0
1,33,1344,1,1.0,1.0,2,0.0,1.45,5889.0,22.37,0.04,R,,0,C,,0,0,C,,0,0,A,,38,76,43.0,0,0,1,0,0,0
1,33,1544,5,3.0,3.0,6,0.8,3.53,4625.0,14.33,0.44,R,,0,A,,10,0,A,,10,0,A,,12,24,42.0,0,1,0,0,0,1
2,33,224,2,1.0,6.0,1,0.0,0.17,6287.0,12.66,0.87,R,,0,A,,7,0,A,,7,0,A,,12,24,43.0,0,1,0,0,0,1
2,33,710,3,1.0,2.0,1,0.0,0.38,16105.0,4.719999999999999,0.06,U,A,9,,,0,0,A,A,8,8,A,A,12,36,53.0,0,1,0,0,0,0
1,33,654,5,3.0,1.0,4,0.0,0.38,16105.0,4.719999999999999,3.06,U,A,21,,,0,0,A,A,9,9,A,A,12,48,53.0,0,0,0,0,0,1
1,33,2152,5,1.0,4.0,1,0.0,0.19,19528.0,13.720000000000002,0.93,U,,0,C,,0,0,C,,0,0,A,,14,56,53.0,0,0,0,0,0,0
2,33,1848,1,1.0,4.0,1,0.0,0.19,20129.0,13.720000000000002,0.88,U,,0,C,,0,0,C,,0,0,A,,14,56,53.0,0,0,0,0,0,1
1,33,129,7,2.0,4.0,3,0.0,0.9399999999999998,20129.0,13.720000000000002,0.8100000000000002,U,,0,C,,0,0,C,,0,0,A,,14,56,53.0,0,0,0,1,0,0
1,33,129,7,2.0,4.0,3,0.0,0.9399999999999998,20129.0,13.720000000000002,0.8100000000000002,U,,0,C,,0,0,C,,0,0,A,,14,56,53.0,0,0,0,1,0,0
1,33,850,4,1.0,1.0,1,0.0,0.68,23538.0,13.720000000000002,0.6,U,,0,A,,9,0,A,,9,0,A,,12,48,53.0,0,0,0,0,0,0
1,33,731,7,1.0,1.0,1,0.0,0.38,28319.0,13.720000000000002,3.1,U,A,23,,,0,0,A,A,9,9,A,A,12,48,53.0,0,0,0,0,0,0
1,33,1440,2,1.0,1.0,1,0.0,1.22,28319.0,13.720000000000002,7.860000000000001,U,A,23,,,0,0,A,A,9,9,A,A,12,48,53.0,0,0,1,0,0,1
2,33,2135,7,1.0,4.0,1,3.0,3.0,27239.0,13.720000000000002,1.29,U,S,41,A,A,4,4,A,A,9,9,A,A,12,48,52.0,0,1,0,0,0,0
1,33,1343,3,2.0,1.0,3,0.0,7.51,24951.0,2.88,0.27,U,,0,C,,0,0,C,,0,0,A,,17,52,53.0,1,1,0,0,0,0
1,33,1107,3,1.0,1.0,1,0.0,2.5,24951.0,2.88,0.36,U,,0,C,,0,0,C,,0,0,A,,19,56,53.0,0,1,0,0,1,0
1,33,1234,4,1.0,1.0,1,10.4,0.0,21260.0,6.79,1.32,U,,0,C,,0,0,C,,0,0,A,,13,40,53.0,0,0,0,1,0,0
1,33,1944,3,4.0,4.0,1,10.4,0.0,21260.0,3.35,0.62,U,,0,C,,0,0,C,,0,0,A,,13,52,53.0,0,1,0,0,0,0
1,33,2209,6,1.0,4.0,1,0.0,0.0,21260.0,3.35,1.16,U,,0,C,,0,0,C,,0,0,A,,13,40,53.0,0,0,0,0,0,0
2,33,126,1,1.0,4.0,1,0.0,0.0,43100.0,3.38,0.94,U,P,11,,,0,0,C,C,0,0,A,A,11,68,53.0,0,0,1,0,0,1
2,33,2128,1,1.0,4.0,1,0.0,1.26,43100.0,3.38,0.79,U,P,11,,,0,0,C,C,0,0,A,A,11,68,53.0,1,0,0,0,0,1
1,33,705,7,4.0,2.0,2,0.0,0.71,39861.0,3.44,0.44,U,P,11,,,0,0,C,C,0,0,A,A,11,80,53.0,1,1,0,0,0,0
1,33,721,3,1.0,1.0,1,0.0,0.74,38777.0,3.12,0.99,U,,0,C,,0,0,C,,0,0,A,,14,85,53.0,0,0,0,0,1,0
1,33,147,6,1.0,4.0,2,10.89,0.76,16978.0,3.4900000000000007,0.37,U,A,16,,,0,0,C,A,0,10,A,A,12,48,53.0,0,1,0,1,0,1
1,33,1802,5,1.0,1.0,1,0.0,1.27,23513.0,3.2400000000000007,0.86,U,,0,C,,0,0,A,,8,0,A,,18,70,53.0,1,1,0,0,0,0
1,33,1015,6,1.0,1.0,1,0.5,0.1,23017.0,3.2400000000000007,0.17,U,,0,A,,8,0,A,,8,0,A,,16,62,53.0,0,1,0,0,0,1
1,33,700,2,2.0,1.0,3,0.0,5.05,23551.0,3.2400000000000007,0.43,U,A,10,,,0,0,A,A,8,8,A,A,12,47,53.0,1,0,0,0,0,1
1,33,20,5,1.0,6.0,1,3.01,2.05,23551.0,3.2400000000000007,0.86,U,A,14,,,0,0,A,A,8,8,A,A,12,48,53.0,0,0,0,1,0,0
1,33,1055,3,2.0,1.0,3,0.5,0.69,22129.0,4.75,1.37,U,S,20,A,A,4,4,A,A,10,10,A,A,12,48,52.0,0,0,0,0,0,1
1,33,1148,5,3.0,1.0,4,0.5,0.69,22129.0,4.75,1.29,U,S,20,A,A,4,4,A,A,10,10,A,A,12,48,52.0,0,0,0,0,0,1
1,33,1610,3,1.0,1.0,1,0.0,0.04,16620.0,3.2400000000000007,5.4,R,S,60,A,A,4,4,A,A,10,10,A,A,12,48,42.0,0,0,0,0,0,0
1,33,444,6,1.0,6.0,1,1.2,3.5,10184.0,12.200000000000005,3.79,R,,0,A,,8,0,A,,4,0,A,,12,24,43.0,1,0,0,0,0,0
1,33,1908,1,4.0,6.0,2,0.0,4.38,9472.0,12.200000000000005,2.25,R,,0,A,,3,0,A,,7,0,A,,12,24,43.0,0,0,1,0,0,1
1,33,1100,5,1.0,1.0,1,1.2,4.68,4795.0,15.13,2.85,R,,0,A,,8,0,A,,8,0,A,,12,24,43.0,0,0,1,0,0,0
2,33,1051,7,1.0,1.0,2,0.0,1.15,4521.0,14.16,0.08,R,,0,C,,0,0,C,,0,0,A,,21,42,43.0,0,0,0,0,0,0
1,33,2327,4,1.0,4.0,2,0.0,0.0,22403.0,3.62,0.25,U,,0,C,,0,0,C,,0,0,A,,14,41,53.0,1,0,0,1,0,0
1,33,409,5,1.0,4.0,2,0.0,0.0,22403.0,3.62,0.25,U,,0,C,,0,0,C,,0,0,A,,14,41,53.0,0,0,0,0,0,0
1,33,25,4,1.0,4.0,1,0.0,0.0,22403.0,3.62,0.16,U,,0,C,,0,0,C,,0,0,A,,12,37,53.0,1,1,0,0,0,0
1,33,1400,4,1.0,1.0,1,0.0,0.0,19485.0,0.0,0.85,U,,0,C,,0,0,C,,0,0,A,,17,50,53.0,0,0,0,0,1,0
1,33,2030,6,1.0,4.0,1,0.0,0.0,19485.0,0.0,0.5,U,,0,C,,0,0,C,,0,0,A,,13,50,53.0,0,0,0,0,0,0
1,33,110,2,1.0,4.0,1,0.0,0.0,22013.0,3.29,0.88,U,,0,C,,0,0,C,,0,0,A,,12,36,53.0,0,0,0,0,0,1
1,33,2258,5,1.0,4.0,1,0.0,0.0,22013.0,3.29,0.4,U,,0,C,,0,0,C,,0,0,A,,15,60,53.0,0,1,0,0,0,1
2,33,2,4,2.0,6.0,1,4.33,2.0,12354.0,0.0,0.14,U,,0,A,,5,0,A,,5,0,A,,12,23,53.0,0,0,0,0,0,0
1,33,200,7,9.0,9.0,0,4.009999999999999,0.41,13364.0,0.0,0.15,U,,0,C,,0,0,C,,0,0,A,,20,40,53.0,0,1,0,0,0,0
1,33,1700,5,2.0,1.0,3,1.37,1.0,6679.0,11.22,1.37,R,,0,A,,4,0,A,,4,0,A,,12,24,43.0,1,0,0,0,0,1
2,33,2315,2,1.0,6.0,1,0.0,1.0,6679.0,11.22,2.34,R,,0,A,,4,0,A,,4,0,A,,11,22,43.0,1,0,0,0,0,0
2,33,2312,2,1.0,6.0,1,0.0,0.88,8454.0,10.130000000000004,0.83,R,,0,A,,4,0,A,,4,0,A,,12,24,43.0,0,0,0,1,0,0
1,33,1252,1,2.0,1.0,9,0.0,5.1,10199.0,9.35,0.52,R,,0,A,,4,0,A,,4,0,A,,12,24,43.0,0,0,0,0,0,1
2,33,2154,7,2.0,6.0,3,0.0,3.04,15630.0,10.130000000000004,0.63,R,,0,A,,6,0,A,,4,0,A,,11,22,43.0,0,0,0,1,0,0
1,33,1746,2,1.0,1.0,1,0.0,5.0,16418.0,10.130000000000004,4.19,R,,0,A,,3,0,A,,3,0,A,,12,24,43.0,0,0,0,0,0,1
1,33,1030,7,1.0,1.0,1,2.86,1.12,14618.0,6.63,0.05,U,O,6,W,A,0,5,W,A,0,8,P,A,18,36,52.0,0,1,0,0,0,0
2,33,728,1,1.0,1.0,2,0.0,0.2,69776.0,5.59,1.27,U,A,6,,,0,0,A,A,10,3,A,A,14,83,52.0,1,0,0,0,0,0
1,33,1608,5,1.0,1.0,1,0.0,0.2,69776.0,5.59,29.8,U,A,6,,,0,0,A,A,6,8,A,A,12,48,52.0,1,0,0,0,0,0
2,33,1338,3,2.0,1.0,3,4.0,0.24,69776.0,5.59,29.8,U,A,6,,,0,0,A,A,6,8,A,A,12,48,52.0,0,1,0,0,1,0
2,33,1556,4,1.0,1.0,2,0.0,0.0,69776.0,5.59,29.8,U,A,6,,,0,0,A,A,6,8,A,A,12,48,52.0,0,0,0,0,0,1
1,33,504,5,4.0,4.0,2,5.0,0.0,70539.0,9.61,1.29,U,A,6,,,0,0,A,A,6,8,A,A,12,48,52.0,0,0,0,0,0,0
1,33,420,5,4.0,6.0,1,5.0,0.0,70539.0,9.61,1.29,U,A,6,,,0,0,A,A,6,8,A,A,12,48,52.0,0,0,0,0,0,0
1,33,511,5,4.0,4.0,2,5.0,0.0,70539.0,9.61,1.29,U,A,6,,,0,0,A,A,6,8,A,A,12,48,52.0,0,0,0,0,0,0
1,33,229,5,4.0,6.0,1,5.0,0.0,70539.0,9.61,1.29,U,A,6,,,0,0,A,A,6,8,A,A,12,48,52.0,1,0,0,0,0,1
1,33,355,5,4.0,4.0,1,4.77,7.83,46229.0,9.230000000000002,1.1799999999999995,U,A,14,,,0,0,A,A,10,16,A,A,13,40,52.0,0,1,0,0,0,0
1,33,420,3,2.0,4.0,3,0.0,2.23,44009.0,9.61,0.32,U,A,22,,,0,0,A,A,10,10,A,A,12,48,52.0,1,1,0,0,0,0
1,33,1910,7,2.0,6.0,2,0.0,4.530000000000001,39331.0,8.92,1.15,U,A,22,,,0,0,A,A,10,10,A,A,12,48,52.0,0,0,0,0,0,0
1,33,1349,4,1.0,1.0,1,0.0,3.9300000000000006,56535.0,7.55,4.33,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,52.0,0,0,0,0,0,0
1,33,1623,5,1.0,1.0,2,0.0,2.9,56535.0,9.61,4.75,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,52.0,0,1,0,0,0,1
1,33,705,7,2.0,9.0,3,0.0,3.45,52912.0,7.74,10.43,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,52.0,0,1,0,1,0,0
1,33,2246,6,1.0,4.0,1,0.0,3.45,52912.0,7.74,10.43,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,52.0,1,1,0,0,0,0
1,33,44,7,1.0,6.0,2,2.98,0.52,50281.0,7.730000000000001,6.24,U,S,50,A,A,4,4,A,A,10,10,A,A,12,48,52.0,0,1,0,0,0,0
2,33,103,3,1.0,6.0,1,0.0,0.57,55395.0,7.5,5.86,U,S,50,A,A,4,4,A,A,10,10,A,A,12,48,52.0,1,0,0,1,0,0
1,33,2049,3,1.0,6.0,1,0.0,1.16,55395.0,9.61,12.13,U,S,50,A,A,4,4,A,A,10,10,A,A,12,48,52.0,0,0,0,0,0,1
1,33,1334,7,2.0,1.0,3,2.86,1.0,38665.0,8.45,2.54,U,S,68,A,A,4,4,A,A,10,10,A,A,12,48,52.0,0,0,0,0,0,0
1,33,706,2,2.0,1.0,3,0.0,0.22,52839.0,9.61,1.74,U,S,40,A,A,4,4,A,A,10,10,A,A,12,72,52.0,0,1,0,0,0,0
1,33,1840,4,1.0,1.0,1,0.0,2.43,44092.0,9.61,3.06,U,S,48,A,A,4,4,A,A,10,10,A,A,12,72,52.0,0,0,0,1,0,0
1,33,1605,5,1.0,1.0,1,0.0,1.32,35644.0,9.61,0.78,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,52.0,0,0,0,0,0,0
1,33,1554,3,1.0,1.0,1,0.0,0.5,41533.0,9.61,13.34,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,52.0,0,1,0,0,0,0
1,33,1622,5,1.0,1.0,1,1.79,0.5,30916.0,9.61,1.92,U,S,38,A,A,4,4,A,A,10,10,A,A,12,48,52.0,0,1,0,0,0,1
3,33,730,3,8.0,2.0,1,0.0,0.5,30916.0,9.61,0.9,U,S,38,A,A,15,4,A,A,11,10,A,A,12,36,52.0,0,0,0,0,0,0
1,33,700,4,1.0,2.0,1,0.0,1.52,15080.0,9.61,0.17,R,,0,A,,8,0,A,,8,0,A,,12,24,43.0,0,0,0,0,1,1
1,33,1255,2,1.0,1.0,1,4.09,0.55,2729.0,26.95,0.28,R,,0,A,,8,0,A,,8,0,B,,12,24,43.0,1,0,1,0,0,0
2,33,1558,3,1.0,1.0,1,0.0,0.49,3582.0,18.5,0.09,R,,0,A,,4,0,A,,4,0,B,,12,24,43.0,0,0,0,0,0,1
1,33,913,3,1.0,1.0,2,7.0,5.0,3582.0,18.5,0.08,R,,0,A,,1,0,A,,2,0,B,,11,22,43.0,0,0,0,0,0,0
2,33,2133,6,2.0,6.0,2,0.95,0.32,3582.0,18.5,0.01,R,,0,A,,9,0,A,,9,0,B,,11,22,43.0,0,0,0,0,0,0
2,33,2212,3,2.0,6.0,3,0.0,0.16,3582.0,18.5,1.46,R,,0,A,,5,0,A,,4,0,B,,12,23,43.0,1,1,0,0,0,1
3,33,1850,2,1.0,6.0,1,6.0,0.26,3582.0,18.5,0.09,R,,0,A,,3,0,A,,3,0,A,,11,22,43.0,0,0,0,0,1,0
1,33,957,1,1.0,1.0,1,0.5,0.37,17285.0,19.28,0.44,U,,0,C,,0,0,C,,0,0,A,,16,64,53.0,0,0,0,0,0,0
1,33,1523,7,2.0,1.0,3,0.0,0.22,17825.0,2.54,0.07000000000000002,U,,0,C,,0,0,C,,0,0,A,,16,64,53.0,1,1,0,0,0,1
1,33,2115,2,1.0,4.0,1,0.0,0.05,19619.0,2.54,0.07000000000000002,U,,0,C,,0,0,C,,0,0,A,,19,76,53.0,0,1,0,0,0,0
1,33,819,5,4.0,1.0,1,0.0,3.5699999999999994,19019.0,2.54,1.46,U,A,4,,,0,0,C,C,0,0,P,P,13,52,53.0,0,1,0,0,0,1
1,33,2105,7,1.0,4.0,1,0.0,0.96,3832.0,2.54,0.01,U,,0,C,,0,0,C,,0,0,A,,15,44,53.0,1,1,0,0,0,0
1,33,2225,6,1.0,4.0,1,0.0,2.51,17337.0,2.3599999999999994,0.13,U,,0,C,,0,0,C,,0,0,A,,14,56,53.0,1,0,1,0,0,0
2,33,1331,7,2.0,1.0,2,0.0,2.32,124290.0,7.7,10.43,U,O,28,C,C,0,0,C,C,0,0,A,A,13,78,51.0,0,0,0,0,0,1
