REPORT,ACCTYPE,TIME,WEEKDAY,RDSURF,LIGHT,weather,deg_curv,pct_grad,AADT,trkpcts,mvmt,RURURB,MED_TYPE,MEDWID,LSHL_TYP,LSHL_TY2,LSHLDWID,LSHL_WD2,RSHL_TYP,RSHL_TY2,RSHLDWID,RSHL_WD2,SURF_TYP,SURF_TY2,lanewid,rdwy_wid,FUNC_CLS,sex,young,old,drink,truck,old_car
1,33,20,4,1.0,4.0,01,0.0,0.15,75416.0,5.61,1.38,U,P,22,,,0,0,P,P,12,12,P,P,12,72,51.0,0,0,0,0,0,0
1,33,850,3,3.0,1.0,04,0.0,0.15,75416.0,5.61,0.28,U,P,22,,,0,0,P,P,12,12,P,P,12,72,51.0,1,0,0,0,0,1
1,33,338,1,3.0,4.0,04,0.0,0.15,85913.0,5.61,1.88,U,P,22,,,0,0,P,P,12,12,P,P,12,72,51.0,0,0,0,0,0,0
2,33,1433,6,1.0,1.0,02,0.0,0.15,85913.0,5.61,1.25,U,P,22,,,0,0,P,P,12,12,P,P,12,72,51.0,1,0,0,0,0,0
1,33,333,4,1.0,4.0,01,0.0,0.15,85913.0,5.61,5.33,U,P,22,,,0,0,P,P,12,12,P,P,12,72,51.0,0,0,0,0,0,0
2,33,931,6,1.0,1.0,01,0.0,0.15,85913.0,5.61,5.33,U,P,22,,,0,0,P,P,12,12,P,P,12,72,51.0,1,1,0,0,0,0
1,33,820,1,1.0,1.0,01,0.0,0.15,85913.0,5.61,5.33,U,P,22,,,0,0,P,P,12,12,P,P,12,72,51.0,0,0,0,0,0,0
1,33,1920,6,3.0,4.0,04,1.0,0.5,85913.0,5.61,9.41,U,P,22,,,0,0,P,P,12,12,P,P,12,84,51.0,1,1,0,0,0,1
2,33,1724,5,1.0,1.0,01,0.0,0.5,76294.0,11.22,7.8,U,P,22,,,0,0,P,P,12,12,P,P,12,84,51.0,0,0,1,0,0,1
1,33,1700,2,3.0,6.0,04,0.0,0.5,76294.0,11.22,7.8,U,P,22,,,0,0,P,P,12,12,P,P,12,84,51.0,1,0,0,0,0,0
1,33,1415,1,3.0,1.0,02,0.0,0.5,76294.0,11.22,7.8,U,P,22,,,0,0,P,P,12,12,P,P,12,84,51.0,1,1,0,0,0,0
1,33,402,6,1.0,4.0,01,0.0,0.25,76294.0,11.22,7.8,U,P,22,,,0,0,P,P,12,12,P,P,12,84,51.0,0,0,0,0,0,0
1,33,650,2,3.0,1.0,01,0.0,0.03,76294.0,5.61,0.84,U,P,22,,,0,0,P,P,12,12,P,P,12,84,51.0,0,0,0,0,0,0
1,33,1708,4,4.0,4.0,01,0.0,0.01,82816.0,5.61,0.3,U,P,22,,,0,0,P,P,12,10,P,P,12,84,51.0,1,0,0,0,0,0
1,33,1615,4,4.0,4.0,06,0.0,0.01,82816.0,5.61,1.21,U,P,22,,,0,0,P,P,12,10,P,P,12,72,51.0,1,0,0,0,0,0
1,33,840,3,3.0,1.0,04,0.0,0.01,82816.0,5.61,7.25,U,P,22,,,0,0,P,P,12,10,P,P,12,72,51.0,0,0,0,0,0,0
1,33,834,3,3.0,1.0,04,0.0,0.01,82816.0,5.61,7.25,U,P,22,,,0,0,P,P,12,10,P,P,12,72,51.0,1,0,0,0,0,0
2,33,1752,2,1.0,1.0,01,0.0,0.01,82816.0,5.61,7.25,U,P,22,,,0,0,P,P,12,10,P,P,12,72,51.0,0,0,0,0,1,0
1,33,1415,3,1.0,1.0,01,0.0,1.71,82816.0,5.61,1.21,U,P,22,,,0,0,A,A,10,10,P,P,12,72,51.0,0,0,1,0,0,0
2,33,2115,2,3.0,4.0,04,0.0,1.71,82816.0,5.61,8.16,U,P,22,,,0,0,A,A,10,10,P,P,12,72,51.0,1,0,0,0,0,1
1,33,1015,7,3.0,1.0,04,0.0,0.4699999999999999,70300.0,8.11,19.240000000000006,U,P,22,,,0,0,A,A,10,10,P,P,12,72,51.0,1,0,0,0,0,0
1,33,2036,6,1.0,6.0,01,0.0,0.4,70300.0,8.11,19.240000000000006,U,P,22,,,0,0,A,A,10,10,P,P,12,72,51.0,0,1,0,0,0,1
1,33,629,7,1.0,1.0,01,0.0,0.4,70300.0,8.11,19.240000000000006,U,P,22,,,0,0,A,A,10,10,P,P,12,72,51.0,0,1,0,0,0,0
1,33,833,1,1.0,1.0,01,0.0,0.4,70300.0,8.11,19.240000000000006,U,P,22,,,0,0,A,A,10,10,P,P,12,72,51.0,0,0,1,0,0,0
1,33,1824,5,1.0,1.0,01,0.0,0.4,70300.0,8.11,19.240000000000006,U,P,22,,,0,0,A,A,10,10,P,P,12,72,51.0,0,1,0,0,0,0
2,33,2315,4,4.0,6.0,03,0.0,0.4,70300.0,8.11,19.240000000000006,U,P,22,,,0,0,A,A,10,10,P,P,12,72,51.0,1,1,0,0,0,0
1,33,1755,4,1.0,1.0,01,0.0,0.12,70300.0,5.61,3.34,U,S,30,A,A,4,4,A,A,10,10,A,A,12,48,51.0,0,1,0,0,0,1
1,33,222,6,1.0,4.0,01,0.0,0.42,70300.0,5.61,5.13,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,0,1,0,1,0,1
1,33,721,5,4.0,1.0,01,0.0,0.42,70300.0,5.61,3.85,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,0,0,0,0
1,33,710,5,4.0,1.0,04,0.0,0.42,63638.0,5.61,0.4600000000000001,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,1,0,0,0,1
1,33,1723,5,1.0,1.0,01,0.0,0.21,63638.0,5.61,7.67,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,0,1,0,0,0,0
1,33,930,7,3.0,1.0,04,0.0,0.21,63638.0,5.61,7.67,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,0,0,0,0
1,33,730,3,3.0,1.0,04,2.0,0.21,63638.0,5.61,4.18,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,0,1,0,0,0,1
1,33,1610,7,3.0,1.0,04,2.0,0.21,63638.0,5.61,4.18,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,0,1,0,0,0,0
1,33,1325,1,1.0,1.0,01,2.0,0.21,63638.0,5.61,4.18,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,0,0,0,0,0,1
1,33,530,3,2.0,1.0,03,0.0,0.12,65945.0,5.61,5.05,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,1,0,0,0
1,33,618,5,3.0,4.0,04,0.0,0.3,65945.0,5.61,5.05,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,0,0,0,1
1,33,1801,4,1.0,1.0,01,0.0,0.3,65945.0,5.61,5.05,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,0,0,0,1
1,33,1020,2,1.0,1.0,01,0.0,0.3,65945.0,5.61,5.54,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,1,0,0,0
1,33,1355,7,4.0,1.0,04,1.5,0.3,65945.0,5.61,2.89,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,0,0,0,1
1,33,255,7,1.0,5.0,01,1.5,0.3,65945.0,5.61,1.2,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,0,1,0,0,0,0
2,33,905,3,1.0,1.0,01,1.5,0.3,65945.0,5.61,1.2,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,0,0,0,0
1,33,1340,4,2.0,1.0,02,2.0,3.03,65945.0,5.61,4.33,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,0,0,0,1
1,33,1135,2,1.0,1.0,01,2.0,3.03,65945.0,5.61,4.33,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,0,0,0,0
1,33,2007,3,3.0,4.0,02,2.0,2.48,65945.0,5.61,4.33,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,0,0,0,0
1,33,2021,3,4.0,6.0,04,0.0,0.24,50285.0,5.61,12.3,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,1,0,0,0,0
1,33,250,2,1.0,6.0,01,0.0,0.24,50285.0,5.61,12.3,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,0,1,0,1,0,0
1,33,1340,1,3.0,1.0,04,1.0,0.45,50285.0,5.61,12.3,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,0,0,0,1
1,33,1620,1,4.0,1.0,04,0.0,0.21,50285.0,5.61,15.970000000000004,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,0,0,0,0
1,33,1508,1,3.0,1.0,04,0.0,0.21,50285.0,5.61,15.970000000000004,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,0,0,0,0,0,0
1,33,30,2,1.0,6.0,01,0.0,0.21,50285.0,5.61,15.970000000000004,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,0,1,0,0,0,1
1,33,1410,5,1.0,1.0,01,0.0,0.48,50285.0,5.61,2.75,U,S,40,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,0,0,0,1
1,33,1359,2,1.0,1.0,01,0.95,0.51,50285.0,5.61,3.67,U,S,76,A,A,4,4,A,A,10,10,A,A,12,48,51.0,1,0,0,0,0,0
1,33,1836,4,1.0,1.0,01,1.64,1.75,13853.0,2.95,1.82,U,,0,W,,0,0,W,,0,0,P,,20,40,51.0,0,0,0,0,0,0
1,33,640,2,4.0,2.0,01,1.43,5.0,13853.0,0.0,4.05,U,,0,W,,0,0,W,,0,0,P,,20,40,51.0,1,0,0,0,0,0
1,33,1820,6,1.0,1.0,01,0.0,4.1,16631.0,10.85,0.06,U,,0,A,,6,0,A,,6,0,A,,12,24,54.0,0,0,0,0,0,0
1,33,1443,7,1.0,1.0,01,0.0,2.0,16631.0,10.85,1.34,U,,0,A,,6,0,A,,6,0,A,,12,24,54.0,0,0,0,0,0,0
1,33,52,5,1.0,4.0,01,0.0,2.0,16631.0,10.85,0.06,U,,0,A,,6,0,A,,6,0,A,,12,24,54.0,0,0,0,0,0,0
1,33,1520,6,1.0,1.0,01,0.0,0.5,14081.0,0.0,1.54,U,,0,A,,6,0,A,,6,0,A,,12,24,54.0,0,0,0,1,0,0
2,33,111,7,1.0,4.0,01,0.0,0.32,9732.0,0.0,0.32,U,,0,A,,8,0,A,,7,0,A,,18,36,54.0,0,1,0,1,0,0
1,33,108,5,1.0,6.0,01,5.44,0.32,9732.0,0.0,0.32,U,,0,A,,8,0,A,,7,0,A,,18,36,54.0,0,1,0,1,0,1
2,33,425,3,2.0,6.0,03,0.0,0.32,9732.0,0.0,0.5700000000000001,U,,0,A,,4,0,A,,4,0,A,,11,22,54.0,1,0,0,0,0,0
1,33,1430,1,1.0,1.0,02,8.0,6.46,5316.0,28.03,0.56,R,,0,A,,3,0,A,,3,0,A,,12,23,43.0,0,0,1,0,1,0
1,33,550,3,1.0,6.0,01,8.0,6.58,5316.0,28.03,0.16,R,,0,A,,2,0,A,,7,0,A,,12,23,43.0,0,0,0,0,0,0
2,33,1430,3,1.0,1.0,01,0.0,2.4,5316.0,27.940000000000005,0.16,R,,0,A,,4,0,A,,5,0,A,,12,23,43.0,0,0,1,0,1,0
2,33,1211,4,1.0,1.0,01,6.0,5.29,6238.0,22.53,2.0,R,,0,A,,8,0,A,,8,0,A,,12,24,43.0,0,0,1,0,0,0
2,33,250,4,1.0,6.0,01,1.0,1.0,6238.0,22.53,1.46,R,,0,A,,8,0,A,,8,0,A,,12,23,43.0,0,0,0,0,1,0
2,33,545,5,1.0,6.0,07,0.0,1.13,5127.0,27.190000000000005,0.79,R,,0,A,,8,0,A,,8,0,A,,12,24,43.0,1,0,0,0,1,0
2,33,1305,4,1.0,1.0,01,0.0,3.9,4733.0,30.63,0.85,R,,0,A,,8,0,A,,8,0,A,,12,24,43.0,0,0,0,0,1,0
1,33,1645,4,3.0,6.0,03,0.0,0.5899999999999999,3698.0,27.9,1.63,R,,0,A,,8,0,A,,8,0,A,,12,24,43.0,1,0,0,0,1,0
1,33,1530,6,3.0,1.0,04,0.0,5.0,3698.0,27.9,2.89,R,,0,A,,8,0,A,,7,0,A,,11,22,43.0,0,0,0,0,0,0
1,33,1920,6,3.0,6.0,04,4.0,5.0,3737.0,27.9,1.2,R,,0,A,,4,0,A,,7,0,A,,12,24,43.0,0,0,0,0,0,0
1,33,1250,6,2.0,1.0,03,0.0,5.2,3737.0,27.9,1.73,R,,0,A,,4,0,A,,7,0,A,,12,24,43.0,0,0,0,0,0,1
1,33,1709,1,1.0,1.0,02,0.0,1.44,3620.0,38.62,0.9,R,,0,A,,6,0,A,,6,0,A,,12,24,43.0,0,0,0,0,1,0
2,33,1205,2,4.0,1.0,01,0.0,1.34,3620.0,38.62,2.4,R,,0,A,,6,0,A,,6,0,A,,12,24,43.0,1,0,1,0,0,0
1,33,1235,1,1.0,1.0,01,0.9,0.24,3620.0,38.62,1.8400000000000003,R,,0,A,,6,0,A,,6,0,B,,12,24,43.0,0,0,0,0,0,0
1,33,2345,7,1.0,6.0,01,1.1899999999999995,4.82,3466.0,42.72,0.8200000000000002,R,,0,B,,6,0,B,,3,0,B,,11,22,43.0,0,0,0,1,0,0
1,33,830,1,1.0,1.0,01,3.82,4.969999999999999,3466.0,42.72,3.2,R,,0,B,,3,0,B,,6,0,B,,11,22,43.0,0,0,0,0,0,0
2,33,1447,2,1.0,1.0,01,0.0,0.42,4319.0,31.14,0.79,R,,0,A,,5,0,A,,5,0,B,,12,24,43.0,1,0,1,0,0,0
1,33,1445,4,3.0,1.0,04,0.5,0.24,4319.0,31.14,0.08,R,,0,A,,7,0,A,,7,0,B,,12,24,43.0,0,0,0,0,1,0
1,33,2020,6,1.0,1.0,01,0.0,0.12,7989.0,15.2,0.26,U,A,20,,,0,0,A,A,10,10,A,A,12,48,54.0,0,0,0,0,0,0
1,33,1645,6,4.0,1.0,04,0.0,0.28,11271.0,25.08,0.12,U,A,20,,,0,0,A,A,10,10,A,A,12,48,54.0,0,1,0,0,0,1
2,33,440,7,2.0,6.0,01,0.7,0.24,11271.0,25.08,0.4100000000000001,U,A,20,,,0,0,A,A,10,10,A,A,12,48,54.0,1,0,0,1,0,0
1,33,1610,6,4.0,6.0,04,0.0,0.27,11271.0,25.08,1.0700000000000005,U,A,20,,,0,0,A,A,10,10,A,A,12,48,54.0,0,0,0,1,0,0
1,33,1610,6,4.0,6.0,04,0.0,0.41,11271.0,25.08,1.44,U,A,20,,,0,0,A,A,10,10,A,A,12,48,54.0,1,0,0,0,0,0
1,33,955,5,1.0,1.0,01,0.0,0.18,11271.0,25.08,0.78,R,A,20,,,0,0,A,A,10,10,A,A,12,48,44.0,0,1,0,0,0,0
1,33,551,2,4.0,5.0,06,0.0,0.32,12782.0,7.35,0.42,R,A,20,,,0,0,A,A,10,10,A,A,12,48,44.0,0,0,0,0,0,1
2,33,2307,7,1.0,6.0,01,0.0,0.14,12782.0,7.35,4.8500000000000005,R,A,18,,,0,0,A,A,10,10,A,A,12,48,44.0,0,1,0,0,0,1
1,33,2000,1,1.0,6.0,01,0.0,0.8299999999999998,12782.0,7.35,4.8500000000000005,R,A,18,,,0,0,A,A,10,10,A,A,12,48,44.0,1,1,0,0,0,0
1,33,1553,4,3.0,1.0,04,2.0,0.19,12782.0,7.35,0.28,U,A,18,,,0,0,A,A,10,10,A,A,12,48,54.0,1,0,0,0,0,1
1,33,1800,4,1.0,1.0,01,0.0,0.4699999999999999,12782.0,7.35,1.63,U,A,18,,,0,0,A,A,10,10,A,A,12,48,54.0,1,0,0,0,0,0
1,33,1825,2,4.0,6.0,02,0.0,0.04,12782.0,7.35,1.4,R,A,16,,,0,0,A,A,10,10,A,A,12,48,44.0,0,0,0,0,0,0
1,33,804,1,3.0,1.0,04,0.0,0.26,12782.0,7.35,0.05,R,A,16,,,0,0,C,C,0,0,A,P,16,63,44.0,1,0,0,0,0,0
1,33,842,6,1.0,1.0,01,0.0,0.31,12782.0,7.35,1.35,R,A,16,,,0,0,A,A,10,10,A,A,12,48,44.0,0,0,0,0,0,0
1,33,500,7,1.0,4.0,01,0.0,0.28,12782.0,7.35,0.7000000000000002,U,A,16,,,0,0,A,A,10,10,A,A,12,48,52.0,0,1,0,0,0,1
1,33,1645,4,3.0,4.0,04,1.95,0.25,12782.0,7.35,0.37,U,S,16,A,A,4,4,A,A,10,10,A,A,12,48,52.0,1,1,0,0,0,1
2,33,903,5,3.0,1.0,01,0.0,0.17,19034.0,8.689999999999998,0.21,U,O,16,W,,0,0,W,A,0,6,P,A,17,52,52.0,0,1,0,0,0,0
1,33,750,7,3.0,2.0,04,2.86,4.94,2416.0,26.36,2.88,R,,0,A,,7,0,A,,7,0,A,,12,24,43.0,0,1,0,0,0,1
1,33,1445,4,1.0,1.0,01,0.0,1.88,5594.0,22.07,1.47,R,,0,A,,8,0,A,,8,0,A,,12,24,43.0,0,0,1,0,0,0
1,33,745,7,3.0,1.0,02,5.0,1.99,5474.0,26.36,0.54,R,,0,A,,5,0,A,,6,0,A,,12,24,43.0,0,0,0,0,0,1
1,33,800,3,3.0,1.0,02,3.0,2.29,5474.0,26.36,0.86,R,,0,A,,5,0,A,,4,0,A,,12,24,43.0,1,0,0,0,0,0
2,33,1400,1,3.0,1.0,04,3.0,2.29,5474.0,26.36,0.86,R,,0,A,,5,0,A,,4,0,A,,12,24,43.0,1,1,0,0,0,0
1,33,1630,5,3.0,1.0,01,0.0,6.0,5474.0,26.36,2.48,R,,0,A,,5,0,A,,4,0,A,,12,24,43.0,0,1,0,0,0,1
2,33,630,4,4.0,1.0,01,4.5,5.89,5474.0,26.36,2.48,R,,0,A,,5,0,A,,4,0,A,,12,24,43.0,1,0,0,0,0,0
1,33,1243,7,4.0,1.0,01,5.75,6.0,5509.0,26.36,0.84,R,,0,A,,2,0,A,,3,0,A,,12,24,43.0,1,1,0,0,0,0
1,33,1730,6,3.0,6.0,09,6.0,6.0,5509.0,26.36,0.1,R,,0,A,,2,0,A,,3,0,A,,12,24,43.0,0,1,0,0,0,0
2,33,1255,6,2.0,1.0,02,6.0,3.77,5509.0,26.36,0.3,R,,0,A,,2,0,A,,3,0,A,,12,24,43.0,1,0,0,0,0,0
1,33,1738,1,4.0,6.0,01,4.58,4.0,5509.0,26.36,0.74,R,,0,A,,4,0,A,,4,0,A,,12,24,43.0,0,0,0,0,0,0
2,33,1040,5,1.0,1.0,02,0.0,0.27,5854.0,19.11,0.19,R,,0,B,,8,0,B,,7,0,B,,12,24,43.0,0,0,0,0,0,0
2,33,845,6,1.0,1.0,01,0.0,0.0,5191.0,22.1,1.86,R,,0,B,,7,0,B,,6,0,B,,12,24,42.0,0,0,0,0,1,0
1,33,1231,7,1.0,1.0,01,0.0,0.06,5191.0,22.1,3.0500000000000007,R,,0,B,,7,0,B,,6,0,B,,12,24,42.0,0,0,0,0,0,1
1,33,43,1,1.0,6.0,01,0.0,2.63,4626.0,32.29,0.56,R,,0,B,,6,0,B,,6,0,B,,12,24,43.0,0,1,0,1,0,1
1,33,551,4,4.0,6.0,02,3.0,0.2,4485.0,19.8,0.65,R,,0,A,,7,0,A,,7,0,A,,12,24,42.0,1,0,0,0,0,0
1,33,551,4,4.0,6.0,02,3.0,0.2,4485.0,19.8,1.65,R,,0,A,,7,0,A,,7,0,A,,12,24,42.0,1,0,0,0,0,1
2,33,510,1,4.0,6.0,01,2.2,3.0,2978.0,18.760000000000005,0.79,R,,0,B,,8,0,B,,8,0,B,,12,24,42.0,0,0,0,0,0,0
1,33,2050,7,4.0,6.0,04,0.0,3.0,2978.0,18.760000000000005,0.79,R,,0,B,,8,0,B,,8,0,B,,12,24,42.0,0,0,0,0,0,0
2,33,2133,2,1.0,6.0,01,4.5,0.66,4347.0,17.039999999999996,2.25,R,,0,B,,6,0,B,,4,0,B,,12,23,43.0,0,0,0,1,0,1
2,33,1140,4,1.0,1.0,01,0.0,0.0,4347.0,17.039999999999996,0.44,R,,0,B,,6,0,B,,4,0,B,,12,23,43.0,0,0,0,0,1,0
1,33,630,2,2.0,6.0,03,0.0,0.22,5270.0,9.939999999999998,6.44,R,,0,B,,7,0,B,,7,0,B,,12,24,42.0,0,0,0,0,0,0
2,33,1820,3,1.0,1.0,01,0.0,3.59,4543.0,16.990000000000006,0.6,R,,0,A,,7,0,A,,7,0,A,,12,24,42.0,0,1,0,0,0,1
1,33,1021,1,1.0,1.0,01,0.0,1.05,3435.0,13.55,0.64,R,,0,B,,6,0,B,,6,0,B,,11,22,43.0,0,0,0,0,0,0
1,33,924,6,3.0,1.0,04,0.0,0.32,9966.0,0.0,1.09,U,A,16,,,0,0,A,A,12,12,A,A,12,48,52.0,1,0,1,0,0,0
1,33,1916,2,1.0,4.0,01,0.0,0.32,9966.0,0.0,1.09,U,A,16,,,0,0,A,A,12,12,A,A,12,48,52.0,0,0,0,0,1,0
1,33,245,7,1.0,6.0,01,4.0,0.16,6012.0,10.15,13.1,R,,0,A,,7,0,A,,7,0,A,,12,24,44.0,1,0,0,1,0,1
1,33,1830,6,3.0,6.0,04,0.0,6.11,3639.0,8.65,0.16,R,,0,A,,6,0,A,,7,0,B,,12,24,44.0,0,0,0,0,0,0
1,33,1100,6,3.0,9.0,02,0.0,6.0,3639.0,8.65,0.48,R,,0,A,,10,0,A,,8,0,B,,12,24,44.0,0,0,0,0,0,0
2,33,515,7,4.0,6.0,01,5.5,2.34,3639.0,8.65,0.68,R,,0,A,,8,0,A,,8,0,B,,12,24,44.0,1,0,0,1,0,0
1,33,1527,3,1.0,1.0,01,0.0,0.82,6242.0,8.019999999999998,0.25,U,,0,A,,8,0,A,,8,0,A,,12,24,54.0,0,0,0,0,0,1
1,33,26,2,1.0,4.0,01,0.0,3.89,5733.0,7.04,0.71,U,,0,A,,4,0,A,,4,0,A,,12,24,54.0,0,0,0,1,0,0
1,33,1405,1,1.0,1.0,01,5.21,2.88,5733.0,7.04,0.08,U,,0,A,,4,0,A,,4,0,A,,12,24,54.0,1,0,1,0,0,0
1,33,1513,2,1.0,1.0,01,0.0,5.02,2454.0,13.68,0.38,R,,0,,,0,0,B,,7,0,B,,12,24,44.0,0,0,0,0,1,0
2,33,925,3,1.0,1.0,01,0.0,4.02,29415.0,7.7,0.32,U,,0,C,,0,0,C,,0,0,A,,17,66,53.0,1,0,0,0,0,1
1,33,755,3,1.0,1.0,01,0.0,0.22,25162.0,13.86,0.55,U,,0,A,,7,0,A,,7,0,A,,12,46,53.0,0,0,0,0,0,0
1,33,1716,4,1.0,1.0,01,0.0,2.44,20532.0,9.45,0.15,U,,0,A,,8,0,A,,8,0,A,,15,60,53.0,0,1,0,0,0,0
2,33,1842,2,1.0,1.0,01,0.0,2.65,36289.0,2.87,1.1899999999999995,U,S,22,,,0,0,C,C,0,0,A,A,13,50,53.0,0,0,0,0,0,0
2,33,1028,3,1.0,1.0,01,0.0,0.2,26701.0,6.82,0.1,U,S,22,,,0,0,C,C,0,0,A,A,13,50,53.0,1,1,0,0,0,1
1,33,655,3,2.0,2.0,03,0.0,0.0,24705.0,6.82,0.45,U,,0,C,,0,0,C,,0,0,A,,15,60,53.0,1,1,0,0,0,0
1,33,2121,7,1.0,4.0,01,0.0,2.47,33337.0,6.82,0.49,U,S,12,,,0,0,C,C,0,0,A,A,12,48,53.0,0,0,0,0,0,0
1,33,218,1,1.0,4.0,02,0.0,2.47,33337.0,6.82,1.58,U,S,12,,,0,0,C,C,0,0,A,A,12,48,53.0,0,0,0,0,0,0
2,33,1813,2,1.0,1.0,01,0.0,2.47,33337.0,6.82,1.58,U,S,12,,,0,0,C,C,0,0,A,A,12,48,53.0,0,1,0,0,1,0
1,33,1708,3,1.0,1.0,01,1.0,3.14,34330.0,6.82,0.25,U,S,12,,,0,0,C,C,0,0,A,A,12,48,53.0,0,1,0,0,0,0
1,33,515,2,1.0,2.0,01,0.0,3.5,27877.0,6.82,1.02,U,S,12,,,0,0,C,C,0,0,A,A,12,48,53.0,1,0,0,0,0,0
1,33,1413,1,1.0,1.0,01,0.0,3.5,27877.0,6.82,1.02,U,S,12,,,0,0,C,C,0,0,A,A,12,48,53.0,1,1,0,0,0,0
1,33,0,7,2.0,9.0,03,0.0,0.49,28104.0,6.82,0.31,U,S,12,,,0,0,C,C,0,0,A,A,12,48,53.0,0,0,0,0,0,0
1,33,1244,3,1.0,1.0,01,1.0,4.3,26336.0,3.7,0.67,U,S,12,,,0,0,C,C,0,0,A,A,13,50,53.0,0,0,0,0,0,1
1,33,1834,1,1.0,1.0,01,0.0,0.0,32201.0,10.26,0.12,U,S,12,,,0,0,C,C,0,0,A,A,13,50,53.0,0,0,0,0,0,0
1,33,1225,2,1.0,1.0,01,0.0,0.8100000000000002,27855.0,4.0,0.71,U,S,12,,,0,0,C,C,0,0,A,A,13,50,53.0,0,1,0,0,0,0
2,33,2216,2,2.0,4.0,03,0.0,3.3,24380.0,4.0,3.11,U,S,12,,,0,0,C,C,0,0,A,A,12,62,53.0,1,0,0,0,0,0
2,33,530,1,1.0,1.0,01,0.0,0.2,32831.0,4.0,0.48,U,S,12,,,0,0,C,C,0,0,A,A,13,50,53.0,0,0,0,0,1,0
1,33,811,5,2.0,1.0,03,0.0,0.19,33691.0,4.0,2.58,U,S,44,A,A,6,6,A,A,10,10,A,A,12,48,52.0,0,1,0,0,0,1
1,33,1632,5,1.0,1.0,01,0.0,0.19,33691.0,4.0,2.58,U,S,44,A,A,6,6,A,A,10,10,A,A,12,48,52.0,0,0,0,0,0,1
1,33,1700,5,2.0,1.0,03,0.0,0.19,25034.0,4.0,0.27,U,S,44,A,A,6,6,A,A,10,10,A,A,12,48,52.0,1,0,0,0,0,0
1,33,1702,1,2.0,1.0,03,0.0,0.95,25034.0,4.0,2.28,U,S,44,A,A,6,6,A,A,10,10,A,A,12,48,52.0,1,1,0,0,0,1
2,33,256,6,1.0,4.0,01,2.29,0.06,30888.0,4.0,0.11,U,A,12,,,0,0,A,A,10,10,A,A,12,60,52.0,0,0,0,1,0,0
1,33,917,6,2.0,1.0,03,0.0,0.5,86850.0,8.45,10.46,U,O,24,W,W,0,0,W,W,0,0,P,P,15,88,52.0,1,1,0,0,0,0
1,33,744,7,4.0,4.0,02,0.0,0.5,86850.0,8.45,10.46,U,O,24,W,W,0,0,W,W,0,0,P,P,15,88,52.0,0,0,0,0,0,1
1,33,1156,5,2.0,1.0,02,0.0,0.5,86850.0,8.45,10.46,U,O,24,W,W,0,0,W,W,0,0,P,P,15,88,52.0,0,0,0,0,0,1
1,33,2149,4,1.0,4.0,02,0.0,0.5,86850.0,8.45,10.46,U,O,24,W,W,0,0,W,W,0,0,P,P,15,88,52.0,0,1,0,0,0,1
1,33,610,7,2.0,1.0,03,0.0,0.5,86850.0,8.45,10.46,U,O,24,W,W,0,0,W,W,0,0,P,P,15,88,52.0,0,0,0,0,0,0
1,33,1944,7,2.0,4.0,03,0.0,0.5,86850.0,8.45,10.46,U,O,24,W,W,0,0,W,W,0,0,P,P,15,88,52.0,0,1,0,0,0,1
2,33,1903,6,1.0,3.0,01,0.0,0.5,86850.0,8.45,10.46,U,O,24,W,W,0,0,W,W,0,0,P,P,15,88,52.0,0,0,0,1,0,0
1,33,2339,7,2.0,4.0,02,0.0,0.5,52479.0,4.0,4.21,U,O,24,W,W,0,0,W,W,0,0,P,P,22,88,52.0,0,1,0,0,0,0
1,33,2022,6,2.0,4.0,03,0.0,0.5,52479.0,4.0,4.21,U,O,24,W,W,0,0,W,W,0,0,P,P,22,88,52.0,1,0,0,0,0,0
