1,1523315701,122.98195,41.108066
2,1523315704,122.981916,41.10805
3,1523315707,122.98185,41.108
4,1523315710,122.9818,41.107933
5,1523315713,122.9818,41.10785
6,1523315716,122.981783,41.1078
7,1523315719,122.981783,41.107766
8,1523315722,122.981716,41.1077
9,1523315725,122.981683,41.107633
10,1523315728,122.9816,41.107516
11,1523315731,122.981466,41.1073
12,1523315734,122.981383,41.10715
13,1523315737,122.981333,41.107083
14,1523315740,122.9813,41.107016
15,1523315743,122.981266,41.106916
16,1523315746,122.981216,41.106783
17,1523315749,122.981133,41.10665
18,1523315752,122.98105,41.1065
19,1523315755,122.981,41.106383
20,1523315758,122.980933,41.106266
21,1523315761,122.980833,41.106133
22,1523315764,122.9807,41.105966
23,1523315767,122.9806,41.105766
24,1523315770,122.9805,41.1056
25,1523315773,122.980433,41.105466
26,1523315776,122.9804,41.105383
27,1523315779,122.98035,41.10525
28,1523315782,122.980283,41.1051
29,1523315785,122.980216,41.104983
30,1523315788,122.98015,41.104833
31,1523315791,122.980066,41.104683
32,1523315794,122.97995,41.104566
33,1523315797,122.979816,41.104433
34,1523315800,122.9796,41.104366
35,1523315803,122.979366,41.104283
36,1523315806,122.97915,41.10425
37,1523315809,122.979,41.104233
38,1523315812,122.978933,41.104216
39,1523315815,122.9789,41.104233
40,1523315818,122.978883,41.104216
41,1523315821,122.978866,41.104216
42,1523315824,122.978866,41.1042
43,1523315827,122.97885,41.1042
44,1523315830,122.97885,41.1042
45,1523315833,122.97885,41.1042
46,1523315836,122.97885,41.1042
47,1523315839,122.97885,41.1042
48,1523315842,122.97885,41.1042
49,1523315845,122.97885,41.1042
50,1523315848,122.978833,41.1042
51,1523315851,122.978833,41.1042
52,1523315854,122.978833,41.1042
53,1523315857,122.978833,41.1042
54,1523315860,122.978833,41.1042
55,1523315878,122.978833,41.104233
56,1523315881,122.978833,41.104233
57,1523315884,122.978816,41.104233
58,1523315887,122.978783,41.104216
59,1523315890,122.978783,41.104216
60,1523315893,122.9788,41.104216
61,1523315896,122.9788,41.104233
62,1523315899,122.978816,41.104216
63,1523315902,122.9788,41.104216
64,1523315905,122.978816,41.104216
65,1523315908,122.978816,41.104216
66,1523315911,122.978833,41.104216
67,1523315914,122.978833,41.1042
68,1523315917,122.978833,41.1042
69,1523315920,122.978833,41.1042
70,1523315923,122.978833,41.1042
71,1523315926,122.97885,41.1042
72,1523315929,122.978833,41.1042
73,1523315932,122.978833,41.1042
74,1523315935,122.978766,41.104166
75,1523315938,122.97865,41.104133
76,1523315941,122.9785,41.10405
77,1523315944,122.978333,41.103983
78,1523315947,122.978116,41.103866
79,1523315950,122.977966,41.103733
80,1523315953,122.97785,41.103566
81,1523315956,122.977716,41.103366
82,1523315959,122.977616,41.103183
83,1523315962,122.9775,41.103033
84,1523315965,122.977416,41.102933
85,1523315968,122.977366,41.102833
86,1523315971,122.977333,41.102766
87,1523315974,122.9773,41.102733
88,1523315977,122.977283,41.102716
89,1523315980,122.977283,41.102716
90,1523315983,122.977283,41.1027
91,1523315986,122.977266,41.1027
92,1523315989,122.97725,41.1027
93,1523315992,122.97725,41.102683
94,1523315995,122.97725,41.102683
95,1523315998,122.977233,41.102683
96,1523316001,122.977233,41.1027
97,1523316004,122.97725,41.1027
98,1523316007,122.97725,41.1027
99,1523316010,122.97725,41.1027
100,1523316013,122.97725,41.1027
101,1523316016,122.97725,41.102716
102,1523316019,122.97725,41.102716
103,1523316022,122.97725,41.102716
104,1523316025,122.97725,41.102716
105,1523316028,122.977266,41.102716
106,1523316031,122.977266,41.102716
107,1523316034,122.977266,41.102716
108,1523316037,122.977266,41.102716
109,1523316040,122.977266,41.102716
110,1523316058,122.977266,41.102716
111,1523316061,122.977266,41.102716
112,1523316064,122.977266,41.102716
113,1523316067,122.977266,41.102716
114,1523316070,122.977266,41.102716
115,1523316073,122.977283,41.102733
116,1523316076,122.977283,41.102733
117,1523316079,122.977283,41.102733
118,1523316082,122.977266,41.1027
119,1523316085,122.97725,41.102616
120,1523316088,122.9772,41.102516
121,1523316091,122.977133,41.102366
122,1523316094,122.97705,41.102216
123,1523316097,122.97695,41.102033
124,1523316100,122.976866,41.101833
125,1523316103,122.97675,41.101633
126,1523316106,122.976633,41.101416
127,1523316109,122.9765,41.101183
