volume
64
57
19
15
12
39
33
55
11
7
69
18
3
11
9
27
69
38
3
50
19
61
5
30
65
23
66
3
15
6
6
9
9
12
86
53
12
24
33
55
39
41
13
27
75
27
32
12
55
11
53
52
12
20
5
8
47
35
52
10
6
19
20
26
5
5
23
13
9
22
48
37
18
26
32
49
56
17
57
22
21
33
56
39
4
14
21
7
16
8
2
6
48
8
52
13
26
53
60
29
2
8
9
46
32
21
8
5
6
10
7
22
25
29
46
12
3
48
19
14
61
44
34
2
28
72
17
33
30
6
15
29
27
40
33
23
5
11
12
47
23
8
13
45
76
18
70
17
11
5
62
19
32
41
40
13
5
67
6
10
29
38
59
39
17
20
7
5
22
18
30
47
57
48
18
12
42
23
48
19
25
49
26
18
52
75
38
36
8
37
36
5
17
26
8
30
53
26
44
25
61
16
42
29
24
28
6
32
19
13
41
52
22
57
55
6
9
30
13
25
30
20
8
44
24
4
10
50
7
36
56
17
42
36
22
69
32
59
26
15
25
19
21
51
71
54
11
20
12
60
12
7
39
12
5
20
18
8
18
29
26
53
44
51
11
23
44
41
53
9
34
24
32
16
4
18
21
49
34
70
9
36
53
19
29
11
41
9
24
32
2
20
16
60
25
25
6
49
72
52
36
13
72
33
10
67
15
20
36
62
49
27
63
14
6
4
63
37
16
13
48
13
31
22
22
35
18
3
30
24
49
25
18
44
50
44
4
10
32
16
50
35
25
19
37
18
46
60
42
44
44
28
47
27
3
55
31
63
52
30
62
49
49
10
35
9
68
16
22
27
69
37
19
22
58
26
54
9
4
10
19
9
28
14
19
24
4
22
51
21
50
14
30
65
5
39
25
43
22
35
19
35
12
63
7
39
38
53
15
3
22
6
4
54
32
17
7
52
21
69
9
26
5
29
24
11
27
3
47
42
53
42
10
30
33
30
6
27
26
43
25
3
40
61
7
41
42
34
61
30
7
48
8
10
61
2
54
26
20
31
51
73
30
42
6
27
25
12
17
43
25
37
24
31
38
32
36
36
36
37
41
42
35
55
35
28
55
48
12
57
35
30
73
27
22
16
12
16
19
39
10
19
25
52
53
33
47
5
40
40
10
53
6
16
63
32
13
27
14
15
20
8
32
51
28
47
84
24
6
28
25
37
37
4
40
48
26
7
40
22
18
30
4
8
7
37
21
65
7
56
47
42
25
14
6
7
10
40
14
10
2
51
7
3
25
20
12
39
27
25
58
6
54
68
3
45
20
9
6
32
74
37
27
45
30
15
28
56
17
18
66
6
5
10
39
29
38
24
48
59
31
43
16
35
31
53
37
84
21
14
7
21
8
47
3
35
8
6
11
51
15
20
20
68
16
12
6
67
50
22
5
31
39
5
53
61
11
19
25
47
10
43
27
10
20
14
68
29
13
39
23
34
19
5
80
13
72
38
29
69
8
18
24
27
15
33
24
27
15
52
24
6
53
28
40
34
12
42
45
25
19
25
22
14
47
30
31
21
17
36
57
25
4
29
5
65
58
27
66
26
16
39
31
49
8
21
8
34
17
32
5
28
14
60
25
12
6
22
10
11
73
10
73
50
34
19
32
3
41
40
52
13
17
65
53
40
55
24
5
38
3
26
67
44
61
4
6
51
11
36
7
36
55
27
49
18
21
17
27
6
21
52
21
5
57
28
24
45
46
51
42
20
25
23
10
23
49
25
19
9
41
16
5
50
26
20
5
6
22
6
10
40
7
25
8
14
5
5
5
30
5
34
12
15
51
33
5
45
10
40
6
14
51
4
24
7
41
10
11
4
27
60
57
31
22
59
10
13
39
28
2
26
10
64
55
55
60
24
43
54
9
65
60
3
30
9
56
16
13
64
37
6
16
27
11
60
34
10
23
9
27
30
4
28
8
15
4
5
12
15
65
29
31
41
5
12
54
61
25
8
31
49
5
15
4
59
63
21
27
60
54
18
7
43
4
25
14
23
40
58
44
19
6
29
8
25
86
60
28
6
18
4
41
10
15
47
11
25
40
7
7
58
13
53
6
64
27
23
9
24
50
25
35
51
66
8
36
70
51
66
7
14
18
23
26
24
61
44
42
50
8
68
14
9
37
17
43
14
36
14
22
67
57
8
32
4
12
43
7
47
22
68
38
35
18
7
25
82
50
8
18
25
38
27
75
39
7
9
34
6
41
53
43
35
20
11
30
33
23
57
29
34
13
17
67
11
10
63
32
38
14
52
79
29
27
27
9
11
47
20
30
51
22
39
31
39
3
44
39
20
6
19
29
22
42
55
25
50
51
56
60
9
36
9
61
29
73
16
13
22
19
55
6
30
12
26
64
52
41
11
47
53
8
48
40
6
6
22
11
20
12
41
33
11
29
19
24
52
64
18
58
18
47
3
34
23
20
29
50
44
50
69
43
70
47
67
44
31
53
11
7
7
22
29
68
30
8
23
7
3
15
10
17
37
53
18
28
21
66
66
34
53
43
33
31
19
31
10
15
6
21
22
22
38
6
6
15
36
67
34
4
11
46
51
69
30
30
7
12
44
46
42
3
11
32
12
18
27
6
44
35
26
12
2
5
15
26
3
40
22
25
23
78
68
60
61
39
12
6
18
7
65
14
74
13
33
7
82
49
38
4
16
19
23
32
27
6
30
13
68
13
5
25
21
23
7
25
45
2
24
50
33
21
5
55
19
29
7
20
4
44
5
29
21
3
17
13
4
5
5
28
29
7
61
56
51
4
56
33
17
17
41
65
55
31
3
4
52
74
8
24
19
67
21
25
28
16
36
33
31
5
9
47
20
2
8
21
67
6
23
38
27
22
36
13
36
40
5
32
63
52
64
32
45
9
7
45
36
24
39
8
43
28
47
26
29
47
6
9
10
10
22
7
54
19
4
48
9
87
15
50
57
49
4
14
37
51
6
48
44
24
15
19
10
46
55
29
56
20
15
39
15
6
41
41
42
42
56
6
65
38
31
51
27
4
63
6
30
63
20
26
43
52
12
6
45
35
26
6
41
27
25
70
21
22
39
8
10
52
11
15
18
71
3
72
81
20
14
6
11
38
37
16
11
24
26
27
9
13
40
18
13
4
8
24
34
29
27
77
31
33
41
52
24
71
12
47
14
52
4
25
20
15
35
37
29
16
8
47
11
55
55
8
23
12
45
5
4
40
31
55
5
19
8
49
34
5
63
11
8
15
26
22
15
76
13
30
16
7
21
19
52
6
22
34
40
36
9
56
9
8
36
11
14
17
70
48
15
47
22
15
14
33
78
59
60
44
13
7
12
23
13
45
35
44
39
23
34
26
9
30
47
40
24
21
47
70
19
4
42
13
6
62
30
32
7
10
60
11
4
20
35
11
8
21
19
19
3
28
14
7
25
13
4
35
21
8
57
54
13
45
48
40
29
48
14
4
39
40
3
67
53
9
29
14
7
8
41
25
16
16
4
18
8
5
52
8
20
10
25
19
8
39
45
3
24
7
10
16
21
27
21
59
36
11
4
63
54
4
23
14
41
10
18
49
20
27
18
35
12
69
38
44
30
33
63
4
28
7
33
19
45
46
29
5
67
18
29
52
59
21
43
48
36
73
30
24
24
69
66
8
54
16
18
5
6
25
5
25
25
57
56
31
19
20
60
42
12
26
20
46
72
18
14
48
6
24
46
42
27
4
62
66
60
15
56
60
22
22
4
8
52
52
34
66
54
45
42
34
28
41
4
6
6
42
45
59
11
9
63
5
53
34
58
4
12
29
25
9
29
63
5
20
20
4
27
25
21
34
20
20
17
19
25
33
32
21
50
28
40
13
21
51
50
13
66
30
33
37
14
12
48
32
33
31
13
7
10
5
4
31
7
13
5
15
13
35
56
53
20
30
5
31
20
61
4
56
69
24
4
25
41
40
18
26
5
45
22
21
18
5
4
4
47
42
29
13
8
41
12
34
36
43
19
21
29
10
56
67
13
2
4
32
51
53
54
37
38
44
40
13
76
12
50
20
44
5
34
34
51
56
26
35
35
22
9
23
15
13
57
20
43
56
18
25
32
12
61
24
21
27
44
52
61
16
45
28
30
22
8
18
49
37
26
55
10
16
40
28
13
31
11
29
26
47
30
22
9
22
78
38
17
6
24
44
23
55
11
76
20
11
54
11
53
70
28
59
14
29
31
46
29
25
58
42
34
27
33
35
7
10
48
28
13
20
18
16
61
16
7
39
51
23
41
4
45
20
15
10
4
48
52
8
9
32
17
23
48
12
10
39
14
42
31
55
8
50
18
6
44
59
18
62
27
73
49
64
5
25
31
12
3
13
27
15
9
24
43
8
28
21
22
66
34
7
2
28
7
58
20
26
46
7
6
40
4
64
61
24
38
53
6
6
27
56
56
46
11
45
21
26
3
36
20
45
19
29
13
60
8
28
32
11
42
25
13
21
11
38
16
12
10
22
53
32
38
54
42
18
32
59
88
39
15
13
31
23
28
6
54
55
18
38
8
21
5
38
27
42
70
27
45
62
41
6
14
54
39
73
11
9
9
58
32
12
8
24
27
26
15
73
42
54
61
