WKT,ADCODE,ID,NAME,DIRDESC,FNAME,TNAME,LENGTH,ROADCLASS
"LINESTRING (116.478156 40.008731,116.477051 40.008731,116.476026 40.008731,116.475141 40.008731,116.473145 40.00872,116.473076 40.00872,116.470957 40.008704,116.470318 40.008704,116.468972 40.008704,116.468854 40.008704,116.46776 40.008704)",110000,1002136,利泽中街,由东向西,广泽路,广顺北大街,868,44000
"LINESTRING (116.478483 40.008634,116.479701 40.00865,116.482539 40.008667,116.484105 40.008677,116.48447 40.008688,116.484684 40.008709,116.484861 40.008747,116.48535 40.008994,116.485838 40.009278,116.486353 40.009589,116.487388 40.010179,116.487603 40.010297)",110000,2224,利泽东街,由西向东,广泽路,利泽东街东口,817,44000
"LINESTRING (116.487549 40.010346,116.487345 40.010228,116.486315 40.009632,116.485784 40.009326,116.485054 40.008913,116.484786 40.008827,116.484604 40.008795,116.484325 40.008758,116.484116 40.008747,116.482539 40.008736,116.480801 40.008731,116.479674 40.008731,116.478483 40.008731)",110000,1002224,利泽东街,由东向西,利泽东街东口,广泽路口,810,44000
"LINESTRING (116.458023 40.00459,116.459434 40.005255,116.460201 40.005614,116.460346 40.005679,116.460743 40.005845,116.46114 40.005941,116.461397 40.005984,116.461569 40.006,116.462937 40.006027,116.462969 40.006027,116.462942 40.006789,116.462937 40.00688,116.462926 40.007127,116.462878 40.008414,116.46291 40.008522,116.462835 40.009686,116.462824 40.010088,116.462781 40.011418,116.462846 40.011617,116.462824 40.012207,116.462824 40.012282,116.462819 40.012577,116.462803 40.012856,116.462798 40.012963,116.462792 40.013017,116.462755 40.014278)",110000,2675,利泽西二路,由南向北,望京西路,屏翠西路,1335,45000
"LINESTRING (116.462443 40.014246,116.462443 40.014187,116.462476 40.01336,116.462486 40.012953,116.462492 40.012845,116.462492 40.012566,116.462508 40.012207,116.462529 40.011622,116.462647 40.011424,116.462685 40.010646,116.462733 40.009675,116.462798 40.008516,116.46283 40.008414,116.462889 40.007122,116.46291 40.006789,116.462937 40.006027,116.461569 40.006,116.461397 40.005984,116.46114 40.005941,116.460743 40.005845,116.460346 40.005679,116.460201 40.005614,116.459434 40.005255,116.458023 40.00459)",110000,1002675,利泽西二路,由北向南,屏翠西路,望京西路,1331,45000
"LINESTRING (116.471601 39.999799,116.472716 39.999048,116.473258 39.998683,116.473323 39.99864,116.473939 39.998233,116.474546 39.997836,116.475329 39.997321,116.475441 39.997256,116.47615 39.996779,116.476665 39.99643,116.477051 39.996173,116.477555 39.995846,116.477641 39.995787,116.480382 39.993979,116.480484 39.993914,116.481047 39.993539,116.481739 39.993088,116.482614 39.99252,116.482716 39.99245,116.483713 39.991801,116.484529 39.991259,116.484963 39.990975,116.485108 39.990873,116.485215 39.990808,116.48573 39.99047,116.486084 39.990234,116.486208 39.990154,116.486717 39.989811,116.487849 39.989076)",110000,3397,望京街,由西向东,宏昌路,京密路,1720,44000
"MULTILINESTRING ((116.487924 39.989145,116.486567 39.99002,116.486422 39.990122,116.486261 39.990234,116.4858 39.99054,116.485183 39.990942,116.485012 39.991055,116.484572 39.991345,116.483767 39.991865,116.48278 39.992509,116.482673 39.992573,116.48183 39.993137,116.481171 39.993571),(116.481171 39.993571,116.480559 39.993984,116.480463 39.994054,116.478628 39.995266,116.477721 39.995867,116.477636 39.995915,116.477051 39.996302,116.476675 39.996548,116.476182 39.996865,116.475511 39.997315,116.475404 39.99738,116.474626 39.997905,116.474031 39.998297,116.473392 39.998721,116.472008 39.999633,116.47167 39.999864))",110000,1003397,望京街,由东向西,京密路,宏昌路口,1760,44000
"LINESTRING (116.4582 40.008329,116.458222 40.008581,116.458248 40.009144,116.458286 40.009364,116.458334 40.00953,116.458431 40.009772,116.458527 40.009965,116.458774 40.010308,116.458941 40.01049,116.459139 40.010678,116.459343 40.010828,116.459611 40.011,116.459815 40.011113,116.460292 40.0113,116.460357 40.011322,116.460829 40.011435,116.461097 40.011467,116.46225 40.011494,116.462604 40.011499,116.462798 40.011499,116.463146 40.011499,116.463908 40.011504,116.465131 40.011488,116.465399 40.011488,116.465662 40.011483,116.466858 40.011467,116.467132 40.011467,116.46762 40.011472,116.467803 40.011467,116.468843 40.011483,116.468918 40.011483,116.47019 40.011472,116.471128 40.011472,116.471584 40.011472,116.472636 40.011456,116.472974 40.011456,116.473017 40.011461,116.473301 40.011456,116.474293 40.011456,116.474535 40.011456,116.474921 40.011456,116.47557 40.011451,116.477051 40.011456,116.477845 40.011445,116.478038 40.01144,116.478328 40.011435,116.478606 40.01144,116.479599 40.011376,116.479856 40.011349,116.480243 40.011284,116.480699 40.011182,116.48146 40.010941,116.482115 40.010689,116.482469 40.010512)",110000,3398,望京北路,由西向东,望湖公园南门,利泽东二路,2218,45000
"LINESTRING (116.482469 40.010673,116.482179 40.010818,116.481348 40.011145,116.480725 40.011327,116.48021 40.011429,116.479636 40.011526,116.479315 40.011563,116.478617 40.011595,116.478322 40.011595,116.478032 40.011595,116.477855 40.01159,116.477051 40.011585,116.476842 40.011585,116.475576 40.011585,116.474926 40.011595,116.473301 40.011601,116.473001 40.011595,116.472979 40.011595,116.472636 40.01159,116.471885 40.01159,116.471348 40.011595,116.47019 40.011595,116.469283 40.011612,116.468709 40.011617,116.467797 40.011612,116.467615 40.011606,116.467127 40.011606,116.466853 40.011606,116.466756 40.011606,116.465576 40.011612,116.465539 40.011612,116.463919 40.011622,116.463141 40.011622,116.462846 40.011617,116.462529 40.011622,116.46225 40.011628,116.461435 40.011617,116.461086 40.011595,116.460786 40.011553,116.460319 40.01144,116.460276 40.011424,116.459879 40.011268,116.459659 40.011161,116.459037 40.010775,116.458844 40.010608,116.458667 40.010426,116.458511 40.010238,116.458383 40.010034,116.458248 40.009782,116.458184 40.009632,116.458104 40.009353,116.458045 40.009149,116.45798 40.008575,116.457975 40.008329)",110000,1003398,望京北路,由东向西,利泽东二路,望京西路北口,2224,45000
"MULTILINESTRING ((116.454375 39.959432,116.454611 39.959625,116.454805 39.959743,116.455078 39.959872,116.455566 39.960108,116.456205 39.960462,116.45673 39.960827,116.457422 39.961401,116.458066 39.961964,116.460115 39.963825,116.460872 39.964517,116.462867 39.966331,116.462905 39.966368,116.465024 39.968262,116.465056 39.968289,116.465324 39.968525,116.466939 39.969946,116.467518 39.970493,116.46799 39.970928,116.468387 39.971293,116.469208 39.972038,116.469659 39.972446,116.470769 39.973449,116.471429 39.97405,116.472523 39.975048,116.472845 39.975337,116.473365 39.975815),(116.473365 39.975815,116.473972 39.976362,116.475146 39.977392,116.476128 39.978277,116.47682 39.978915,116.476943 39.979023,116.477051 39.979119,116.477201 39.979248,116.477378 39.979404,116.477807 39.979758,116.478209 39.980139,116.478687 39.980578,116.479529 39.981324,116.481053 39.982735,116.481643 39.983266,116.482753 39.984269,116.482834 39.98436,116.4847 39.986045,116.485242 39.986549,116.485747 39.986989,116.486079 39.987295,116.486846 39.987944,116.486964 39.988067,116.487983 39.988979,116.488064 39.989054,116.488316 39.989263,116.4894 39.990234,116.489641 39.990449,116.490929 39.991645,116.491572 39.992225,116.493219 39.993737,116.493262 39.99377,116.494598 39.99518,116.495327 39.995969,116.495435 39.996076),(116.49596 39.996639,116.497806 39.99864,116.498482 39.999284,116.499023 39.999772,116.500627 40.001221,116.500638 40.001231,116.503143 40.003495,116.504028 40.004268,116.505949 40.005893,116.506019 40.005952,116.506936 40.006687,116.507703 40.007325,116.508341 40.007862,116.5095 40.008876,116.512268 40.011354,116.51325 40.012212,116.514328 40.013173,116.515262 40.014026,116.515986 40.014739,116.516549 40.015388,116.516946 40.015908,116.51958 40.019792,116.520465 40.021101,116.520604 40.02131,116.520835 40.02167,116.520996 40.021917,116.521833 40.023193,116.522182 40.02373),(116.522182 40.02373,116.522273 40.023864,116.522332 40.02395,116.522552 40.024261,116.52282 40.024679,116.522884 40.02477,116.523646 40.025859,116.524161 40.026627,116.525711 40.028917,116.52577 40.029008,116.52657 40.030183,116.526688 40.030349,116.527122 40.030988,116.527686 40.031825,116.528265 40.032683,116.52908 40.033901,116.529263 40.03418,116.529719 40.034872,116.529756 40.034925,116.530121 40.035462,116.530352 40.035832,116.530491 40.036057,116.530631 40.036266,116.531124 40.037034,116.531661 40.03794,116.531875 40.038348,116.532358 40.039389,116.533018 40.040687))",110000,6304,京密路,由南向北,三元桥,京平高速入口,11171,42000
"MULTILINESTRING ((116.532884 40.040703,116.532728 40.040359,116.532256 40.039405,116.532025 40.038933,116.531821 40.038514,116.531355 40.03765,116.53062 40.03639,116.530282 40.035869,116.529654 40.034893,116.529134 40.03418,116.528968 40.033954,116.528748 40.033627,116.527804 40.032232,116.527578 40.031894,116.52701 40.031052,116.526875 40.030859,116.525604 40.028987,116.525089 40.028231,116.523351 40.02564,116.522772 40.02477,116.522713 40.024674,116.522171 40.023923,116.52208 40.0238,116.521688 40.023193,116.521624 40.023102,116.521484 40.022893,116.521103 40.022335,116.520996 40.022179,116.520723 40.021777),(116.520723 40.021777,116.520599 40.021584,116.520481 40.021391,116.519945 40.020618,116.519403 40.019851,116.519172 40.019497,116.518169 40.018001,116.517375 40.016772,116.516865 40.016021,116.516308 40.015281,116.515932 40.014846,116.515186 40.014106,116.513175 40.01232,116.513046 40.012207,116.512188 40.011451,116.510401 40.009857,116.509404 40.008962,116.50818 40.007889,116.507692 40.007476,116.50685 40.006757,116.506019 40.006049,116.505933 40.005979,116.505053 40.005244,116.504474 40.004761,116.503932 40.0043,116.503218 40.003699,116.502961 40.003479,116.500461 40.001231,116.50045 40.001221,116.499023 39.999944,116.498954 39.99988,116.497993 39.998989,116.497419 39.998426,116.495832 39.99672),(116.495365 39.996232,116.495252 39.996103,116.494855 39.995658,116.494469 39.995245,116.49345 39.994134,116.493176 39.993871,116.493139 39.993834,116.491529 39.992412,116.490655 39.991624,116.489443 39.990529,116.489394 39.990497,116.489115 39.990234,116.488928 39.990057,116.487924 39.989145,116.487849 39.989076,116.487764 39.98899,116.487442 39.9887,116.486916 39.988223,116.485623 39.987059,116.485156 39.98664,116.483719 39.985342,116.483279 39.984967,116.482726 39.984468,116.482587 39.984334,116.482174 39.983969,116.48123 39.983084,116.479653 39.981667,116.478665 39.980793,116.478091 39.980267,116.478022 39.980203,116.477984 39.980165,116.477206 39.979436,116.477051 39.979291,116.477003 39.979248,116.47689 39.979146),(116.476665 39.978948,116.476048 39.978384,116.475034 39.977478,116.473875 39.976426,116.47328 39.97589,116.472765 39.975429,116.472384 39.975112,116.471847 39.974629,116.471316 39.974146,116.46961 39.972596,116.46924 39.972258,116.46828 39.9714,116.467867 39.971024,116.466987 39.970225,116.46652 39.969801,116.466048 39.969383,116.465576 39.968964),(116.465576 39.968964,116.465464 39.968863,116.465356 39.968755,116.464949 39.968369,116.464831 39.968262,116.462814 39.966432,116.462749 39.966379,116.460797 39.964598,116.460115 39.963981,116.460019 39.963895,116.459407 39.963343,116.458082 39.962136,116.457916 39.961985,116.457337 39.961454,116.456655 39.96088,116.456044 39.960473,116.455497 39.960188,116.455078 39.959995,116.454762 39.95984,116.454585 39.959743,116.454434 39.959641,116.454225 39.95948))",110000,1006304,京密路,由北向南,黄港大桥,三元桥,11111,42000
"LINESTRING (116.465673 39.98841,116.464439 39.98922,116.464385 39.989247,116.463307 39.989972,116.463168 39.9901,116.463109 39.990234,116.463093 39.990272,116.463071 39.990556,116.463055 39.990867,116.46305 39.991146,116.463039 39.991516,116.462975 39.992836,116.462948 39.993421,116.46291 39.994285,116.46291 39.994408,116.46291 39.994472,116.462889 39.995052,116.462878 39.9954,116.462873 39.995679,116.462862 39.995953,116.462798 39.997085)",110000,7395,南湖南路,由南向北,阜通西大街,南湖南路北口,1048,44000
"LINESTRING (116.462674 39.997085,116.46269 39.996511,116.462706 39.995905,116.462722 39.995545,116.462776 39.994478,116.462781 39.994403,116.462819 39.993399,116.462846 39.992777,116.462851 39.992681,116.462851 39.992605,116.462905 39.991629,116.46291 39.991511,116.462932 39.990556,116.462948 39.990315,116.462964 39.990234,116.462991 39.990165,116.463039 39.990084,116.463076 39.990036,116.463275 39.98987,116.464326 39.989167,116.465587 39.98833)",110000,1007395,南湖南路,由北向南,湖光中街,阜通西大街,1059,44000
"LINESTRING (116.462792 39.997187,116.462857 39.999177,116.462867 39.999424,116.462878 39.999724,116.462894 40.000062,116.462937 40.000931,116.462942 40.001033,116.462953 40.001221,116.462958 40.001285,116.462969 40.001623,116.46298 40.001897,116.462991 40.002299,116.462996 40.002471,116.463028 40.003345,116.463044 40.004058,116.463066 40.004885)",110000,7398,南湖北路,由南向北,湖光中街,南湖北路北口,840,44000
"LINESTRING (116.462916 40.004879,116.462905 40.004123,116.462873 40.003356,116.462846 40.002551,116.462803 40.001285,116.462803 40.001221,116.462798 40.001017,116.462792 40.00092,116.462771 40.000277,116.462728 39.999204,116.462674 39.997181)",110000,1007398,南湖北路,由北向南,河荫西路,湖光中街,841,44000
"LINESTRING (116.467915 40.004949,116.468382 40.00497,116.46982 40.005051,116.473237 40.00526,116.473306 40.005265,116.474084 40.005303,116.474519 40.005298,116.475855 40.005164,116.477051 40.00504,116.477898 40.004954,116.478295 40.004911,116.478649 40.004874,116.480591 40.004675,116.4827 40.004423,116.483837 40.004316,116.484084 40.004273,116.484346 40.004219,116.484792 40.004069,116.485012 40.003978,116.485339 40.003812,116.485698 40.003603,116.486396 40.00313,116.48735 40.002497,116.487506 40.002449,116.488434 40.001934,116.489523 40.001344,116.489673 40.001248,116.489711 40.001221,116.489925 40.001049,116.490119 40.000872,116.490322 40.000647,116.490553 40.000368,116.490666 40.000191,116.490816 39.999906,116.490918 39.999649,116.490998 39.999386,116.491047 39.999155,116.491063 39.999091,116.491154 39.998485,116.491191 39.998319,116.491385 39.997712,116.49154 39.997294)",110000,8508,河荫中路,由西向东,河荫中路西口,远安南一路,2385,44000
"LINESTRING (116.49154 39.997294,116.491385 39.997712,116.491191 39.998319,116.491154 39.998485,116.491063 39.999091,116.491047 39.999155,116.490998 39.999386,116.490918 39.999649,116.490816 39.999906,116.490666 40.000191,116.490553 40.000368,116.490322 40.000647,116.490119 40.000872,116.489925 40.001049,116.489711 40.001221,116.489673 40.001248,116.489523 40.001344,116.488434 40.001934,116.487506 40.002449,116.487415 40.002551,116.485489 40.003812,116.485242 40.003951,116.48484 40.004134,116.484572 40.00423,116.484309 40.0043,116.484008 40.004364,116.483649 40.004407,116.482689 40.004498,116.478644 40.004938,116.47829 40.004976,116.477104 40.005094,116.477051 40.005099,116.475855 40.005228,116.474513 40.005362,116.474133 40.005367,116.473301 40.005335,116.473231 40.00533,116.471102 40.005212,116.469809 40.005137,116.46791 40.005029)",110000,1008508,河荫中路,由东向西,远安南一路,广顺北大街,2393,44000
"LINESTRING (116.47328 39.97589,116.473076 39.976008,116.472684 39.976271,116.472464 39.97641,116.472121 39.976646,116.471499 39.977059,116.470903 39.977451,116.470495 39.977714,116.470195 39.977902,116.470007 39.97803,116.468167 39.979248,116.46776 39.979516,116.467615 39.979607,116.466832 39.980122,116.466708 39.980224,116.466563 39.980401,116.466537 39.98045,116.466472 39.980573,116.466424 39.980718,116.466408 39.980836,116.466429 39.981179,116.466429 39.981238,116.466435 39.981608,116.466515 39.982987,116.466585 39.983341,116.466612 39.98347,116.466783 39.98399,116.466815 39.984038,116.466821 39.984076,116.466821 39.984194,116.466773 39.984264,116.466692 39.984323,116.466585 39.98436,116.466461 39.98435,116.466376 39.984312,116.466075 39.984398,116.465592 39.984704,116.465115 39.985009,116.465051 39.985052,116.464959 39.985111,116.464638 39.985321,116.464418 39.98546,116.463532 39.985975,116.463205 39.986152)",110000,8514,花家地南街,由南向北,京密路,阜通西大街,1529,45000
"LINESTRING (116.463205 39.986152,116.463532 39.985975,116.464418 39.98546,116.464638 39.985321,116.464959 39.985111,116.465051 39.985052,116.465115 39.985009,116.465592 39.984704,116.466075 39.984398,116.466274 39.984092,116.466306 39.984028,116.466445 39.98377,116.466585 39.983341,116.466515 39.982987,116.466435 39.981608,116.466429 39.981238,116.466429 39.981179,116.466408 39.980836,116.466424 39.980718,116.466472 39.980573,116.466537 39.98045,116.466563 39.980401,116.466708 39.980224,116.466832 39.980122,116.467615 39.979607,116.46776 39.979516,116.468167 39.979248,116.470007 39.97803,116.470195 39.977902,116.470495 39.977714,116.470903 39.977451,116.471499 39.977059,116.472121 39.976646,116.472464 39.97641,116.472684 39.976271,116.473076 39.976008,116.47328 39.97589)",110000,1008514,花家地南街,由北向南,阜通西大街,京密路,1484,45000
"LINESTRING (116.466821 39.984076,116.466992 39.984355,116.467186 39.984591,116.467293 39.984677,116.46755 39.984913,116.467803 39.985149,116.467931 39.985267,116.468049 39.985369,116.468301 39.9856,116.468827 39.986093,116.469036 39.986292,116.469492 39.986688,116.469664 39.986833,116.469728 39.986898,116.470045 39.987171,116.470174 39.987289,116.470447 39.987541,116.470892 39.987906,116.471059 39.988056,116.471386 39.988362,116.47203 39.988931,116.472116 39.989006,116.4724 39.989263,116.472786 39.989617,116.473129 39.989929,116.473446 39.990234,116.473526 39.990315)",110000,8518,望花路,由南向北,花家地南街,望花路北口,862,45000
"LINESTRING (116.473526 39.990315,116.473446 39.990234,116.473129 39.989929,116.472786 39.989617,116.4724 39.989263,116.472116 39.989006,116.47203 39.988931,116.471386 39.988362,116.471059 39.988056,116.470892 39.987906,116.470447 39.987541,116.470174 39.987289,116.470045 39.987171,116.469728 39.986898,116.469664 39.986833,116.469492 39.986688,116.469036 39.986292,116.468827 39.986093,116.468301 39.9856,116.468049 39.985369,116.467931 39.985267,116.467803 39.985149,116.46755 39.984913,116.467293 39.984677,116.467186 39.984591,116.466939 39.984473,116.466585 39.98436,116.466461 39.98435,116.466376 39.984312,116.466317 39.984264,116.466284 39.984221,116.466268 39.984173,116.466274 39.984092,116.466306 39.984028,116.466413 39.983942,116.466526 39.983915,116.466665 39.983926,116.466783 39.98399,116.466815 39.984038)",110000,1008518,望花路,由北向南,广顺南大街,,960,45000
"LINESTRING (116.45717 39.988824,116.4582 39.988952,116.460346 39.989247,116.461725 39.989446,116.461918 39.989494,116.462122 39.98958,116.463076 39.990036)",110000,8792,南湖中园二条,由西向东,南湖中园二条西口,南湖南路口,526,45000
"LINESTRING (116.463039 39.990084,116.462106 39.989623,116.46195 39.989553,116.461778 39.989505,116.461499 39.989457,116.460346 39.98929,116.458973 39.989102,116.458195 39.988995,116.457186 39.988883)",110000,1008792,南湖中园二条,由东向西,南湖南路口,南湖中园二条西口,523,45000
"MULTILINESTRING ((116.481493 39.985401,116.482152 39.986002,116.483547 39.987262,116.483601 39.987316,116.485827 39.989339,116.486251 39.989714,116.48632 39.989741,116.486455 39.989768,116.486717 39.989811),(116.489244 39.99253,116.489963 39.993222,116.49014 39.99341,116.490328 39.993694,116.490596 39.993973,116.491706 39.994993),(116.492039 39.994912,116.492919 39.995787,116.493241 39.996291,116.493391 39.996586,116.493498 39.996838,116.493584 39.997079,116.493654 39.997332,116.493707 39.997621,116.493734 39.997922,116.493729 39.998415,116.493702 39.998651,116.4936 39.999107,116.493546 39.999322,116.493471 39.999531,116.493305 39.999842,116.493294 39.999858,116.493176 40.000094,116.493015 40.000336,116.492838 40.000566,116.492522 40.00092,116.492227 40.001221,116.4922 40.001242,116.491422 40.002025,116.489367 40.004155,116.489266 40.004246,116.487973 40.005555,116.487447 40.006092,116.487055 40.006494,116.485671 40.007921,116.485012 40.008591,116.484861 40.008747,116.484786 40.008827,116.484454 40.009176,116.484046 40.009578,116.483676 40.009911,116.48307 40.010329,116.482469 40.010673))",110000,8905,望京东路,由南向北,广顺南大街,利泽东二路,3388,45000
"MULTILINESTRING ((116.482469 40.010512,116.482968 40.010217,116.483456 40.009879,116.483713 40.00967,116.48403 40.00938,116.48433 40.009074,116.484604 40.008795,116.484684 40.008709,116.484894 40.008489,116.485446 40.007948,116.48551 40.007889,116.486766 40.00659,116.486975 40.006381,116.487844 40.00548,116.489142 40.004139,116.489244 40.004042,116.489936 40.003329,116.490317 40.00297,116.491991 40.001242,116.492012 40.001221,116.492334 40.000872,116.492608 40.000572,116.492811 40.000303,116.493117 39.999831,116.493155 39.999767,116.493316 39.999418,116.493412 39.999155,116.493482 39.998887,116.49352 39.998673,116.493541 39.99812,116.493482 39.99738,116.49345 39.99723,116.493332 39.99687,116.493203 39.996597,116.493015 39.996243,116.492758 39.995867,116.491921 39.994982),(116.486208 39.990154,116.48617 39.989966,116.486154 39.989886,116.486101 39.989784,116.485714 39.989435,116.483467 39.987402))",110000,1008905,望京东路,由北向南,利泽东二路,阜荣街东口,2417,45000
"LINESTRING (116.478564 40.006006,116.479475 40.005915,116.482635 40.005598,116.483944 40.005437,116.485087 40.00533,116.486192 40.005201,116.486696 40.005164,116.486884 40.005164,116.487098 40.005196,116.487329 40.005255,116.487463 40.005298,116.487844 40.00548,116.489142 40.004139,116.489367 40.004155,116.489636 40.004402,116.489797 40.004563,116.489925 40.004729,116.490124 40.005056,116.490199 40.005314,116.490226 40.005496,116.490237 40.005732,116.490215 40.006204,116.490258 40.006537,116.490296 40.006671,116.490344 40.006773,116.490408 40.006869,116.490687 40.007148,116.491647 40.007663,116.492441 40.008125,116.492516 40.0082)",110000,9236,溪阳东路,由西向东,广泽路,东湖渠,1546,45000
"LINESTRING (116.492516 40.0082,116.492414 40.008173,116.4911 40.007427,116.490623 40.007202,116.490489 40.007132,116.490237 40.006902,116.490102 40.006719,116.490076 40.006639,116.490049 40.006204,116.48984 40.006194,116.489727 40.006172,116.488745 40.005845,116.487973 40.005555,116.487844 40.00548,116.487463 40.005298,116.487329 40.005255,116.487098 40.005196,116.486884 40.005164,116.486696 40.005164,116.486192 40.005201,116.485087 40.00533,116.483944 40.005437,116.482635 40.005598,116.479475 40.005915,116.478564 40.006006)",110000,1009236,溪阳东路,由东向西,东湖渠,广泽路,1320,45000
"LINESTRING (116.478832 40.002004,116.479679 40.002009,116.480463 40.001966,116.481149 40.001891,116.481943 40.001736,116.482603 40.001537,116.483343 40.001253,116.483413 40.001221,116.483955 40.000974,116.484733 40.000507,116.484963 40.000346,116.485092 40.000266,116.485628 39.999944,116.486374 39.999413,116.486675 39.999166,116.487372 39.998496,116.487527 39.998313,116.487742 39.998007,116.487796 39.997927,116.488107 39.997407,116.488214 39.997192,116.4883 39.996967,116.488498 39.99642,116.488595 39.996082,116.488643 39.995797,116.488654 39.995706,116.488987 39.993598,116.48903 39.993212,116.489105 39.992525)",110000,10288,宏泰东街,由北向南,阜安西路,望京东路,1510,44000
"LINESTRING (116.489244 39.99253,116.489185 39.993147,116.489115 39.993614,116.488772 39.995754,116.488718 39.996049,116.488622 39.99643,116.488439 39.996935,116.488316 39.99723,116.488193 39.997471,116.487892 39.997965,116.487839 39.99805,116.487603 39.998378,116.48742 39.998592,116.487243 39.998769,116.486546 39.999375,116.485924 39.999842,116.485178 40.000336,116.485044 40.000421,116.484615 40.000706,116.484228 40.000936,116.483654 40.001221,116.483579 40.001253,116.48271 40.001596,116.482013 40.001811,116.481428 40.001929,116.480468 40.002063,116.479889 40.0021,116.478826 40.002095)",110000,1010288,宏泰东街,由南向北,望京东路,阜安西路,1535,44000
"LINESTRING (116.475543 39.989462,116.475672 39.98958,116.476402 39.990234,116.477051 39.990819,116.477517 39.991232,116.477652 39.991361,116.479647 39.993163,116.480484 39.993914,116.480597 39.994016,116.481428 39.994762,116.481718 39.994982,116.482008 39.9951,116.482158 39.995137,116.482796 39.995196,116.483756 39.995272,116.483944 39.995293,116.48624 39.995492,116.488654 39.995706)",110000,10295,阜安东路,由西向东,广顺南大街,宏泰东街,1355,44000
"LINESTRING (116.488643 39.995797,116.487994 39.995744,116.487699 39.995717,116.486245 39.995583,116.486213 39.995577,116.485596 39.995518,116.483928 39.995395,116.483735 39.995373,116.482512 39.995277,116.482238 39.995245,116.482045 39.995202,116.481723 39.995095,116.481605 39.99503,116.481353 39.994837,116.480495 39.994081,116.480382 39.993979,116.479556 39.993206,116.478392 39.992166,116.477555 39.99142,116.477421 39.991291,116.477051 39.990964,116.47637 39.990358,116.476235 39.990234,116.475576 39.989639,116.475452 39.989526)",110000,1010295,阜安东路,由东向西,宏泰东街,广顺南大街,1359,44000
"LINESTRING (116.486626 39.990068,116.486819 39.990234,116.489223 39.992402)",110000,10371,无名道路1,由南向北,望京街,宏泰东街,340,44000
"LINESTRING (116.489105 39.992525,116.486546 39.990234,116.486476 39.99017)",110000,1010371,无名道路1,由北向南,宏泰东街,望京街,344,44000
"LINESTRING (116.4551 39.989247,116.455078 39.989263,116.454708 39.989532,116.454542 39.989687,116.454397 39.989832,116.454177 39.990127,116.454118 39.990234,116.454075 39.990331,116.453952 39.99068,116.453946 39.990706,116.45378 39.991575,116.453351 39.993593,116.453163 39.994467,116.453152 39.99451,116.453072 39.995121,116.453099 39.995829,116.453106 39.996122,116.453146 39.996766,116.453196 39.996826,116.453292 39.996908)",110000,13016,南湖西园南路,由南向北,,南湖西园南路口,795,45000
"LINESTRING (116.452916 39.996795,116.453029 39.996768,116.453056 39.996693,116.453013 39.996167,116.452986 39.99525,116.452997 39.995057,116.453061 39.994644,116.453083 39.994499,116.453093 39.994462,116.453308 39.993587,116.453592 39.992235,116.453909 39.99069,116.454005 39.99039,116.454075 39.990234,116.454161 39.990084,116.454273 39.989923,116.454504 39.989666,116.454681 39.98951,116.455078 39.989226)",110000,1013016,南湖西园南路,由北向南,南湖西园南路北口,,879,45000
"LINESTRING (116.453952 39.99068,116.455078 39.990824,116.45532 39.990857,116.455389 39.990867,116.456054 39.990948,116.457186 39.991087)",110000,13019,南湖渠三巷,由西向东,南湖西园南路,望京西路,279,45000
"LINESTRING (116.457186 39.991114,116.456054 39.99098,116.455314 39.990894,116.455078 39.990862,116.454853 39.990835,116.453946 39.990706)",110000,1013019,南湖渠三巷,由东向西,望京西路,南湖西园南路,277,45000
"LINESTRING (116.467878 40.006054,116.469439 40.00614,116.469739 40.006156,116.469889 40.006161,116.471885 40.006274,116.473183 40.006344,116.473269 40.006349,116.474224 40.006408,116.474508 40.006413,116.475055 40.006376,116.477051 40.006156,116.478252 40.006027)",110000,13022,溪阳中路,由西向东,广顺北大街,溪阳中路东口,879,45000
"LINESTRING (116.478252 40.006027,116.477051 40.006156,116.475055 40.006376,116.474508 40.006413,116.474224 40.006408,116.473269 40.006349,116.473183 40.006344,116.471885 40.006274,116.469889 40.006161,116.469739 40.006156,116.469439 40.00614,116.467878 40.006054)",110000,1013022,溪阳中路,由东向西,溪阳中路东口,广顺北大街,879,45000
"MULTILINESTRING ((116.482635 40.005598,116.482608 40.006531,116.482581 40.006939,116.482581 40.007282,116.482576 40.007309,116.482539 40.008667,116.482539 40.008736,116.482517 40.009267),(116.482517 40.009267,116.482485 40.010029,116.482469 40.010512,116.482469 40.010673,116.482807 40.011204,116.483274 40.011901,116.483467 40.012175,116.483488 40.012207,116.483874 40.012851))",110000,13026,利泽东二路,由南向北,溪阳东路,屏翠东路,798,45000
"LINESTRING (116.483874 40.012851,116.483488 40.012207,116.483467 40.012175,116.483274 40.011901,116.482807 40.011204,116.482469 40.010673,116.482469 40.010512,116.482485 40.010029,116.482517 40.009267,116.482539 40.008736,116.482539 40.008667,116.482576 40.007309,116.482581 40.007282,116.482581 40.006939,116.482608 40.006531,116.482635 40.005598)",110000,1013026,利泽东二路,由北向南,屏翠东路,溪阳东路,798,45000
"LINESTRING (116.476209 39.981523,116.477051 39.982263,116.47734 39.982515,116.477571 39.982719,116.47777 39.982874,116.478467 39.983228,116.479411 39.98369,116.47954 39.983776,116.479787 39.983985,116.479953 39.984146,116.480039 39.984167,116.480618 39.984661,116.481187 39.985149)",110000,14301,花家地东路,由西向东,花家地街,花家地东路北口,581,45000
